DEPT,DPHI_D,GR_NORM,NPHI_D,PEF_D,POR_D,RHOB_D,RESD_D,DTC_D,LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD1],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD2],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD3],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD4],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD5],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD6],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD1_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD2_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD3_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD4_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD5_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD6_2],K_SDR_PRE
2823.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,1.98,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2823.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.03,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2824.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.08,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2824.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.13,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2825.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.19,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2825.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.26,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2826.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2826.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2827.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2827.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2828.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.52,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2828.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2829.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2829.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2830.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.26,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2830.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.2,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2831.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.15,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2831.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.16,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2832.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.18,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2832.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.2,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2833.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.22,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2833.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.23,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2834.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2834.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.27,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2835.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.29,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2835.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2836.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2836.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2837.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2837.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2838.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2838.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2839.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2839.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2840.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.57,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2840.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2841.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2841.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2842.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2842.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2843.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2843.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2844.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2844.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2845.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2845.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.6,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2846.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.6,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2846.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2847.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2847.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.62,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2848.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.62,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2848.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2849.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2849.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.57,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2850.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2850.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2851.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.52,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2851.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2852.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2852.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2853.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2853.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2854.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.43,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2854.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2855.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2855.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2856.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2856.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2857.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.42,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2857.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2858.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2858.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2859.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2859.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2860.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2860.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.53,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2861.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2861.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2862.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.6,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2862.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.62,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2863.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.65,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2863.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2864.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2864.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2865.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2865.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2866.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2866.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2867.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2867.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2868.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2868.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2869.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.65,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2869.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.63,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2870.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2870.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2871.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.57,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2871.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.57,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2872.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2872.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.62,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2873.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.65,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2873.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2874.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2874.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2875.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.7,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2875.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.7,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2876.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2876.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2877.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2877.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.66,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2878.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.62,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2878.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2879.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2879.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2880.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2880.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.43,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2881.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2881.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2882.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2882.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2883.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2883.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2884.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2884.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.53,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2885.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2885.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.65,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
2886.0,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,2.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
