epoch,train_loss,val_loss
1,0.0902789980173111,0.016508877277374268
2,0.012079482898116112,0.009655998088419437
3,0.00949848908931017,0.008612124249339104
4,0.008943895809352398,0.008406209759414196
5,0.008601748384535313,0.008892743848264217
6,0.008627520874142647,0.008505571633577347
7,0.008420181460678577,0.008156881667673588
8,0.00809168815612793,0.008018659427762032
9,0.007955420762300491,0.00806668121367693
10,0.0076871891506016254,0.0077857463620603085
11,0.0077238609082996845,0.007543561514467001
12,0.007519482169300318,0.007386777549982071
13,0.007533391006290913,0.007296136114746332
14,0.007175321690738201,0.007309494074434042
15,0.007317970972508192,0.00788811407983303
16,0.007485453505069017,0.007558471988886595
17,0.007183215115219355,0.007605971302837133
18,0.007118109613656998,0.007376980502158403
19,0.007190409116446972,0.007063277531415224
20,0.007095714099705219,0.007103761658072472
21,0.007166340481489897,0.007864914834499359
22,0.00729807885363698,0.00751297315582633
23,0.007033553905785084,0.006985513027757406
24,0.006864681374281645,0.007181369233876467
25,0.006939181126654148,0.007141358219087124
26,0.006980190519243479,0.0079748360440135
27,0.007272008340805769,0.006797746755182743
28,0.006918256636708975,0.007195824757218361
29,0.007008765358477831,0.00808124803006649
30,0.0071281613782048225,0.006785012781620026
31,0.0067836446687579155,0.006960939150303602
32,0.006820895243436098,0.007072171662002802
33,0.007067068014293909,0.0066365706734359264
34,0.006645010318607092,0.006720051635056734
35,0.006733546033501625,0.006835347507148981
36,0.0066945236176252365,0.006578371860086918
37,0.006619073450565338,0.006613326724618673
38,0.006669601425528526,0.006753170862793922
39,0.007028411608189344,0.00664440356194973
40,0.0069060795940458775,0.006630623713135719
41,0.006572197191417217,0.007247120141983032
42,0.007054639980196953,0.007654566317796707
43,0.00662106042727828,0.007432661019265652
44,0.006614362355321646,0.0064574116840958595
45,0.006642696913331747,0.006551708560436964
46,0.006310066673904657,0.006602924317121506
47,0.006553910207003355,0.007185155525803566
48,0.007060179952532053,0.00677472772076726
49,0.006717648822814226,0.006952306721359491
50,0.006403166800737381,0.0064254868775606155
51,0.006625862326472998,0.006950198672711849
52,0.006863529793918133,0.006557338405400515
53,0.006374142598360777,0.006704902276396751
54,0.006782946642488241,0.006821053102612495
55,0.0068795401602983475,0.00669004675000906
56,0.0065046087838709354,0.006489382591098547
57,0.006498722825199366,0.006625767797231674
58,0.006610945798456669,0.006502268835902214
59,0.006608724594116211,0.006436032708734274
60,0.006419705227017403,0.007180631160736084
61,0.006863058544695377,0.00658357935026288
62,0.006585043855011463,0.006675149779766798
63,0.006781417410820723,0.0070862434804439545
64,0.0063835312612354755,0.00653719250112772
65,0.006353182718157768,0.006390460301190615
66,0.006182798184454441,0.006412999238818884
67,0.006361756008118391,0.006424538791179657
68,0.006269153673201799,0.006624299567192793
69,0.006721649318933487,0.007527261972427368
70,0.006681252270936966,0.0068284813314676285
71,0.006879228632897139,0.006724370177835226
72,0.006555279716849327,0.006383833009749651
73,0.00626061437651515,0.006546751130372286
74,0.006279360502958298,0.006263722665607929
75,0.006190788466483355,0.006400991231203079
76,0.0062227738089859486,0.006675295997411013
77,0.006314296741038561,0.007077821064740419
78,0.006505630910396576,0.0063035208731889725
79,0.00649973563849926,0.006950975861400366
80,0.006313169840723276,0.006302793975919485
81,0.006141210440546274,0.006345885340124369
82,0.006289283744990826,0.006211940664798021
83,0.006201217882335186,0.006326067261397839
84,0.006296089850366116,0.0064702085219323635
85,0.006152549292892218,0.006376622710376978
86,0.00619542645290494,0.006239362061023712
87,0.006259857211261988,0.006132488138973713
88,0.006101416423916817,0.006162000820040703
89,0.006123371422290802,0.006113705690950155
90,0.006199587136507034,0.0064146253280341625
91,0.0060965451411902905,0.006200201343744993
92,0.006265631411224604,0.006202936638146639
93,0.006110742688179016,0.0061661419458687305
94,0.006221660878509283,0.006987740285694599
95,0.006250808946788311,0.006049194373190403
96,0.006178651936352253,0.006290459539741278
97,0.006013214588165283,0.006220900919288397
98,0.0061042034067213535,0.0068792663514614105
99,0.006132255308330059,0.006525563076138496
100,0.0061684343963861465,0.006406526546925306
101,0.006274099927395582,0.006359994877129793
102,0.005941697396337986,0.007263054605573416
103,0.006559826899319887,0.006089196540415287
104,0.006014482583850622,0.006219354458153248
105,0.006035491358488798,0.006014350801706314
106,0.006155138369649649,0.006365926004946232
107,0.006084897555410862,0.00706902239471674
108,0.006272788159549236,0.0061761606484651566
109,0.006122103426605463,0.006243059877306223
110,0.006088594906032085,0.006292266305536032
111,0.00636341841891408,0.00643937336280942
112,0.006533545441925526,0.007396271917968988
113,0.00631882157176733,0.00641296012327075
114,0.006061905063688755,0.0059982966631650925
115,0.006032162345945835,0.0061394223012030125
116,0.006097155157476664,0.0062349336221814156
117,0.005965294316411018,0.006580868735909462
118,0.006038399413228035,0.005913167726248503
119,0.006110150367021561,0.006820844020694494
120,0.006049138493835926,0.006158306263387203
121,0.006085589528083801,0.0059526050463318825
122,0.006045067682862282,0.006031828001141548
123,0.00607015285640955,0.005781899206340313
124,0.005967445205897093,0.00594329833984375
125,0.006080613471567631,0.006289152894169092
126,0.006043902598321438,0.00744125060737133
127,0.006333466153591871,0.006520391441881657
128,0.00593541981652379,0.006347225047647953
129,0.006030652206391096,0.006347354035824537
130,0.006276531610637903,0.006209013983607292
131,0.006237521767616272,0.006306936498731375
132,0.0060742138884961605,0.0058569093234837055
133,0.005865031853318214,0.005904089659452438
134,0.005814718548208475,0.0061497557908296585
135,0.005940904840826988,0.006040255073457956
136,0.006019913125783205,0.006041029002517462
137,0.006098576821386814,0.00585728557780385
138,0.005994046106934547,0.00585389556363225
139,0.005838877055794001,0.006137383636087179
140,0.005898320581763983,0.006019257474690676
141,0.005972451996058226,0.005958618596196175
142,0.005885647144168615,0.006068682763725519
143,0.006019267253577709,0.0060004438273608685
144,0.005971498321741819,0.006073468830436468
145,0.005863696336746216,0.006494371220469475
146,0.005846778396517038,0.006010756827890873
147,0.005987826734781265,0.00583159364759922
148,0.00602817302569747,0.005806317087262869
149,0.006014262791723013,0.006044928915798664
150,0.006072816904634237,0.0062933010049164295
151,0.005902263335883617,0.006074820179492235
152,0.005963321775197983,0.005953086540102959
153,0.005966315511614084,0.00634703179821372
154,0.0065619549714028835,0.00597166083753109
155,0.0060200258158147335,0.005836473777890205
156,0.005865145940333605,0.005909404717385769
157,0.006014253478497267,0.006383070256561041
158,0.006053763907402754,0.0058762007392942905
159,0.005866293329745531,0.005865632090717554
160,0.005921853706240654,0.00639254879206419
161,0.006165036931633949,0.006475304253399372
162,0.0061556193977594376,0.007347064092755318
163,0.005983021110296249,0.006060830317437649
164,0.005910609848797321,0.006332118529826403
165,0.0058512939140200615,0.005782667547464371
166,0.006036065053194761,0.0059163933619856834
167,0.005781780928373337,0.005953218787908554
168,0.00574813736602664,0.005787424277514219
169,0.0057649812661111355,0.005829703062772751
170,0.005797082558274269,0.005795262288302183
171,0.006332919932901859,0.005937212612479925
172,0.006024623289704323,0.0060847750864923
173,0.005759057123214006,0.005853892769664526
