DEPT,DPHI_D,GR_NORM,NPHI_D,PEF_D,POR_D,RESD_D,RHOB_D,DTC_D,LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD1],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD2],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD3],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD4],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD5],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD6],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD1_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD2_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD3_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD4_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD5_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD6_2],K_SDR_PRE
5675.5,0.026,-999.25,0.079,4.05,0.059,29.45,2.666,60.33,-999.25,0.065,0.0331,0.0386,0.0315,0.036,-999.25,0.001,0.0006,0.0018,0.0011,0.0011,
5676.0,0.03,-999.25,0.08,4.09,0.061,28.65,2.66,60.73,-999.25,0.0692,0.0329,0.0431,0.0345,0.0381,-999.25,0.001,0.0006,0.002,0.0011,0.0012,
5676.5,0.042,-999.25,0.079,3.88,0.063,27.87,2.641,62.17,-999.25,0.0831,0.0362,0.0552,0.0422,0.0404,-999.25,0.0016,0.0007,0.0028,0.0012,0.0012,
5677.0,0.058,-999.25,0.08,3.53,0.07,23.18,2.616,64.05,-999.25,0.0844,0.0451,0.0765,0.0576,0.0487,-999.25,0.0034,0.0012,0.0038,0.0012,0.0013,
5677.5,0.069,-999.25,0.099,3.26,0.085,19.82,2.596,66.42,-999.25,0.1634,0.0869,0.1677,0.1228,0.1035,-999.25,0.0116,0.0034,0.0103,0.0028,0.0027,
5678.0,0.069,-999.25,0.122,3.19,0.099,17.44,2.589,68.35,-999.25,0.3748,0.1629,0.3159,0.2228,0.1926,-999.25,0.0305,0.008,0.0273,0.0086,0.0062,
5678.5,0.07,-999.25,0.159,3.22,0.123,18.59,2.587,70.79,-999.25,0.9224,0.2133,0.5978,0.3016,0.2939,-999.25,0.0704,0.0106,0.0846,0.0153,0.0134,
5679.0,0.073,-999.25,0.163,3.14,0.126,25.42,2.583,69.62,-999.25,1.3317,0.2388,0.8638,0.3576,0.3129,-999.25,0.1396,0.0145,0.161,0.0173,0.0138,
5679.5,0.076,-999.25,0.148,2.95,0.117,30.0,2.579,67.28,-999.25,1.0294,0.2734,0.8833,0.4025,0.298,-999.25,0.2158,0.0231,0.1318,0.0148,0.0112,
5680.0,0.075,-999.25,0.127,2.84,0.105,35.27,2.581,64.83,-999.25,0.6108,0.2387,0.642,0.3353,0.2279,-999.25,0.2144,0.0234,0.0652,0.0088,0.0071,
5680.5,0.071,-999.25,0.113,2.75,0.094,41.13,2.587,62.92,-999.25,0.3649,0.1872,0.4271,0.2411,0.1632,-999.25,0.2147,0.0201,0.0324,0.0052,0.0046,
5681.0,0.071,-999.25,0.102,2.63,0.088,43.49,2.589,61.97,-999.25,0.2214,0.1551,0.304,0.1787,0.1236,-999.25,0.2226,0.0148,0.0178,0.0029,0.0031,
5681.5,0.075,-999.25,0.096,2.55,0.086,46.85,2.582,61.4,-999.25,0.1968,0.165,0.2883,0.1732,0.1127,-999.25,0.2693,0.0111,0.0144,0.0021,0.0025,
5682.0,0.079,-999.25,0.084,2.51,0.082,49.54,2.575,60.77,-999.25,0.1382,0.1502,0.2168,0.1361,0.0845,-999.25,0.2267,0.0062,0.0091,0.0012,0.0015,
5682.5,0.08,-999.25,0.074,2.52,0.077,52.33,2.573,60.27,-999.25,0.0912,0.1189,0.1472,0.0949,0.0583,-999.25,0.1607,0.0038,0.0056,0.0006,0.0009,
5683.0,0.079,-999.25,0.068,2.6,0.074,55.78,2.574,59.98,-999.25,0.0711,0.0939,0.1115,0.0723,0.0444,-999.25,0.1069,0.0032,0.0043,0.0005,0.0007,
5683.5,0.079,-999.25,0.068,2.68,0.074,58.38,2.574,59.98,-999.25,0.0755,0.0874,0.1125,0.0723,0.0444,-999.25,0.0815,0.0033,0.0044,0.0005,0.0007,
5684.0,0.08,-999.25,0.075,2.71,0.078,54.28,2.572,60.76,-999.25,0.1104,0.1099,0.1611,0.1027,0.0617,-999.25,0.0913,0.005,0.0073,0.0008,0.001,
5684.5,0.078,-999.25,0.087,2.71,0.083,48.63,2.576,61.95,-999.25,0.1725,0.1424,0.2431,0.1492,0.0933,-999.25,0.1276,0.0091,0.0139,0.0017,0.0018,
5685.0,0.07,-999.25,0.1,2.73,0.086,43.09,2.585,63.3,-999.25,0.2657,0.1865,0.3153,0.1908,0.1265,-999.25,0.2033,0.0203,0.0274,0.0044,0.0031,
5685.5,0.061,-999.25,0.113,2.78,0.091,37.56,2.6,64.53,-999.25,0.3074,0.179,0.3194,0.188,0.1454,-999.25,0.2083,0.0268,0.0366,0.0071,0.0046,
5686.0,0.055,-999.25,0.131,2.89,0.1,33.12,2.611,65.9,-999.25,0.4154,0.1688,0.357,0.1941,0.1727,-999.25,0.1741,0.0234,0.052,0.0099,0.0072,
5686.5,0.057,-999.25,0.151,3.02,0.114,28.65,2.614,67.63,-999.25,0.5111,0.1452,0.4022,0.1888,0.1912,-999.25,0.1154,0.0124,0.062,0.0089,0.0083,
5687.0,0.06,-999.25,0.166,3.13,0.125,24.95,2.608,69.17,-999.25,0.7351,0.1599,0.5007,0.2126,0.2208,-999.25,0.1016,0.0101,0.0869,0.011,0.0102,
5687.5,0.061,-999.25,0.181,3.18,0.135,23.83,2.604,70.32,-999.25,0.9942,0.1782,0.6205,0.2264,0.2409,-999.25,0.1234,0.011,0.1322,0.0139,0.0122,
5688.0,0.06,-999.25,0.178,3.08,0.133,26.37,2.605,69.31,-999.25,0.962,0.1917,0.6512,0.2366,0.2392,-999.25,0.1819,0.0154,0.1484,0.0152,0.0125,
5688.5,0.059,-999.25,0.163,2.91,0.122,29.18,2.608,67.34,-999.25,0.6863,0.189,0.569,0.2365,0.2219,-999.25,0.2463,0.0231,0.1053,0.0133,0.0107,
5689.0,0.057,-999.25,0.14,2.81,0.107,32.24,2.61,65.42,-999.25,0.4517,0.1759,0.4317,0.2171,0.1905,-999.25,0.2602,0.0296,0.0592,0.0106,0.0083,
5689.5,0.056,-999.25,0.125,2.99,0.097,37.56,2.613,64.7,-999.25,0.3885,0.1299,0.3216,0.1726,0.1531,-999.25,0.1066,0.0142,0.039,0.007,0.0058,
5690.0,0.056,-999.25,0.12,3.17,0.094,42.69,2.614,64.5,-999.25,0.4423,0.1111,0.2899,0.1552,0.1387,-999.25,0.057,0.0079,0.0357,0.0057,0.005,
5690.5,0.063,-999.25,0.128,3.11,0.101,35.27,2.605,65.81,-999.25,0.488,0.1284,0.37,0.1903,0.1693,-999.25,0.0688,0.0086,0.0451,0.0062,0.006,
5691.0,0.069,-999.25,0.137,2.99,0.108,28.91,2.593,66.94,-999.25,0.5866,0.1867,0.5123,0.261,0.2196,-999.25,0.1149,0.0146,0.0643,0.0091,0.0079,
5691.5,0.069,-999.25,0.147,2.89,0.115,24.95,2.589,67.73,-999.25,0.7027,0.2618,0.6288,0.3167,0.2618,-999.25,0.1959,0.0263,0.0875,0.0143,0.0109,
5692.0,0.066,-999.25,0.154,2.9,0.118,23.83,2.594,68.36,-999.25,0.7017,0.2538,0.6063,0.2927,0.2593,-999.25,0.2014,0.026,0.0922,0.015,0.0118,
5692.5,0.064,-999.25,0.164,3.04,0.124,23.39,2.599,69.67,-999.25,0.7764,0.2078,0.5749,0.2529,0.251,-999.25,0.136,0.0151,0.0984,0.0134,0.0118,
5693.0,0.064,-999.25,0.171,3.19,0.129,22.75,2.6,70.92,-999.25,0.9431,0.1781,0.5724,0.2332,0.2504,-999.25,0.0917,0.0092,0.1041,0.0121,0.0118,
5693.5,0.066,-999.25,0.178,3.35,0.134,22.13,2.598,72.18,-999.25,1.2311,0.1567,0.5953,0.2241,0.256,-999.25,0.065,0.0063,0.11,0.0108,0.0115,
5694.0,0.066,-999.25,0.18,3.52,0.135,22.55,2.596,72.49,-999.25,1.8262,0.1615,0.6516,0.2355,0.2678,-999.25,0.055,0.006,0.1321,0.0123,0.013,
5694.5,0.065,-999.25,0.171,3.77,0.129,24.95,2.597,70.58,-999.25,2.4273,0.1737,0.6638,0.2567,0.2636,-999.25,0.0402,0.0056,0.1373,0.0141,0.0128,
5695.0,0.063,-999.25,0.157,4.03,0.12,27.61,2.6,67.15,-999.25,2.0928,0.1982,0.6276,0.28,0.2425,-999.25,0.0243,0.0053,0.1027,0.0148,0.0113,
5695.5,0.057,-999.25,0.144,4.16,0.11,29.45,2.609,63.17,-999.25,1.0791,0.1774,0.4928,0.2581,0.2017,-999.25,0.014,0.0049,0.0516,0.0127,0.0092,
5696.0,0.048,-999.25,0.14,4.13,0.105,26.61,2.625,62.29,-999.25,0.6198,0.1291,0.3068,0.18,0.1623,-999.25,0.0098,0.0037,0.0278,0.0096,0.0076,
5696.5,0.041,-999.25,0.147,4.11,0.108,24.5,2.638,62.91,-999.25,0.5376,0.1137,0.2413,0.1423,0.1477,-999.25,0.01,0.0033,0.025,0.0091,0.0073,
5697.0,0.042,-999.25,0.149,4.19,0.109,22.75,2.637,63.18,-999.25,0.5369,0.1203,0.2417,0.1448,0.1502,-999.25,0.0093,0.0033,0.0242,0.0091,0.0074,
5697.5,0.05,-999.25,0.136,4.31,0.102,22.34,2.618,61.73,-999.25,0.551,0.1694,0.3108,0.2104,0.1725,-999.25,0.0073,0.0044,0.0237,0.0113,0.008,
5698.0,0.061,-999.25,0.118,4.45,0.094,24.27,2.602,59.64,-999.25,0.3052,0.1593,0.2985,0.2216,0.1553,-999.25,0.0035,0.0029,0.0115,0.0052,0.0053,
5698.5,0.063,-999.25,0.099,4.64,0.083,37.56,2.601,56.66,-999.25,0.1112,0.0983,0.1811,0.1326,0.1019,-999.25,0.0012,0.0013,0.0037,0.0014,0.0028,
5699.0,0.056,-999.25,0.081,4.66,0.07,58.92,2.62,54.63,-999.25,0.0343,0.03,0.063,0.0416,0.0488,-999.25,0.0004,0.0004,0.0008,0.0003,0.0014,
5699.5,0.038,-999.25,0.069,4.55,0.056,104.67,2.644,53.28,-999.25,0.0308,0.0177,0.0268,0.0172,0.0278,-999.25,0.0002,0.0002,0.0003,0.0002,0.0008,
5700.0,0.022,-999.25,0.06,4.43,0.045,185.93,2.667,52.5,-999.25,0.0374,0.0144,0.013,0.0085,0.0177,-999.25,0.0001,0.0002,0.0002,0.0002,0.0004,
5700.5,0.015,-999.25,0.051,4.34,0.038,325.28,2.685,52.16,-999.25,0.0367,0.0097,0.0065,0.0043,0.0113,-999.25,0.0001,0.0001,0.0001,0.0001,0.0003,
5701.0,0.011,-999.25,0.05,4.36,0.036,343.31,2.689,52.39,-999.25,0.0394,0.0102,0.0061,0.0043,0.0108,-999.25,0.0001,0.0001,0.0001,0.0001,0.0003,
5701.5,0.009,-999.25,0.052,4.27,0.0,248.28,2.694,53.46,-999.25,0.0303,0.0198,0.0136,0.0097,0.0138,-999.25,0.0001,0.0001,0.0001,0.0002,0.0003,
5702.0,0.006,-999.25,0.054,4.19,0.0,175.97,2.698,54.7,-999.25,0.0308,0.0248,0.0151,0.0123,0.0155,-999.25,0.0002,0.0002,0.0002,0.0003,0.0003,
5702.5,0.008,-999.25,0.056,4.25,0.0,159.12,2.696,55.03,-999.25,0.0301,0.0246,0.0171,0.0139,0.017,-999.25,0.0001,0.0002,0.0002,0.0003,0.0003,
5703.0,0.011,-999.25,0.057,4.43,0.041,196.37,2.688,53.81,-999.25,0.04,0.013,0.0108,0.0073,0.0151,-999.25,0.0001,0.0002,0.0002,0.0002,0.0004,
5703.5,0.017,-999.25,0.056,4.55,0.042,269.26,2.679,52.07,-999.25,0.0286,0.0098,0.0088,0.0058,0.0147,-999.25,0.0001,0.0001,0.0001,0.0001,0.0004,
5704.0,0.021,-999.25,0.049,4.45,0.038,372.24,2.672,50.54,-999.25,0.0249,0.0081,0.0052,0.0036,0.0106,-999.25,0.0,0.0001,0.0,0.0,0.0003,
5704.5,0.026,-999.25,0.048,4.15,0.039,462.95,2.665,50.56,-999.25,0.0446,0.0101,0.0049,0.0036,0.0101,-999.25,0.0001,0.0001,0.0,0.0,0.0003,
5705.0,0.033,-999.25,0.05,3.66,0.043,426.36,2.65,52.78,-999.25,0.0863,0.0168,0.0091,0.0069,0.0119,-999.25,0.0009,0.0004,0.0001,0.0001,0.0003,
5705.5,0.049,-999.25,0.064,3.06,0.057,194.57,2.621,56.1,-999.25,0.0911,0.0335,0.0407,0.0264,0.0259,-999.25,0.0268,0.0025,0.0008,0.0003,0.0006,
5706.0,0.069,-999.25,0.082,2.51,0.076,76.71,2.587,59.93,-999.25,0.1283,0.1251,0.1785,0.109,0.0711,-999.25,0.4136,0.0075,0.0087,0.0014,0.0014,
5706.5,0.113,-999.25,0.117,2.13,0.115,26.86,2.531,64.74,-999.25,0.8996,1.2659,1.1489,0.7231,0.358,-999.25,0.5775,0.0093,0.0483,0.0032,0.0048,
5707.0,0.141,-999.25,0.149,2.01,0.145,9.29,2.473,70.2,-999.25,10.1254,17.6819,5.3455,4.8178,2.0014,-999.25,1.5042,0.2051,0.1906,0.0534,0.0313,
5707.5,0.166,-999.25,0.174,2.09,0.17,7.13,2.433,74.48,-999.25,17.8602,29.004,16.0283,14.3809,6.5717,-999.25,2.2011,1.0427,0.7058,0.267,0.142,
5708.0,0.156,-999.25,0.184,2.31,0.171,7.13,2.432,75.15,-999.25,17.9718,19.626,22.4796,18.0362,7.7563,-999.25,5.2618,2.1124,1.502,0.7298,0.3294,
5708.5,0.135,-999.25,0.175,2.66,0.157,9.73,2.477,73.25,-999.25,3.9234,2.2944,7.4139,4.9524,2.3933,-999.25,0.6237,0.178,0.5267,0.1318,0.0692,
5709.0,0.115,-999.25,0.152,2.73,0.135,16.03,2.515,68.93,-999.25,1.8269,0.9296,3.0697,1.8635,0.8796,-999.25,0.3398,0.0577,0.2214,0.0322,0.0201,
5709.5,0.096,-999.25,0.131,2.78,0.115,31.66,2.554,64.84,-999.25,0.7659,0.3155,1.145,0.6088,0.3294,-999.25,0.2011,0.018,0.0764,0.0068,0.0071,
5710.0,0.089,-999.25,0.105,2.82,0.097,67.51,2.557,61.58,-999.25,0.5831,0.2306,0.6598,0.3921,0.1991,-999.25,0.2224,0.0116,0.0384,0.0034,0.0038,
5710.5,0.089,-999.25,0.093,2.83,0.091,78.59,2.557,60.98,-999.25,0.3716,0.1755,0.422,0.2637,0.1389,-999.25,0.1548,0.0072,0.0216,0.0017,0.0022,
5711.0,0.087,-999.25,0.091,2.84,0.089,73.84,2.56,61.22,-999.25,0.3263,0.1644,0.3759,0.2309,0.1253,-999.25,0.1356,0.0072,0.0205,0.0017,0.002,
5711.5,0.081,-999.25,0.09,2.87,0.085,66.29,2.569,61.42,-999.25,0.2813,0.1463,0.3141,0.1889,0.1092,-999.25,0.1093,0.0079,0.0185,0.0019,0.0019,
5712.0,0.075,-999.25,0.092,2.93,0.084,58.38,2.58,61.87,-999.25,0.2588,0.1268,0.2741,0.1612,0.1028,-999.25,0.0808,0.0082,0.018,0.0022,0.0021,
5712.5,0.073,-999.25,0.101,3.02,0.088,45.56,2.584,63.19,-999.25,0.3324,0.1368,0.3265,0.1895,0.1283,-999.25,0.0669,0.009,0.0261,0.0035,0.0031,
5713.0,0.077,-999.25,0.115,3.06,0.098,34.02,2.575,65.08,-999.25,0.5657,0.1961,0.5224,0.3014,0.1991,-999.25,0.0806,0.0123,0.0517,0.0074,0.0053,
5713.5,0.085,-999.25,0.13,3.1,0.11,25.89,2.563,67.2,-999.25,0.8609,0.2475,0.81,0.4511,0.3021,-999.25,0.0889,0.0132,0.0873,0.0116,0.0084,
5714.0,0.09,-999.25,0.148,3.18,0.122,20.0,2.555,69.86,-999.25,1.3039,0.2806,1.1027,0.5757,0.4257,-999.25,0.0906,0.0129,0.1351,0.0181,0.0135,
5714.5,0.088,-999.25,0.174,3.38,0.138,13.44,2.558,73.91,-999.25,1.5753,0.2514,0.9737,0.4803,0.4773,-999.25,0.0558,0.0096,0.1139,0.0203,0.0194,
5715.0,0.081,-999.25,0.247,3.7,0.183,12.83,2.572,82.35,-999.25,2.7306,0.2229,0.9994,0.1878,0.2943,-999.25,0.0415,0.0106,0.0852,0.0073,0.011,
5715.5,0.069,-999.25,0.26,4.12,0.19,15.58,2.596,82.69,-999.25,5.2307,0.4366,0.7343,0.1014,0.1757,-999.25,0.0408,0.0101,0.0577,0.0034,0.0049,
5716.0,0.055,-999.25,0.227,4.49,0.165,29.73,2.622,73.56,-999.25,7.6366,0.5301,0.5328,0.0927,0.1476,-999.25,0.0597,0.0068,0.1812,0.0047,0.0044,
5716.5,0.044,-999.25,0.166,4.81,0.121,65.69,2.642,60.8,-999.25,1.1175,0.2579,0.3986,0.135,0.1399,-999.25,0.0227,0.0049,0.0736,0.0075,0.0058,
5717.0,0.04,-999.25,0.095,5.05,0.073,130.74,2.64,52.43,-999.25,0.0338,0.0435,0.0702,0.0445,0.0664,-999.25,0.0005,0.0008,0.0008,0.0006,0.0022,
5717.5,0.044,-999.25,0.064,5.1,0.055,144.73,2.629,50.8,-999.25,0.0066,0.0133,0.0187,0.0138,0.0248,-999.25,0.0001,0.0002,0.0001,0.0001,0.0006,
5718.0,0.056,-999.25,0.063,4.94,0.059,123.68,2.612,51.28,-999.25,0.0085,0.0155,0.0227,0.017,0.0258,-999.25,0.0001,0.0002,0.0001,0.0001,0.0006,
5718.5,0.064,-999.25,0.072,4.75,0.068,98.1,2.602,52.38,-999.25,0.0196,0.0258,0.0461,0.0339,0.0406,-999.25,0.0002,0.0003,0.0003,0.0001,0.0009,
5719.0,0.062,-999.25,0.077,4.74,0.07,86.8,2.602,52.72,-999.25,0.0283,0.0359,0.0623,0.0468,0.0506,-999.25,0.0003,0.0004,0.0005,0.0002,0.0011,
5719.5,0.059,-999.25,0.078,4.77,0.069,110.7,2.607,52.19,-999.25,0.0272,0.0338,0.0578,0.0428,0.0505,-999.25,0.0003,0.0005,0.0004,0.0002,0.0012,
5720.0,0.057,-999.25,0.072,4.71,0.065,161.7,2.612,51.58,-999.25,0.0226,0.0221,0.0365,0.0272,0.038,-999.25,0.0002,0.0003,0.0002,0.0001,0.0009,
5720.5,0.061,-999.25,0.067,4.51,0.064,205.48,2.609,51.75,-999.25,0.0283,0.0169,0.0283,0.0213,0.0308,-999.25,0.0001,0.0002,0.0001,0.0001,0.0007,
5721.0,0.075,-999.25,0.076,4.51,0.076,163.2,2.586,52.74,-999.25,0.0404,0.032,0.0648,0.0542,0.0544,-999.25,0.0003,0.0004,0.0003,0.0001,0.0011,
5721.5,0.108,-999.25,0.097,4.55,0.103,98.1,2.536,55.34,-999.25,0.1005,0.1907,0.3738,0.3922,0.2018,-999.25,0.0018,0.0012,0.0028,0.0002,0.0024,
5722.0,0.133,-999.25,0.121,4.38,0.127,56.29,2.483,59.11,-999.25,0.8746,2.1109,3.1279,3.6611,1.019,-999.25,0.0189,0.0091,0.0713,0.0043,0.0104,
5722.5,0.159,-999.25,0.15,4.2,0.154,29.73,2.432,64.51,-999.25,10.8802,24.3322,24.4665,23.8995,5.4994,-999.25,0.1727,0.0491,1.8088,0.1372,0.0944,
5723.0,0.175,-999.25,0.194,4.14,0.185,21.53,2.408,70.79,-999.25,137.2955,170.3718,94.5426,58.8057,14.5293,-999.25,1.0324,0.1511,21.0462,1.9471,0.6094,
5723.5,0.179,-999.25,0.212,4.23,0.196,18.92,2.404,73.45,-999.25,457.0109,433.6818,121.5238,60.5205,16.5314,-999.25,1.5008,0.2052,32.3959,3.0351,0.7884,
5724.0,0.179,-999.25,0.222,4.34,0.202,15.58,2.404,75.35,-999.25,1176.0126,868.7093,125.9783,54.1452,16.4696,-999.25,1.4973,0.2682,28.9336,3.16,0.8288,
5724.5,0.177,-999.25,0.23,4.41,0.205,14.61,2.405,76.58,-999.25,2242.0152,1365.3651,129.4255,49.3557,16.0152,-999.25,1.6477,0.3935,29.2998,3.2815,0.9035,
5725.0,0.175,-999.25,0.23,4.45,0.204,13.95,2.41,76.89,-999.25,2429.2938,1383.7114,108.9086,40.7069,13.8497,-999.25,1.391,0.3466,22.0438,2.4698,0.7108,
5725.5,0.171,-999.25,0.22,4.47,0.197,13.44,2.419,75.81,-999.25,1429.7134,903.7626,78.5731,32.5019,10.9113,-999.25,0.9246,0.2212,13.2239,1.5771,0.47,
5726.0,0.159,-999.25,0.212,4.39,0.188,13.07,2.435,74.87,-999.25,626.4719,351.3718,51.3526,21.656,7.3317,-999.25,0.6065,0.1797,7.7981,1.016,0.3351,
5726.5,0.146,-999.25,0.212,4.23,0.182,14.08,2.457,74.33,-999.25,189.949,64.1984,30.4848,11.5131,4.1678,-999.25,0.4459,0.1111,4.8348,0.5345,0.1826,
5727.0,0.125,-999.25,0.203,4.18,0.168,15.87,2.491,71.92,-999.25,49.3047,11.0969,13.1051,4.9334,1.88,-999.25,0.2556,0.0672,2.0863,0.2316,0.0838,
5727.5,0.099,-999.25,0.173,4.19,0.141,26.86,2.532,65.93,-999.25,9.1702,1.8208,5.2044,2.2359,0.7886,-999.25,0.1084,0.0343,0.7385,0.0866,0.0358,
5728.0,0.065,-999.25,0.133,4.25,0.104,45.14,2.592,59.95,-999.25,1.0225,0.2251,0.7139,0.3837,0.2236,-999.25,0.012,0.0064,0.0466,0.0111,0.0088,
5728.5,0.041,-999.25,0.101,4.33,0.077,71.89,2.647,56.42,-999.25,0.1459,0.0396,0.0951,0.0521,0.069,-999.25,0.0013,0.0007,0.0027,0.001,0.0025,
5729.0,0.014,-999.25,0.075,4.42,0.054,139.47,2.677,53.59,-999.25,0.0764,0.0258,0.0236,0.016,0.0317,-999.25,0.0004,0.0004,0.0006,0.0006,0.0008,
5729.5,0.012,-999.25,0.056,4.53,0.041,201.81,2.687,52.24,-999.25,0.0249,0.01,0.0084,0.0055,0.0145,-999.25,0.0001,0.0001,0.0001,0.0001,0.0004,
5730.0,0.015,-999.25,0.051,4.6,0.038,286.78,2.684,51.36,-999.25,0.018,0.007,0.006,0.0038,0.0114,-999.25,0.0,0.0001,0.0,0.0001,0.0003,
5730.5,0.018,-999.25,0.048,4.68,0.036,400.0,2.68,50.68,-999.25,0.0136,0.0052,0.0045,0.003,0.0098,-999.25,0.0,0.0,0.0,0.0,0.0003,
5731.0,0.022,-999.25,0.045,4.79,0.036,531.33,2.673,50.25,-999.25,0.0089,0.0039,0.0036,0.0026,0.0085,-999.25,0.0,0.0,0.0,0.0,0.0003,
5731.5,0.026,-999.25,0.044,4.83,0.036,605.47,2.665,50.15,-999.25,0.0075,0.0038,0.0033,0.0027,0.0082,-999.25,0.0,0.0,0.0,0.0,0.0002,
5732.0,0.028,-999.25,0.043,4.77,0.036,687.42,2.661,50.17,-999.25,0.009,0.004,0.0031,0.0027,0.0078,-999.25,0.0,0.0,0.0,0.0,0.0002,
5732.5,0.028,-999.25,0.042,4.6,0.036,784.88,2.66,50.29,-999.25,0.0154,0.005,0.0028,0.0027,0.0074,-999.25,0.0,0.0,0.0,0.0,0.0002,
5733.0,0.027,-999.25,0.042,4.49,0.035,589.67,2.662,50.81,-999.25,0.0201,0.0059,0.0036,0.0029,0.0074,-999.25,0.0,0.0001,0.0,0.0,0.0002,
5733.5,0.026,-999.25,0.041,4.47,0.034,522.18,2.664,51.24,-999.25,0.0204,0.006,0.0039,0.0029,0.0069,-999.25,0.0,0.0001,0.0,0.0,0.0002,
5734.0,0.021,-999.25,0.041,4.44,0.033,357.14,2.671,52.09,-999.25,0.021,0.0069,0.0049,0.0032,0.0069,-999.25,0.0,0.0001,0.0,0.0,0.0002,
5734.5,0.015,-999.25,0.041,4.43,0.031,300.0,2.682,52.62,-999.25,0.0205,0.0071,0.0049,0.0032,0.0068,-999.25,0.0001,0.0001,0.0001,0.0001,0.0002,
5735.0,0.01,-999.25,0.041,4.52,0.0,284.21,2.69,52.68,-999.25,0.0136,0.0094,0.0076,0.0051,0.0074,-999.25,0.0,0.0,0.0,0.0001,0.0002,
5735.5,0.01,-999.25,0.041,4.69,0.0,300.0,2.692,52.24,-999.25,0.0091,0.0066,0.007,0.0045,0.0074,-999.25,0.0,0.0,0.0,0.0001,0.0002,
5736.0,0.013,-999.25,0.041,4.83,0.03,318.88,2.686,51.79,-999.25,0.0073,0.0036,0.004,0.0026,0.0068,-999.25,0.0,0.0,0.0,0.0,0.0002,
5736.5,0.017,-999.25,0.041,4.66,0.031,324.49,2.68,52.09,-999.25,0.0115,0.0047,0.0045,0.0029,0.0068,-999.25,0.0,0.0,0.0,0.0,0.0002,
5737.0,0.02,-999.25,0.042,4.41,0.033,305.28,2.674,52.77,-999.25,0.0226,0.0074,0.0056,0.0036,0.0073,-999.25,0.0001,0.0001,0.0001,0.0001,0.0002,
5737.5,0.026,-999.25,0.042,4.17,0.035,235.22,2.665,53.89,-999.25,0.0299,0.0099,0.0074,0.0045,0.0073,-999.25,0.0001,0.0001,0.0001,0.0001,0.0002,
5738.0,0.03,-999.25,0.044,4.05,0.038,174.11,2.658,55.06,-999.25,0.0346,0.0125,0.0102,0.0062,0.0083,-999.25,0.0002,0.0002,0.0002,0.0001,0.0002,
5738.5,0.029,-999.25,0.046,4.08,0.039,124.83,2.661,55.82,-999.25,0.0305,0.0128,0.0114,0.0071,0.0091,-999.25,0.0003,0.0002,0.0003,0.0001,0.0003,
5739.0,0.023,-999.25,0.049,4.18,0.038,89.19,2.669,56.17,-999.25,0.0275,0.014,0.0119,0.0083,0.0107,-999.25,0.0003,0.0002,0.0004,0.0002,0.0003,
5739.5,0.021,-999.25,0.053,4.15,0.041,61.65,2.675,57.01,-999.25,0.0259,0.0152,0.0131,0.0098,0.0127,-999.25,0.0003,0.0002,0.0005,0.0002,0.0004,
5740.0,0.022,-999.25,0.065,3.95,0.048,43.9,2.67,59.57,-999.25,0.0515,0.0276,0.0251,0.0205,0.0214,-999.25,0.001,0.0005,0.0014,0.0007,0.0006,
5740.5,0.029,-999.25,0.083,3.74,0.062,30.81,2.661,62.93,-999.25,0.0931,0.0419,0.052,0.0417,0.0419,-999.25,0.0027,0.0011,0.0034,0.0016,0.0013,
5741.0,0.042,-999.25,0.109,3.5,0.083,22.74,2.645,66.39,-999.25,0.1468,0.0566,0.1029,0.0747,0.0832,-999.25,0.0068,0.0017,0.007,0.0025,0.0031,
5741.5,0.049,-999.25,0.133,3.36,0.1,19.43,2.625,68.74,-999.25,0.3271,0.1092,0.2053,0.1386,0.1487,-999.25,0.02,0.0044,0.0206,0.0068,0.0064,
5742.0,0.056,-999.25,0.136,3.28,0.104,18.72,2.613,68.87,-999.25,0.3778,0.1293,0.2608,0.1693,0.1747,-999.25,0.0275,0.0058,0.0264,0.008,0.0073,
5742.5,0.056,-999.25,0.132,3.21,0.101,19.41,2.612,68.08,-999.25,0.3459,0.1356,0.2605,0.1721,0.1696,-999.25,0.0327,0.0073,0.0259,0.0082,0.0069,
5743.0,0.056,-999.25,0.124,3.08,0.096,21.28,2.613,66.96,-999.25,0.2643,0.1305,0.2379,0.1584,0.1507,-999.25,0.0419,0.0097,0.0219,0.0068,0.0057,
