DEPT,DPHI_D,DTC_D,GR_NORM,NPHI_D,PEF_D,POR_D,RESD_D,RHOB_D,LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD1],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD2],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD3],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD4],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD5],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD6],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD1_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD2_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD3_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD4_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD5_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD6_2],K_SDR,K_SDR_PRE
3800.0,0.216,118.37,177.87,0.429,2.85,0.0,1.83,2.341,0.9214,2.9515,6.3093,7.8815,4.7039,17.9779,0.0392,0.0783,0.1267,0.0205,0.0921,0.2672,0.155192717,
3800.5,0.21,118.09,177.43,0.406,2.86,0.323,1.8,2.352,7.095,10.7136,15.5942,74.9774,19.4077,32.3272,1.2488,0.5336,1.1714,0.9929,2.1573,1.6032,0.152460351,2.207059621810913
3801.0,0.198,118.0,170.96,0.398,2.85,0.314,1.72,2.371,7.0428,9.3153,10.1252,53.8536,12.1937,18.9327,1.7555,0.818,1.6199,1.7223,3.4529,1.3739,0.308516288,1.610863447189331
3801.5,0.189,117.67,158.87,0.367,2.85,0.292,1.29,2.387,13.009,9.8815,8.69,23.6741,9.7714,13.1367,3.5173,3.4638,3.2853,5.9638,5.2417,0.6406,0.604758247,0.8439657092094421
3802.0,0.18,117.93,146.24,0.37,2.83,0.291,1.04,2.401,18.0946,12.8157,6.6096,11.9767,7.4857,8.5777,3.3443,5.9197,3.1945,13.6403,6.5628,0.6051,0.945655407,0.7612441182136536
3802.5,0.184,116.43,140.42,0.373,2.83,0.294,1.12,2.396,11.9916,9.0074,5.3902,11.0348,7.7531,10.0572,2.1579,2.9386,1.9315,5.7056,3.9361,0.6758,1.121117561,0.8599241375923157
3803.0,0.186,117.1,142.86,0.394,2.81,0.308,1.15,2.392,10.7501,10.9876,4.9442,11.3017,7.444,10.4073,1.8231,1.9543,1.2985,5.1278,3.8375,1.2952,1.017729352,1.2523064613342285
3803.5,0.189,118.34,144.17,0.371,2.79,0.295,1.11,2.387,16.4353,12.6107,7.6182,17.2841,9.8344,12.9427,3.4006,4.8774,3.1338,11.0161,6.1886,0.6844,1.19669701,0.9091747403144836
3804.0,0.191,119.01,147.79,0.374,2.78,0.297,1.06,2.384,20.3632,15.7946,8.5791,17.5277,10.5979,14.0837,4.0471,6.1549,3.5082,15.4544,7.1012,0.7389,1.430540655,0.9714346528053284
3804.5,0.197,119.5,145.27,0.373,2.79,0.298,1.01,2.374,27.2954,19.5905,11.8958,18.6062,13.1045,18.7194,5.166,8.3077,4.3195,19.1427,7.2245,0.7517,1.721224136,1.0694067478179932
3805.0,0.198,118.95,145.06,0.393,2.78,0.311,1.04,2.371,21.1712,19.5996,9.5046,15.499,12.7285,19.1835,3.2789,4.0594,2.1348,11.0897,4.9093,1.1937,1.706451292,1.5202118158340454
3805.5,0.2,120.9,136.83,0.374,2.76,0.3,1.09,2.368,29.3056,22.8132,15.6327,31.483,15.1109,22.0353,6.4194,9.7269,6.0861,24.5539,9.6508,0.7794,3.178875373,1.170560598373413
3806.0,0.201,123.9,133.1,0.384,2.73,0.307,1.02,2.366,52.5288,51.3287,25.7989,47.1796,16.3819,22.7311,11.5597,22.5974,11.9593,96.7886,19.4523,0.9404,4.531103935,1.405344009399414
3806.5,0.199,123.75,126.95,0.387,2.68,0.307,1.01,2.37,44.873,49.4617,19.0738,43.0343,15.0154,20.0169,8.9636,19.2362,9.3005,98.3511,19.9218,0.9805,3.436938121,1.3888944387435913
3807.0,0.194,119.74,128.21,0.421,2.63,0.0,1.03,2.379,1.7092,0.4452,1.8696,3.927,2.383,6.2517,0.1698,0.0508,0.035,0.2087,0.0768,0.246,1.046258558,
3807.5,0.172,115.19,128.54,0.384,2.59,0.297,1.11,2.415,5.1425,8.0611,1.9256,6.1157,4.6852,5.6065,0.7861,1.0921,0.5651,4.0213,3.1306,0.8472,0.15412541,0.8042776584625244
3808.0,0.148,118.16,116.68,0.289,2.57,0.229,1.51,2.457,2.7209,3.0892,4.2755,31.5588,5.9976,2.8196,0.5364,2.7212,0.9678,6.5341,4.5692,0.1235,0.020230875,0.10330751538276672
3808.5,0.129,-999.25,100.39,0.192,2.6,0.163,1.83,2.489,-999.25,-999.25,-999.25,-999.25,-999.25,1.9015,-999.25,-999.25,-999.25,-999.25,-999.25,0.0623,0.026512312,0.1139763742685318
3809.0,0.131,-999.25,99.18,0.176,2.62,0.155,1.52,2.486,-999.25,-999.25,-999.25,-999.25,-999.25,1.9425,-999.25,-999.25,-999.25,-999.25,-999.25,0.0537,0.077830299,0.08486510813236237
3809.5,0.151,113.18,127.27,0.221,2.57,0.189,1.23,2.452,0.9993,0.5063,1.6645,2.1636,1.7607,4.5531,0.2236,0.6132,0.1374,1.097,0.3207,0.1821,0.228888253,0.0743560940027237
3810.0,0.168,109.8,148.01,0.284,2.48,0.234,1.09,2.422,2.146,1.4704,1.8385,2.5575,3.512,7.6201,0.4673,0.6402,0.3477,0.9102,0.55,0.3379,0.573017139,0.14966271817684174
3810.5,0.185,108.67,158.54,0.315,2.39,0.259,1.05,2.393,2.7652,2.6078,2.2778,3.4643,7.8164,14.3564,0.4459,0.723,0.508,0.7717,0.7076,0.5554,1.008596845,0.3107330799102783
3811.0,0.196,112.06,154.71,0.334,2.36,0.274,0.98,2.375,5.0798,5.1607,2.972,5.8335,12.8102,22.0795,0.736,1.7322,0.7923,2.044,1.4342,0.6889,1.145776058,0.5294957756996155
3811.5,0.208,113.91,165.08,0.327,2.31,0.274,0.92,2.354,8.0185,7.2229,4.1589,8.4926,20.753,41.4476,1.4776,4.0299,1.321,3.9977,2.1874,1.0758,1.454238654,0.5944578647613525
3812.0,0.222,115.86,173.09,0.346,2.27,0.291,0.9,2.33,12.9389,14.018,6.0619,15.5968,42.8301,75.0968,1.8791,6.9391,1.7507,6.5088,2.7929,1.0892,1.972574826,1.0519906282424927
3812.5,0.236,116.25,176.6,0.362,2.23,0.306,0.89,2.306,15.1447,22.6804,8.3083,23.6912,89.1825,128.6277,1.265,7.7261,1.633,5.7587,2.0778,0.923,1.902236816,1.7024905681610107
3813.0,0.242,114.97,171.72,0.391,2.22,0.325,0.85,2.296,13.4156,28.776,8.2901,20.3006,128.2282,149.9926,0.3445,3.8095,0.6849,2.0958,0.6737,0.7496,0.924660636,2.73380184173584
3813.5,0.24,113.77,174.54,0.38,2.22,0.318,0.85,2.3,12.052,23.9812,7.7813,18.0874,120.1051,138.8912,0.3563,3.9096,0.848,2.043,0.7961,0.7659,0.622300804,2.304647922515869
3814.0,0.228,112.95,172.01,0.371,2.24,0.308,0.84,2.319,11.0641,17.4481,5.7836,11.4221,68.9302,87.9857,0.4407,3.4629,0.8916,2.1437,1.0144,0.8361,0.87264045,1.6917614936828613
3814.5,0.22,112.3,173.77,0.338,2.27,0.285,0.82,2.334,10.4693,10.8637,5.0862,8.1702,42.9531,69.8754,0.9197,4.3937,1.3478,2.9573,1.6701,1.2032,1.990341673,0.8942992687225342
3815.0,0.219,115.63,168.42,0.33,2.3,0.28,0.87,2.335,12.8758,11.2495,5.6166,11.6941,34.2224,70.0051,2.3271,7.98,1.9021,7.4141,3.0228,1.3717,3.988363023,0.7749044895172119
3815.5,0.23,115.78,173.91,0.353,2.34,0.298,0.79,2.317,20.8315,19.5486,7.1512,13.3136,64.2017,101.4797,1.7408,7.7923,1.565,7.6131,2.4007,1.0461,3.942703383,1.339136004447937
3816.0,0.238,116.97,176.65,0.384,2.36,0.32,0.74,2.302,33.7778,38.1718,9.1879,14.1688,98.5855,131.3709,1.0673,6.9169,0.8922,7.2719,1.3605,0.7679,3.217667801,2.3742740154266357
3816.5,0.24,118.28,176.03,0.377,2.36,0.316,0.7,2.299,52.1814,50.6306,11.2551,14.9215,102.4904,145.1932,2.0206,13.3201,1.3524,15.117,2.0436,0.7704,1.968590755,2.213982343673706
3817.0,0.234,117.68,177.24,0.366,2.36,0.307,0.8,2.311,28.556,27.4501,9.0049,18.1555,73.0821,112.665,2.2359,9.2194,1.6209,11.1297,2.6323,0.8734,0.939750428,1.7003880739212036
3817.5,0.227,115.03,179.77,0.339,2.39,0.288,0.93,2.322,11.7449,11.518,6.7025,17.9451,54.4987,96.2186,2.0782,4.9222,1.6816,5.0956,2.5796,1.3427,0.383617599,1.0263856649398804
3818.0,0.218,110.1,178.12,0.344,2.42,0.288,1.02,2.337,4.5661,6.03,4.0971,11.9625,43.8214,61.9165,0.4698,1.2281,0.7782,1.1841,1.1061,1.0372,0.162058557,0.9548642039299011
3818.5,0.204,103.88,170.66,0.321,2.41,0.269,1.25,2.36,1.4256,2.9244,3.0643,8.6465,26.1962,35.9553,0.1842,0.4419,0.6171,0.3728,0.6237,1.0565,0.094646265,0.5164629220962524
3819.0,0.188,98.23,156.17,0.315,2.39,0.26,1.83,2.389,0.6878,2.2512,2.9538,8.664,13.8788,16.3253,0.0956,0.2237,0.5259,0.1825,0.3261,0.6138,0.069731334,0.3368978202342987
3819.5,0.175,95.63,138.27,0.293,2.36,0.241,2.02,2.411,0.7158,2.097,3.4565,5.2587,7.5916,9.9331,0.1179,0.2021,0.5205,0.1344,0.2209,0.4351,0.054386321,0.17118968069553375
3820.0,0.168,95.0,127.84,0.279,2.36,0.23,2.17,2.422,0.7672,1.9466,3.4721,4.1089,5.3064,7.8616,0.1375,0.1786,0.4409,0.1141,0.1654,0.3522,0.037606524,0.13961757719516754
3820.5,0.165,94.46,122.36,0.276,2.35,0.228,2.17,2.427,0.7963,1.8797,3.546,3.5524,4.669,6.9821,0.1378,0.1671,0.4215,0.1024,0.1472,0.3131,0.030055789,0.1312945932149887
3821.0,0.163,92.74,121.46,0.269,2.37,0.223,2.33,2.431,0.8161,1.9592,3.735,3.582,4.581,6.5247,0.1347,0.1741,0.4364,0.1026,0.1434,0.2937,0.024418667,0.12200834602117538
3821.5,0.161,91.06,115.53,0.26,2.36,0.216,3.83,2.435,1.4311,3.3391,4.2447,7.5013,4.4858,6.1659,0.2662,0.3275,0.4807,0.2125,0.1409,0.2752,0.024255551,0.11037846654653549
3822.0,0.161,87.24,108.07,0.225,2.34,0.195,6.32,2.435,3.3523,6.8592,5.6849,11.5228,5.2873,7.1175,0.647,1.0216,0.6235,0.6541,0.1696,0.3059,0.027149503,0.08642121404409409
3822.5,0.161,85.77,103.62,0.206,2.34,0.185,4.81,2.434,2.4762,4.7607,5.8946,6.5708,5.3106,7.3551,0.4112,0.6782,0.6064,0.3456,0.1679,0.2832,0.024074777,0.07555282860994339
3823.0,0.163,86.86,100.33,0.196,2.34,0.18,3.49,2.431,1.5911,2.8474,4.9853,3.6102,4.5715,7.9308,0.2263,0.3173,0.4797,0.159,0.1419,0.2798,0.082201077,0.07050930708646774
3823.5,0.165,87.34,107.79,0.223,2.34,0.196,2.68,2.429,1.2391,2.9479,6.0559,4.1105,6.3263,8.4404,0.1715,0.2751,0.7086,0.1283,0.2046,0.3707,0.481185692,0.08761396259069443
3824.0,0.165,86.85,112.83,0.235,2.32,0.203,4.55,2.428,2.3424,6.2277,7.4176,10.9303,7.396,8.2566,0.4188,0.8747,0.9648,0.4503,0.2488,0.375,2.751326549,0.09888426959514618
3824.5,0.171,83.67,106.46,0.226,2.28,0.201,7.81,2.417,6.8467,17.9994,13.2148,33.2584,14.3972,11.3928,1.4096,4.2463,2.0441,2.7701,0.5551,0.536,10.35544644,0.09724186360836029
3825.0,0.182,81.49,81.99,0.201,2.24,0.192,8.3,2.399,17.4563,25.6633,20.1295,44.4529,25.9483,18.774,3.025,7.6045,2.9181,5.2523,1.0317,0.8468,20.97903606,0.34635600447654724
3825.5,0.197,79.42,61.54,0.187,2.18,0.192,6.57,2.373,38.6922,35.6318,36.906,64.562,55.1763,34.9746,5.3368,8.8975,4.7365,6.1053,2.5336,1.6684,20.5877785,3.7622227668762207
3826.0,0.209,78.93,50.23,0.178,2.13,0.194,7.38,2.353,74.7342,50.1461,53.4858,91.8087,80.3691,55.2944,12.1318,15.7685,6.2064,13.4389,4.3868,2.8888,20.29278268,10.070876121520996
3826.5,0.218,78.93,52.72,0.168,2.09,0.195,9.81,2.337,86.6151,55.2474,60.8885,104.7956,91.3245,73.3551,17.7078,30.0594,6.5605,36.0233,5.8243,3.8946,20.95897533,6.896529674530029
3827.0,0.223,80.15,51.19,0.171,2.07,0.199,11.33,2.329,101.7012,65.7232,70.1057,123.3765,104.2724,92.8582,25.2018,54.0318,9.8462,71.2673,8.2116,6.1084,21.15056384,9.26656723022461
3827.5,0.225,80.93,50.31,0.184,2.06,0.206,20.49,2.325,115.5311,85.783,87.7011,156.8723,134.456,114.0215,49.5303,146.2835,16.4989,281.8609,12.3863,10.2667,24.46260643,15.05146598815918
3828.0,0.224,79.34,44.75,0.184,2.02,0.205,15.82,2.327,153.8196,110.8099,127.2408,182.2746,146.829,109.7514,71.5928,138.8974,17.5185,160.2978,13.1039,9.6608,27.37069061,25.18218994140625
3828.5,0.225,78.17,42.89,0.185,2.0,0.206,14.47,2.325,185.5763,133.3353,164.5306,202.8356,164.9407,115.4308,94.7911,144.7482,17.5965,134.8152,15.1079,10.6021,27.65648024,31.83366584777832
3829.0,0.229,76.87,41.24,0.185,1.98,0.208,17.03,2.319,207.4425,147.8483,213.9318,209.738,192.9625,133.5433,152.4711,201.3602,16.6352,179.1675,19.1175,13.6476,25.46105507,39.129722595214844
3829.5,0.232,77.29,42.33,0.196,1.96,0.215,21.92,2.313,210.6684,175.0805,291.8131,232.1031,247.4447,167.0466,217.3194,376.3449,29.6743,325.3647,31.6726,21.8019,18.94590362,58.99047088623047
3830.0,0.233,78.52,41.6,0.201,1.93,0.218,17.47,2.312,265.9941,240.996,353.3436,299.6507,257.9537,175.351,224.4147,418.8417,47.3912,296.3558,35.5803,24.1464,12.46724855,79.88162231445312
3830.5,0.229,79.43,40.28,0.197,1.92,0.214,16.01,2.319,257.7423,225.1995,317.5736,265.5902,209.0055,146.3675,181.4799,353.4272,44.3349,230.9649,24.3409,17.445,9.191595957,68.62018585205078
3831.0,0.223,79.09,40.28,0.197,1.93,0.211,16.34,2.328,238.7498,202.8176,277.2061,240.9923,180.9547,116.9375,162.3699,286.467,34.7066,185.2443,17.9068,11.932,5.445726582,56.785743713378906
3831.5,0.216,78.94,44.09,0.168,1.97,0.193,13.94,2.341,130.3482,79.3847,117.1241,99.8876,82.7647,65.6201,48.9302,85.7827,9.4227,65.4822,4.8813,3.2052,2.840466514,18.675748825073242
3832.0,0.201,80.94,54.4,0.163,2.03,0.183,15.26,2.367,65.0647,40.5783,53.8097,49.5575,35.0547,33.1114,19.0034,47.3289,5.4597,35.401,1.4711,1.0246,1.367153855,4.507504463195801
3832.5,0.186,83.19,72.18,0.191,2.1,0.189,9.91,2.392,29.8032,34.2089,35.3437,40.9166,22.3031,21.5171,6.2683,17.3708,5.0819,7.8447,0.8548,0.907,0.649097779,1.4012728929519653
3833.0,0.179,84.96,85.35,0.235,2.15,0.209,7.7,2.404,16.067,30.176,27.9889,50.1975,20.3803,16.0991,3.1871,9.0588,5.3641,3.9975,0.8255,0.8408,0.572702066,0.359599232673645
3833.5,0.181,87.13,91.17,0.245,2.19,0.216,6.68,2.401,10.6182,22.5187,19.5572,47.3255,18.9722,16.9016,1.9125,5.1732,3.9701,2.6862,0.712,0.8925,0.452123694,0.1956365555524826
3834.0,0.176,86.62,92.57,0.245,2.24,0.213,5.24,2.41,6.5962,13.8213,14.6141,27.7831,15.0174,13.2662,1.1373,2.6154,2.6584,1.2488,0.5583,0.6684,0.238239519,0.15221470594406128
3834.5,0.152,87.13,96.63,0.231,2.36,0.196,5.26,2.45,2.8479,4.265,4.8531,6.5688,3.4999,4.703,0.472,0.5444,0.4633,0.2955,0.1122,0.1965,0.107511116,0.07880838960409164
3835.0,0.117,88.03,100.47,0.23,2.53,0.182,5.0,2.509,1.1284,0.9855,1.4281,1.2221,0.6308,1.1309,0.1452,0.0706,0.0593,0.0485,0.0202,0.044,0.106210111,0.054479096084833145
3835.5,0.093,86.75,100.61,0.214,2.65,0.165,5.44,2.55,0.8168,0.4657,0.7295,0.5171,0.2966,0.5188,0.0736,0.0268,0.0189,0.0209,0.0092,0.021,0.054273062,0.036840178072452545
3836.0,0.084,86.27,96.22,0.212,2.7,0.161,5.48,2.567,0.7505,0.3587,0.5827,0.3932,0.2403,0.3907,0.0575,0.0184,0.0129,0.0153,0.0074,0.0164,0.038820081,0.03161637857556343
3836.5,0.087,85.95,95.23,0.222,2.67,0.169,6.21,2.562,0.943,0.4561,0.6313,0.5157,0.2518,0.4085,0.088,0.0275,0.016,0.0215,0.008,0.0168,0.031224734,0.03580024838447571
3837.0,0.09,85.9,93.34,0.225,2.69,0.171,6.53,2.556,1.0096,0.5127,0.6171,0.6102,0.2706,0.4436,0.1048,0.0326,0.0174,0.0263,0.0087,0.0179,0.031758983,0.03648144379258156
3837.5,0.094,86.35,94.0,0.224,2.73,0.172,5.49,2.549,0.7882,0.4631,0.5719,0.5663,0.3028,0.5097,0.0773,0.0265,0.0176,0.0233,0.0097,0.0204,0.06596915,0.036176059395074844
3838.0,0.093,85.81,95.98,0.221,2.8,0.17,6.13,2.55,0.8108,0.4912,0.4759,0.6158,0.3003,0.5044,0.0801,0.0286,0.0156,0.0269,0.0097,0.0203,0.143481588,0.03330487385392189
3838.5,0.089,85.4,95.77,0.219,2.84,0.168,7.03,2.557,0.8816,0.5049,0.4064,0.6222,0.2711,0.4484,0.0865,0.0289,0.0129,0.0286,0.0087,0.0183,0.196970322,0.030697204172611237
3839.0,0.084,85.82,95.99,0.225,2.86,0.17,6.66,2.567,0.7686,0.4055,0.3651,0.5209,0.2325,0.3681,0.0711,0.0214,0.0105,0.0218,0.0074,0.0151,0.209270316,0.030286449939012527
3839.5,0.083,85.23,97.31,0.23,2.89,0.173,6.18,2.568,0.6558,0.3595,0.3351,0.458,0.2218,0.3479,0.0594,0.0196,0.0103,0.0198,0.0073,0.0141,0.163648151,0.03067084215581417
3840.0,0.087,84.91,95.56,0.218,2.9,0.166,5.79,2.561,0.6254,0.3778,0.3488,0.4583,0.2601,0.4253,0.0531,0.0201,0.0115,0.0202,0.0084,0.0176,0.099832364,0.02825186960399151
3840.5,0.094,84.44,98.52,0.208,2.9,0.161,5.4,2.549,0.5724,0.412,0.3801,0.4827,0.3167,0.5408,0.0468,0.022,0.0136,0.0219,0.0102,0.022,0.066365984,0.027882559224963188
3841.0,0.095,83.67,97.75,0.229,2.9,0.176,6.17,2.548,0.7327,0.5107,0.3788,0.66,0.3257,0.5053,0.0721,0.0336,0.0162,0.0338,0.0115,0.02,0.039729003,0.03306429088115692
3841.5,0.078,83.57,104.44,0.235,3.01,0.175,5.13,2.576,0.3824,0.2399,0.2409,0.2899,0.1897,0.2945,0.0293,0.0138,0.0084,0.0137,0.0066,0.0118,0.033725488,0.02859519049525261
3842.0,0.062,83.24,99.94,0.244,3.22,0.178,3.66,2.604,0.1825,0.1059,0.1403,0.1071,0.1194,0.1798,0.0109,0.0057,0.0046,0.0054,0.004,0.0069,0.03862794,0.0227346308529377
3842.5,0.054,82.61,99.94,0.221,3.38,0.161,3.44,2.618,0.1499,0.0986,0.1325,0.0975,0.1282,0.1707,0.0062,0.0038,0.0038,0.0041,0.0038,0.0074,0.037285229,0.016567572951316833
3843.0,0.077,87.93,96.75,0.228,3.3,0.17,3.0,2.579,0.2578,0.1569,0.1907,0.1946,0.2121,0.2938,0.0132,0.0074,0.0083,0.0077,0.0064,0.012,0.096951145,0.02062922529876232
3843.5,0.102,95.99,102.9,0.258,3.09,0.196,3.78,2.536,0.7174,0.4031,0.3252,1.0459,0.4267,0.537,0.0646,0.0233,0.0264,0.0251,0.0195,0.0206,0.198546922,0.03768289089202881
3844.0,0.119,102.86,106.3,0.318,2.95,0.24,2.83,2.506,0.7389,0.5922,0.4573,2.8407,0.7536,0.7007,0.1391,0.0514,0.0781,0.0702,0.1112,0.043,0.415240864,0.08246210217475891
3844.5,0.124,110.39,108.29,0.358,2.93,0.268,1.67,2.498,1.4643,2.1328,0.8673,4.3205,1.4624,0.7038,0.314,0.3491,0.2895,0.8455,1.455,0.1423,0.804747262,0.21227525174617767
3845.0,0.123,107.25,107.08,0.356,2.93,0.266,1.48,2.5,1.0653,1.2853,0.5451,1.3573,0.9319,0.6756,0.1934,0.1958,0.1369,0.355,0.4722,0.1285,1.171215417,0.19908012449741364
3845.5,0.126,102.15,101.27,0.322,2.9,0.245,1.93,2.494,0.6623,0.496,0.4464,1.2101,0.7958,0.9038,0.1215,0.0614,0.0739,0.0759,0.0978,0.0578,1.112749246,0.10708250105381012
3846.0,0.13,98.0,89.81,0.282,2.83,0.219,2.7,2.488,0.8285,0.4909,0.5169,1.5652,0.8503,1.3483,0.1246,0.0375,0.0536,0.0469,0.0451,0.0566,1.551851661,0.06310658901929855
3846.5,0.139,94.31,77.41,0.267,2.74,0.213,2.99,2.473,1.3211,0.6726,0.6968,1.8656,1.2294,2.1768,0.181,0.0446,0.0609,0.0543,0.0452,0.0899,2.176623993,0.09336112439632416
3847.0,0.15,91.06,66.0,0.231,2.65,0.195,4.22,2.453,3.6222,1.6753,1.1785,3.6395,2.2003,4.3675,0.3465,0.1109,0.0931,0.1329,0.0685,0.1809,3.140783443,0.4003865718841553
3847.5,0.168,87.37,61.57,0.212,2.57,0.191,3.28,2.423,4.504,2.3993,2.4492,5.34,6.6486,9.848,0.3577,0.1946,0.2314,0.2046,0.2151,0.4193,4.6590327,0.9961493611335754
3848.0,0.178,95.47,60.26,0.198,2.59,0.188,3.67,2.406,5.5173,2.0597,1.3506,3.8438,3.7249,15.5067,0.365,0.1851,0.1212,0.2426,0.1418,0.6459,5.408019338,1.1205662488937378
3848.5,0.174,106.11,76.06,0.271,2.72,0.228,2.77,2.412,5.1126,1.7501,1.3991,11.0324,3.8979,10.8385,0.5656,0.1967,0.2982,0.2344,0.3053,0.5031,4.164510886,0.18974243104457855
3849.0,0.157,110.03,91.83,0.336,2.92,0.263,1.82,2.441,4.1185,1.7281,1.579,8.2684,2.8801,3.3256,0.7692,0.4241,0.5997,0.4827,0.8314,0.2074,2.483712779,0.2842298746109009
3849.5,0.132,113.95,107.52,0.379,3.1,0.284,1.25,2.484,5.9093,7.1129,2.1206,4.6337,2.0842,0.935,1.1405,2.3636,1.1393,5.268,5.194,0.4624,1.077808167,0.3928145468235016
3850.0,0.114,109.78,109.67,0.356,3.22,0.264,1.27,2.516,2.9965,2.7752,1.1477,1.9347,1.3481,0.4797,0.3873,1.2255,0.4857,1.4798,1.4036,0.1008,0.308950236,0.1680091917514801
3850.5,0.099,103.93,114.17,0.345,3.35,0.254,1.55,2.541,1.0556,0.7978,0.4843,0.5817,0.5309,0.2974,0.1128,0.2688,0.1166,0.1579,0.1841,0.0456,0.190056171,0.09878885000944138
3851.0,0.066,101.42,112.96,0.326,3.62,0.235,1.75,2.596,0.8956,0.7266,0.5119,0.476,0.531,0.1237,0.0548,0.2599,0.0623,0.1123,0.1172,0.0103,0.185577756,0.03375477343797684
3851.5,0.025,103.95,109.94,0.334,4.06,0.237,1.99,2.668,2.6287,5.1796,2.4978,2.908,3.5706,0.0543,0.0868,1.2427,0.0437,1.0908,2.0095,0.0064,0.269840215,0.021552463993430138
3852.0,-0.01,105.2,106.53,0.338,4.31,0.0,2.21,2.728,8.9081,9.476,0.519,2.3899,4.2286,0.0588,0.5261,6.2342,0.6794,8.3932,0.3071,0.0416,0.468695065,
3852.5,0.024,105.24,102.12,0.332,4.15,0.235,2.03,2.67,4.4527,8.753,5.5404,6.2956,6.541,0.0536,0.1491,2.2548,0.0644,2.1294,4.4984,0.0057,0.611458732,0.012793999165296555
3853.0,0.065,105.2,106.07,0.302,3.67,0.219,1.82,2.599,2.1995,1.6514,1.5822,3.0741,2.1372,0.1331,0.1151,0.9875,0.2499,0.4882,0.5587,0.0062,0.413717135,0.02649509161710739
3853.5,0.102,106.25,106.18,0.296,3.28,0.221,1.86,2.536,1.5931,0.8656,0.9794,2.8132,1.3281,0.4209,0.1574,0.4167,0.2943,0.2664,0.2966,0.0189,0.291293159,0.04367617517709732
3854.0,0.104,106.68,113.45,0.309,3.15,0.231,1.88,2.532,1.1832,0.8829,0.7906,3.0102,1.2854,0.4219,0.1484,0.2916,0.2208,0.2938,0.3756,0.023,0.198621775,0.05549437925219536
3854.5,0.108,105.4,112.68,0.335,3.13,0.249,1.86,2.524,0.9417,0.7869,0.5293,1.6391,0.8058,0.4298,0.1412,0.1797,0.1395,0.1853,0.2701,0.0423,0.123230272,0.0952329933643341
3855.0,0.11,105.91,112.68,0.359,3.12,0.266,1.93,2.522,0.8376,0.9298,0.4311,1.5039,0.6419,0.4138,0.1602,0.1492,0.1145,0.1835,0.3422,0.1097,0.105206619,0.16757714748382568
3855.5,0.105,106.56,112.57,0.358,3.07,0.264,1.75,2.531,0.8319,1.2146,0.4547,1.408,0.716,0.3475,0.141,0.1713,0.1073,0.2895,0.4769,0.0945,0.151554746,0.14487449824810028
3856.0,0.107,107.69,109.61,0.363,3.09,0.267,1.63,2.527,1.065,1.5809,0.5288,1.5997,0.8284,0.3707,0.187,0.2579,0.146,0.456,0.7243,0.1232,0.28574514,0.16706199944019318
3856.5,0.109,108.13,107.3,0.355,3.11,0.263,1.62,2.524,1.2957,1.5678,0.6444,2.0501,1.0033,0.4067,0.2216,0.3437,0.2033,0.5324,0.8006,0.088,0.417398464,0.1493305116891861
3857.0,0.112,108.13,106.86,0.38,3.16,0.28,1.75,2.518,1.1965,1.6687,0.5201,1.6249,0.6893,0.4384,0.2821,0.2648,0.1607,0.3854,0.787,0.3781,0.359519371,0.27313074469566345
3857.5,0.109,108.15,109.61,0.371,3.21,0.274,1.56,2.523,1.5325,1.8559,0.6377,1.4342,0.7926,0.3994,0.2744,0.4373,0.2105,0.5339,0.8427,0.2083,0.201784325,0.21623578667640686
3858.0,0.111,108.61,112.63,0.388,3.29,0.285,1.38,2.521,1.9458,2.793,0.6876,0.8644,0.6477,0.413,0.3372,0.6226,0.2074,0.7056,0.9964,0.6836,0.45047228,0.31649452447891235
3858.5,0.111,109.13,109.89,0.378,3.26,0.279,1.46,2.52,2.0971,2.6456,0.8132,1.4441,0.8482,0.4219,0.3747,0.687,0.2797,0.8242,1.2216,0.3357,0.805749358,0.2614155113697052
3859.0,0.121,111.4,108.79,0.38,3.14,0.282,1.36,2.503,3.0078,4.1334,1.1082,2.4631,1.275,0.6063,0.5805,1.0251,0.4715,1.9319,2.4996,0.4492,1.177292827,0.323146790266037
3859.5,0.13,112.86,107.08,0.367,3.03,0.275,1.33,2.488,3.7603,4.3808,1.5055,4.7185,2.0213,0.8646,0.7,1.3906,0.7827,3.1169,3.448,0.2341,1.277352154,0.28878605365753174
