DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RESSHAL_N,RHOB_N,SP_N,K_SDR_N_PRE,K_GD_N_PRE
1699.5,8.89,0.319,116.97,106.78,0.343,-999.25,0.331,2.97,0.922,-999.25,102.5,,
1700,9.7,0.308,110.84,114.27,0.323,-999.25,0.316,2.94,0.9,-999.25,102.5,,
1700.5,10.11,0.308,106.54,107.09,0.309,-999.25,0.309,2.85,0.932,-999.25,102.5,,
1701,8.44,0.326,105.89,91.21,0.298,-999.25,0.312,3.28,0.956,-999.25,102.5,,
1701.5,8.48,0.348,103.2,96.51,0.324,-999.25,0.336,2.72,0.886,-999.25,102.03,,
1702,9.51,0.364,105.85,105.89,0.361,-999.25,0.363,2.45,0.827,-999.25,102.15,,
1702.5,10.01,0.376,116.42,98.02,0.389,-999.25,0.383,2.51,0.805,-999.25,101.99,,
1703,10.83,0.387,116.93,105.14,0.42,-999.25,0.404,2.61,0.79,-999.25,102.42,,
1703.5,10.37,0.394,118.8,97.26,0.377,-999.25,0.386,3,0.784,-999.25,101.87,,
1704,11.19,0.38,117.35,99.15,0.349,-999.25,0.365,3.06,0.779,-999.25,102.06,,
1704.5,11.41,0.348,116.26,97.39,0.375,-999.25,0.362,3.16,0.783,-999.25,102.15,,
1705,10.52,0.308,117.87,100.29,0.332,-999.25,0.32,4.48,0.822,-999.25,101.95,,
1705.5,10.58,0.286,117.48,105.96,0.284,-999.25,0.285,3.61,0.787,-999.25,102.15,,
1706,11.22,0.302,118.3,105.83,0.372,-999.25,0.339,3.09,0.773,-999.25,102.23,,
1706.5,10.77,0.334,119.17,97.26,0.371,-999.25,0.353,2.8,0.769,-999.25,102.39,,
1707,10.9,0.354,117.91,107.4,0.359,-999.25,0.357,2.37,0.749,-999.25,102.38,,
1707.5,11.74,0.372,117.59,106.33,0.387,-999.25,0.38,2.63,0.777,-999.25,102.5,,
1708,10.56,0.369,118.41,96.44,0.373,-999.25,0.371,2.9,0.806,-999.25,102.43,,
1708.5,10.35,0.384,118.21,90.46,0.317,-999.25,0.352,2.9,0.794,-999.25,102.38,,
1709,9.33,0.411,118.13,93.48,0.365,-999.25,0.389,2.83,0.787,-999.25,102.5,,
1709.5,9.89,0.458,118.05,107.34,0.342,-999.25,0.404,2.7,0.782,-999.25,102.5,,
1710,9.92,0.516,116.57,97.64,0.39,-999.25,0.457,2.82,0.77,-999.25,102.5,,
1710.5,10.41,0.55,116.8,103.25,0.418,-999.25,0.488,3.07,0.773,-999.25,102.77,,
1711,10.8,0.518,114.28,91.59,0.447,-999.25,0.484,3.46,0.813,-999.25,102.81,,
1711.5,10.89,0.403,109.29,91.59,0.374,-999.25,0.389,5.82,0.931,-999.25,102.97,,
1712,8.26,0.314,109.42,92.54,0.277,-999.25,0.296,10.68,0.967,-999.25,102.93,,
1712.5,9.65,0.336,110.03,88.95,0.305,-999.25,0.321,5.32,0.82,-999.25,102.73,,
1713,10.59,0.397,115.36,99.97,0.417,-999.25,0.407,3.22,0.736,-999.25,102.68,,
1713.5,11.98,0.416,119.74,102.93,0.39,-999.25,0.403,3.24,0.782,-999.25,103.09,,
1714,12.46,0.423,118.49,96.76,0.351,-999.25,0.389,3.95,0.838,-999.25,103.12,,
1714.5,12.04,0.418,121.54,103.69,0.345,-999.25,0.383,3.48,0.868,-999.25,103.12,,
1715,10.93,0.383,121.43,111.19,0.354,-999.25,0.369,3.47,0.923,-999.25,103.2,,
1715.5,11.04,0.306,118.8,115.78,0.323,-999.25,0.315,2.83,0.98,-999.25,103.59,,
1716,8.69,0.249,118.34,101.61,0.318,-999.25,0.286,2.94,1.014,-999.25,103.46,,
1716.5,8.31,0.232,115.76,106.02,0.283,-999.25,0.259,2.91,1.04,-999.25,103.12,,
1717,8.44,0.237,113.82,105.33,0.318,-999.25,0.28,2.66,1.005,-999.25,103.12,,
1717.5,8.25,0.239,113.79,120.26,0.317,-999.25,0.281,2.43,0.995,-999.25,103.16,,
1718,8.27,0.234,112.8,124.1,0.31,-999.25,0.275,2.14,0.972,-999.25,103.53,,
1718.5,8.39,0.23,111.99,100.6,0.295,-999.25,0.265,2.5,0.973,-999.25,103.75,,
1719,8.58,0.225,112.27,102.68,0.318,-999.25,0.275,2.47,0.972,-999.25,103.75,,
1719.5,8.41,0.24,113.5,112,0.318,-999.25,0.282,2.53,0.937,-999.25,103.57,,
1720,8.62,0.254,115.6,110.55,0.309,-999.25,0.283,2.33,0.907,-999.25,103.59,,
1720.5,8.74,0.28,118.02,97.64,0.328,-999.25,0.305,2.59,0.888,-999.25,103.75,,
1721,8.77,0.306,119.98,101.04,0.429,-999.25,0.373,2.52,0.837,-999.25,103.75,,
1721.5,9.13,0.323,119.49,101.29,0.401,-999.25,0.364,2.11,0.789,-999.25,103.75,,
1722,9.71,0.333,119.46,100.66,0.393,-999.25,0.364,2.34,0.813,-999.25,103.6,,
1722.5,8.44,0.327,120.33,92.22,0.375,-999.25,0.352,2.73,0.84,-999.25,103.59,,
1723,8.81,0.316,119.07,101.04,0.414,-999.25,0.368,2.47,0.787,-999.25,103.75,,
1723.5,9.14,0.299,120.59,101.55,0.403,-999.25,0.355,2.34,0.785,-999.25,103.6,,
1724,8.87,0.3,121.24,93.1,0.398,-999.25,0.352,2.35,0.787,-999.25,103.75,,
1724.5,8.9,0.33,120.02,99.47,0.382,-999.25,0.357,2.36,0.786,-999.25,103.59,,
1725,8.71,0.347,120.19,100.29,0.402,-999.25,0.376,2.29,0.771,-999.25,103.16,,
1725.5,8.68,0.342,119.88,97.07,0.406,-999.25,0.375,2.16,0.758,-999.25,103.52,,
1726,9.08,0.304,119.68,104.51,0.386,-999.25,0.347,2.22,0.752,-999.25,103.44,,
1726.5,9.4,0.281,119.55,92.66,0.35,-999.25,0.317,2.3,0.752,-999.25,103.71,,
1727,9.71,0.271,120.08,99.53,0.345,-999.25,0.31,2.4,0.745,-999.25,103.59,,
1727.5,9.88,0.281,120.78,101.17,0.376,-999.25,0.332,2.44,0.733,-999.25,103.42,,
1728,10.01,0.297,120.51,100.29,0.354,-999.25,0.327,2.48,0.728,-999.25,103.52,,
1728.5,9.44,0.303,119.91,98.02,0.373,-999.25,0.34,2.36,0.715,-999.25,103.75,,
1729,9.96,0.321,120.32,93.1,0.359,-999.25,0.341,2.19,0.706,-999.25,103.75,,
1729.5,9.87,0.338,122.57,106.46,0.434,-999.25,0.389,2.16,0.695,-999.25,103.97,,
1730,9.92,0.353,122.05,107.28,0.347,-999.25,0.35,2,0.668,-999.25,103.87,,
1730.5,10.29,0.343,125.53,112.7,0.356,-999.25,0.35,1.86,0.658,-999.25,103.95,,
1731,10.39,0.349,127.18,94.3,0.389,-999.25,0.37,1.96,0.667,-999.25,104.26,,
1731.5,10.21,0.347,126.62,108.6,0.422,-999.25,0.386,2,0.684,-999.25,104.12,,
1732,10.19,0.344,126.54,118.68,0.416,-999.25,0.382,2.22,0.734,-999.25,103.87,,
1732.5,8.73,0.32,122.84,108.35,0.412,-999.25,0.369,2.27,0.76,-999.25,103.75,,
1733,8.83,0.311,120,94.8,0.369,-999.25,0.341,2.16,0.736,-999.25,103.75,,
1733.5,9.67,0.331,119.82,93.99,0.421,-999.25,0.379,2.02,0.706,-999.25,103.75,,
1734,10.3,0.37,119.03,92.92,0.451,-999.25,0.412,2.16,0.737,-999.25,103.75,,
1734.5,10.08,0.392,119.88,93.48,0.462,-999.25,0.428,2.24,0.763,-999.25,103.75,,
1735,10.02,0.392,119.08,93.61,0.354,-999.25,0.373,2.24,0.773,-999.25,103.68,,
1735.5,9.29,0.37,120.14,89.89,0.365,-999.25,0.368,2.15,0.785,-999.25,103.75,,
1736,9.1,0.339,115.67,96.88,0.385,-999.25,0.363,2.37,0.778,-999.25,103.71,,
1736.5,9.17,0.306,116.12,89.77,0.356,-999.25,0.332,2.84,0.822,-999.25,103.56,,
1737,8.36,0.312,115.72,84.79,0.381,-999.25,0.348,2.4,0.787,-999.25,103.57,,
1737.5,9.67,0.345,116.64,107.97,0.365,-999.25,0.355,2.02,0.725,-999.25,103.2,,
1738,9.98,0.358,120.11,99.15,0.398,-999.25,0.379,1.89,0.709,-999.25,103.12,,
1738.5,10.88,0.342,119.27,95.56,0.359,-999.25,0.351,2.2,0.741,-999.25,103.12,,
1739,9.9,0.327,121.09,93.86,0.355,-999.25,0.341,2.31,0.746,-999.25,103.16,,
1739.5,10.36,0.335,119.83,89.58,0.336,-999.25,0.336,2.35,0.717,-999.25,103.12,,
1740,10.21,0.341,120.26,99.03,0.35,-999.25,0.346,2.54,0.714,-999.25,103.12,,
1740.5,10.45,0.333,119.71,94.62,0.362,-999.25,0.348,2.91,0.724,-999.25,103.12,,
1741,10.66,0.311,118.93,97.96,0.343,-999.25,0.327,2.86,0.709,-999.25,103.12,,
1741.5,10.74,0.291,118.84,91.53,0.364,-999.25,0.33,2.75,0.699,-999.25,103.16,,
1742,10.78,0.295,119.97,103.88,0.392,-999.25,0.347,2.44,0.689,-999.25,103.52,,
1742.5,10.54,0.305,119.72,91.59,0.38,-999.25,0.345,2.33,0.677,-999.25,103.53,,
1743,10.61,0.317,120.16,85.8,0.366,-999.25,0.342,2.06,0.663,-999.25,103.63,,
1743.5,11.42,0.333,124.54,91.34,0.395,-999.25,0.365,2.17,0.648,-999.25,103.27,,
1744,11.71,0.358,125.28,91.97,0.371,-999.25,0.365,2.32,0.648,-999.25,103.75,,
1744.5,11.33,0.388,124.28,86.68,0.378,-999.25,0.383,2.14,0.642,-999.25,103.75,,
1745,10.94,0.412,123.57,95.31,0.424,-999.25,0.418,2.34,0.682,-999.25,103.6,,
1745.5,10.66,0.421,120.62,85.92,0.35,-999.25,0.387,2.81,0.712,-999.25,103.12,,
1746,11.38,0.417,118.64,89.32,0.342,-999.25,0.381,3.02,0.709,-999.25,102.93,,
1746.5,11.23,0.402,119,95.69,0.359,-999.25,0.381,3.51,0.721,-999.25,102.68,,
1747,10.4,0.392,119.39,99.28,0.356,-999.25,0.374,2.58,0.711,-999.25,102.85,,
1747.5,11.68,0.365,119.05,89.89,0.349,-999.25,0.357,2.23,0.68,-999.25,102.5,,
1748,12.76,0.326,119.14,86.3,0.363,-999.25,0.345,2.83,0.71,-999.25,102.5,,
1748.5,12.31,0.3,118.81,82.65,0.303,-999.25,0.302,3.56,0.749,-999.25,102.46,,
1749,10.48,0.304,117.45,104.13,0.331,-999.25,0.318,3.01,0.752,-999.25,102.13,,
1749.5,10.82,0.307,118.1,107.59,0.363,-999.25,0.336,2.96,0.757,-999.25,102.19,,
1750,11.14,0.317,118.76,87.06,0.348,-999.25,0.333,3.11,0.758,-999.25,102.54,,
1750.5,11.31,0.316,119.04,95.06,0.327,-999.25,0.322,2.91,0.756,-999.25,102.5,,
1751,10.84,0.315,120.23,88.88,0.367,-999.25,0.342,2.81,0.76,-999.25,102.5,,
1751.5,11.39,0.307,119.37,85.48,0.366,-999.25,0.338,2.59,0.754,-999.25,102.35,,
1752,12.14,0.305,118.84,93.23,0.375,-999.25,0.342,2.87,0.806,-999.25,102.5,,
1752.5,11.42,0.312,118.87,83.28,0.343,-999.25,0.328,2.76,0.854,-999.25,102.5,,
1753,11.35,0.302,118.84,93.29,0.354,-999.25,0.329,2.88,0.886,-999.25,102.5,,
1753.5,10.38,0.295,119.28,95.31,0.386,-999.25,0.344,2.83,0.893,-999.25,102.5,,
1754,10.66,0.253,117.49,98.65,0.345,-999.25,0.303,2.97,0.93,-999.25,102.17,,
1754.5,9.42,0.222,113.48,94.99,0.328,-999.25,0.28,3.03,1.033,-999.25,101.87,,
1755,8.25,0.188,111.05,84.6,0.259,-999.25,0.226,3.26,1.108,-999.25,101.87,,
1755.5,8.33,0.209,110.17,82.08,0.286,-999.25,0.25,2.62,1.064,-999.25,101.87,,
1756,8.61,0.231,109.88,107.15,0.32,-999.25,0.279,2.43,1.019,-999.25,101.87,,
1756.5,8.25,0.255,114.95,91.59,0.327,-999.25,0.293,2.64,1.041,-999.25,101.87,,
1757,8.23,0.254,114.7,93.55,0.315,-999.25,0.286,2.61,1.058,-999.25,101.84,,
1757.5,8.22,0.257,114.49,97.89,0.32,-999.25,0.29,2.56,1.043,-999.25,101.87,,
1758,8.25,0.258,114.37,103.44,0.335,-999.25,0.299,2.54,1.041,-999.25,101.95,,
1758.5,8.44,0.267,115.12,94.99,0.323,-999.25,0.296,2.55,1.033,-999.25,102.1,,
1759,8.48,0.3,115.57,89.51,0.349,-999.25,0.325,2.64,1.024,-999.25,102.5,,
1759.5,8.78,0.318,115.89,101.04,0.35,-999.25,0.334,2.7,1.017,-999.25,102.46,,
1760,8.89,0.323,116.71,103.75,0.341,-999.25,0.332,2.71,1.021,-999.25,102.65,,
1760.5,8.15,0.314,116.74,100.29,0.369,-999.25,0.343,2.72,1.004,-999.25,102.5,,
1761,8.21,0.322,116.2,91.65,0.342,-999.25,0.332,2.8,0.977,-999.25,102.5,,
1761.5,9,0.345,115.66,104.82,0.356,-999.25,0.351,2.87,0.964,-999.25,102.5,,
1762,9.23,0.35,115.74,86.05,0.339,-999.25,0.345,2.84,0.958,-999.25,102.54,,
1762.5,9.59,0.349,116.25,85.1,0.332,-999.25,0.341,2.89,0.955,-999.25,102.58,,
1763,9.7,0.335,116.03,86.74,0.34,-999.25,0.338,2.81,0.942,-999.25,102.57,,
1763.5,10.33,0.336,116.27,86.11,0.341,-999.25,0.339,2.89,0.942,-999.25,102.66,,
1764,10.47,0.341,116.46,85.92,0.394,-999.25,0.368,2.9,0.963,-999.25,102.73,,
1764.5,9.66,0.347,115.97,98.96,0.41,-999.25,0.38,3.16,0.992,-999.25,102.72,,
1765,9.76,0.332,116.02,98.46,0.345,-999.25,0.339,2.84,0.993,-999.25,102.93,,
1765.5,9.35,0.302,115.55,92.6,0.34,-999.25,0.322,2.87,1.005,-999.25,103.05,,
1766,9.26,0.276,114.56,92.16,0.329,-999.25,0.304,2.79,1.015,-999.25,102.93,,
1766.5,9.66,0.286,113.81,89.89,0.29,-999.25,0.288,2.79,1.046,-999.25,103.12,,
1767,9.42,0.309,113.7,90.08,0.3,-999.25,0.305,2.77,1.053,-999.25,103.12,,
1767.5,9.27,0.302,112.02,105.01,0.35,-999.25,0.327,2.76,1.019,-999.25,103.12,,
1768,9.78,0.266,107.63,83.53,0.284,-999.25,0.275,2.9,1.067,-999.25,103.16,,
1768.5,8.11,0.242,106.53,80.38,0.312,-999.25,0.279,3.36,1.1,-999.25,103.12,,
1769,8.64,0.256,104.99,90.77,0.3,-999.25,0.279,2.95,1.046,-999.25,103.12,,
1769.5,9.01,0.271,104.67,94.24,0.333,-999.25,0.304,3.2,0.999,-999.25,102.94,,
1770,9.81,0.269,110.79,94.05,0.339,-999.25,0.306,3.91,0.999,-999.25,103.09,,
1770.5,8.77,0.272,113.5,85.35,0.368,-999.25,0.324,3.22,0.954,-999.25,102.77,,
1771,8.37,0.281,114.47,83.84,0.351,-999.25,0.318,2.85,0.906,-999.25,102.94,,
1771.5,8.53,0.325,117.11,99.66,0.351,-999.25,0.338,2.62,0.875,-999.25,103.12,,
1772,8.6,0.376,125.82,97.51,0.395,-999.25,0.386,2.35,0.791,-999.25,103.12,,
1772.5,8.83,0.404,128.17,106.52,0.5,-999.25,0.455,1.86,0.712,-999.25,103.12,,
1773,9.24,0.371,126.98,94.11,0.412,-999.25,0.392,1.97,0.758,-999.25,103.12,,
1773.5,9.7,0.304,126.08,89.07,0.35,-999.25,0.328,2.98,0.913,-999.25,102.72,,
1774,8.76,0.264,118.35,98.9,0.344,-999.25,0.307,3.89,1.034,-999.25,102.5,,
1774.5,8.22,0.257,113.64,90.84,0.328,-999.25,0.295,3.04,0.988,-999.25,102.5,,
1775,8.18,0.264,114.4,101.48,0.327,-999.25,0.297,2.8,0.979,-999.25,102.46,,
1775.5,8.26,0.265,115.04,91.91,0.299,-999.25,0.283,2.63,0.986,-999.25,102.11,,
1776,8.35,0.261,116.07,87.06,0.313,-999.25,0.288,2.4,0.997,-999.25,102.5,,
1776.5,8.31,0.26,115.88,95.81,0.358,-999.25,0.313,2.36,0.998,-999.25,102.46,,
1777,8.35,0.259,115.83,104.88,0.377,-999.25,0.323,2.35,1.004,-999.25,102.19,,
1777.5,8.21,0.262,116.14,96.69,0.317,-999.25,0.291,2.36,1.009,-999.25,101.95,,
1778,8.22,0.261,115.25,95.81,0.329,-999.25,0.297,2.46,1.012,-999.25,101.87,,
1778.5,8.38,0.261,115.93,113.39,0.339,-999.25,0.303,2.49,1.013,-999.25,101.87,,
1779,8.42,0.265,116.01,96.63,0.377,-999.25,0.326,2.55,1.014,-999.25,101.87,,
1779.5,8.34,0.267,115.69,84.98,0.363,-999.25,0.319,2.64,1.007,-999.25,101.87,,
1780,8.91,0.264,115.55,106.27,0.35,-999.25,0.31,2.63,1.009,-999.25,102.07,,
1780.5,8.63,0.258,115.7,98.15,0.314,-999.25,0.287,2.66,1.006,-999.25,101.91,,
1781,8.71,0.257,115.86,89.32,0.342,-999.25,0.303,2.67,1,-999.25,102.19,,
1781.5,8.86,0.259,116.04,107.97,0.354,-999.25,0.31,2.66,0.997,-999.25,102.23,,
1782,9.49,0.258,116.38,110.87,0.329,-999.25,0.296,2.65,1,-999.25,102.35,,
1782.5,9.08,0.253,115.99,104.88,0.334,-999.25,0.296,2.66,1.015,-999.25,102.46,,
1783,8.88,0.248,115.6,91.4,0.339,-999.25,0.297,2.72,1.028,-999.25,102.27,,
1783.5,8.62,0.249,116.64,102.62,0.333,-999.25,0.294,2.73,1.02,-999.25,102.21,,
1784,8.94,0.258,116.79,91.72,0.333,-999.25,0.298,2.61,1.017,-999.25,102.27,,
1784.5,8.62,0.264,115.49,96.76,0.4,-999.25,0.339,2.52,1.003,-999.25,102.13,,
1785,8.36,0.267,114.86,106.84,0.353,-999.25,0.313,2.57,1.032,-999.25,102.07,,
1785.5,8.56,0.266,114.24,105.58,0.317,-999.25,0.293,2.63,1.05,-999.25,102.28,,
1786,8.42,0.273,113.82,89.83,0.364,-999.25,0.322,2.6,1.059,-999.25,102.11,,
1786.5,8.77,0.294,115.76,93.73,0.388,-999.25,0.344,2.58,1.054,-999.25,102.13,,
1787,8.41,0.312,117.17,99.97,0.391,-999.25,0.354,2.46,1.027,-999.25,102.5,,
1787.5,9.06,0.305,116.18,106.27,0.382,-999.25,0.346,2.31,0.998,-999.25,102.32,,
1788,8.9,0.284,115.48,101.42,0.378,-999.25,0.334,2.52,1.059,-999.25,102.23,,
1788.5,8.36,0.264,114.79,108.29,0.37,-999.25,0.321,2.63,1.093,-999.25,101.87,,
1789,8.26,0.256,110.02,94.17,0.346,-999.25,0.304,2.71,1.097,-999.25,101.84,,
1789.5,8.54,0.251,106.44,92.47,0.308,-999.25,0.281,3.21,1.152,-999.25,101.87,,
1790,8.04,0.242,104.37,84.41,0.337,-999.25,0.293,3.71,1.223,-999.25,101.76,,
1790.5,8.13,0.259,104.03,78.36,0.378,-999.25,0.324,3.04,1.157,-999.25,101.54,,
1791,8.22,0.271,104.88,93.92,0.391,-999.25,0.336,2.68,1.095,-999.25,101.25,,
1791.5,8.6,0.285,113.7,102.36,0.359,-999.25,0.324,2.77,1.103,-999.25,101.25,,
1792,8.52,0.278,113.43,101.42,0.334,-999.25,0.307,2.93,1.108,-999.25,100.92,,
1792.5,8.3,0.264,112.57,97.83,0.359,-999.25,0.315,2.9,1.107,-999.25,100.85,,
1793,8.65,0.259,112.99,90.58,0.337,-999.25,0.301,2.94,1.119,-999.25,100.63,,
1793.5,8.18,0.262,113.06,93.23,0.345,-999.25,0.306,2.91,1.09,-999.25,100.63,,
1794,7.99,0.27,113.88,109.36,0.303,-999.25,0.287,2.61,1.05,-999.25,100.63,,
1794.5,7.99,0.267,113.44,104.63,0.348,-999.25,0.31,2.8,1.073,-999.25,100.7,,
1795,7.98,0.26,113.13,96.63,0.35,-999.25,0.308,2.95,1.135,-999.25,100.96,,
1795.5,8.09,0.255,111.23,95.88,0.324,-999.25,0.292,3.11,1.211,-999.25,101.25,,
1796,8.09,0.247,110.02,99.47,0.332,-999.25,0.293,3.24,1.157,-999.25,101.25,,
1796.5,8.52,0.235,110,98.77,0.294,-999.25,0.266,3.08,1.155,-999.25,101.09,,
1797,8.13,0.225,107.96,92.79,0.308,-999.25,0.27,2.85,1.168,-999.25,101.21,,
1797.5,8.13,0.217,109,99.47,0.304,-999.25,0.264,3.03,1.162,-999.25,101.25,,
1798,8.11,0.226,109.63,94.99,0.311,-999.25,0.272,2.82,1.124,-999.25,101.18,,
1798.5,8.11,0.241,112.13,97.7,0.351,-999.25,0.301,2.65,1.084,-999.25,101.14,,
1799,8.12,0.258,113.96,103.25,0.36,-999.25,0.313,2.6,1.076,-999.25,100.85,,
1799.5,8.09,0.263,113.82,118.3,0.342,-999.25,0.305,2.6,1.062,-999.25,101.25,,
1800,8.07,0.26,113.52,94.43,0.354,-999.25,0.311,2.53,1.036,-999.25,101.43,,
1800.5,8.15,0.248,111.13,91.97,0.328,-999.25,0.291,2.66,1.018,-999.25,101.4,,
1801,8.13,0.233,105.87,110.49,0.321,-999.25,0.28,2.57,1.007,-999.25,101.54,,
1801.5,8.05,0.234,106.58,92.03,0.264,-999.25,0.249,2.87,1.025,-999.25,101.84,,
1802,8.02,0.255,108.21,87.81,0.273,-999.25,0.264,2.9,0.983,-999.25,101.87,,
1802.5,8.61,0.289,109.64,91.02,0.359,-999.25,0.326,2.67,0.901,-999.25,102.08,,
1803,9.25,0.32,114.47,105.64,0.365,-999.25,0.343,2.76,0.892,-999.25,101.87,,
1803.5,10.05,0.349,115.3,95.12,0.346,-999.25,0.348,2.87,0.906,-999.25,101.87,,
1804,10.3,0.365,114.39,93.48,0.337,-999.25,0.351,2.92,0.897,-999.25,101.87,,
1804.5,11,0.352,114.35,100.35,0.371,-999.25,0.362,3.11,0.89,-999.25,101.87,,
1805,10.6,0.358,114.45,91.78,0.312,-999.25,0.336,2.83,0.881,-999.25,101.95,,
1805.5,11.76,0.364,115.07,101.36,0.318,-999.25,0.342,3.23,0.901,-999.25,101.87,,
1806,11.29,0.365,115.17,95.75,0.355,-999.25,0.36,3.88,0.924,-999.25,102.02,,
1806.5,9.47,0.339,116.85,90.58,0.331,-999.25,0.335,3.51,0.959,-999.25,101.87,,
1807,8.69,0.313,117.57,96.63,0.386,-999.25,0.351,2.9,0.944,-999.25,101.84,,
1807.5,8.75,0.305,116.82,92.66,0.412,-999.25,0.362,2.67,0.93,-999.25,101.91,,
1808,8.59,0.291,117.75,94.62,0.339,-999.25,0.316,2.61,0.947,-999.25,101.73,,
1808.5,8.57,0.276,116.75,98.46,0.387,-999.25,0.336,2.63,0.934,-999.25,101.84,,
1809,8.55,0.267,116.44,100.22,0.381,-999.25,0.329,2.65,0.931,-999.25,101.62,,
1809.5,8.5,0.26,116.24,94.24,0.361,-999.25,0.315,2.65,0.93,-999.25,101.87,,
1810,8.5,0.258,115.37,94.93,0.339,-999.25,0.301,2.72,0.932,-999.25,102.11,,
1810.5,8.42,0.26,114.74,100.22,0.337,-999.25,0.301,3.4,0.953,-999.25,102.1,,
1811,8.47,0.272,114.99,99.78,0.344,-999.25,0.31,2.78,0.921,-999.25,102.06,,
1811.5,8.48,0.281,112.97,99.47,0.344,-999.25,0.314,2.51,0.915,-999.25,101.87,,
1812,9.06,0.295,115.49,101.04,0.36,-999.25,0.329,2.37,0.888,-999.25,102.06,,
1812.5,9.01,0.302,117.81,94.8,0.404,-999.25,0.357,2.63,0.864,-999.25,102.35,,
1813,8.58,0.306,119.22,99.78,0.408,-999.25,0.361,2.85,0.863,-999.25,102.5,,
1813.5,9.05,0.298,120.9,100.66,0.369,-999.25,0.335,2.58,0.888,-999.25,102.19,,
1814,9.17,0.283,119.57,95.88,0.313,-999.25,0.298,2.81,0.941,-999.25,101.87,,
1814.5,9.49,0.257,115.71,96.19,0.35,-999.25,0.307,3.48,1.018,-999.25,101.91,,
1815,8.65,0.236,114.29,92.72,0.329,-999.25,0.286,3.68,1.047,-999.25,102.17,,
1815.5,8.98,0.223,112.25,106.15,0.314,-999.25,0.272,3.7,1.067,-999.25,102.24,,
1816,8.76,0.225,112.22,94.43,0.301,-999.25,0.266,3.5,1.09,-999.25,101.87,,
1816.5,8.73,0.224,109.18,109.17,0.334,-999.25,0.284,2.94,1.07,-999.25,101.29,,
1817,8.77,0.224,112.32,89.7,0.348,-999.25,0.293,2.73,1.039,-999.25,101.25,,
1817.5,8.73,0.225,113.95,90.27,0.325,-999.25,0.28,2.54,1.066,-999.25,100.96,,
1818,8.61,0.235,114.14,107.09,0.293,-999.25,0.266,2.57,1.083,-999.25,100.85,,
1818.5,8.61,0.247,113.17,105.58,0.32,-999.25,0.286,2.67,1.073,-999.25,100.66,,
1819,8.58,0.254,113.37,113.52,0.327,-999.25,0.293,2.71,1.07,-999.25,100.63,,
1819.5,8.55,0.258,113.31,104.44,0.338,-999.25,0.301,2.79,1.067,-999.25,100.63,,
1820,8.56,0.259,113.01,106.02,0.326,-999.25,0.294,2.82,1.075,-999.25,100.63,,
1820.5,8.52,0.261,113.07,112.76,0.312,-999.25,0.288,2.79,1.084,-999.25,100.92,,
1821,8.52,0.261,115.5,99.09,0.328,-999.25,0.296,2.75,1.072,-999.25,101.1,,
1821.5,8.53,0.26,115.4,101.42,0.36,-999.25,0.314,2.6,1.048,-999.25,100.63,,
1822,8.72,0.257,115.08,96.63,0.355,-999.25,0.31,2.66,1.05,-999.25,100.66,,
1822.5,8.55,0.251,115.01,101.86,0.337,-999.25,0.297,2.72,1.075,-999.25,100.66,,
1823,8.57,0.247,113,101.42,0.357,-999.25,0.307,2.79,1.085,-999.25,101.07,,
1823.5,8.57,0.244,113.14,94.99,0.356,-999.25,0.305,2.83,1.087,-999.25,101.1,,
1824,8.63,0.248,113.78,105.96,0.34,-999.25,0.298,2.86,1.09,-999.25,101.21,,
1824.5,8.79,0.253,113.63,108.1,0.353,-999.25,0.307,2.88,1.076,-999.25,100.81,,
1825,8.7,0.258,113.94,98.14,0.349,-999.25,0.307,2.88,1.067,-999.25,100.66,,
1825.5,8.62,0.256,113.75,99.97,0.328,-999.25,0.294,2.83,1.058,-999.25,100.77,,
1826,8.46,0.258,113.4,95.75,0.322,-999.25,0.292,2.77,1.055,-999.25,100.81,,
1826.5,8.42,0.258,113.68,97.64,0.328,-999.25,0.295,2.8,1.048,-999.25,101.09,,
1827,8.51,0.257,113.63,102.36,0.344,-999.25,0.304,2.87,1.038,-999.25,101.07,,
1827.5,8.9,0.252,114.01,90.46,0.343,-999.25,0.301,2.85,1.03,-999.25,100.74,,
1828,8.93,0.248,114.17,100.41,0.317,-999.25,0.285,2.71,1.021,-999.25,101.1,,
1828.5,9.07,0.249,114.97,98.77,0.346,-999.25,0.301,2.67,1.01,-999.25,101.25,,
1829,9.46,0.252,115.29,110.37,0.336,-999.25,0.297,2.81,1.011,-999.25,101.25,,
1829.5,9.99,0.259,114.68,100.98,0.299,-999.25,0.28,2.75,1.025,-999.25,101.21,,
1830,9.06,0.261,114.26,94.87,0.305,-999.25,0.284,2.82,1.042,-999.25,100.98,,
1830.5,8.58,0.261,113.23,103.69,0.334,-999.25,0.3,2.77,1.037,-999.25,101.21,,
1831,8.75,0.254,113.05,111,0.308,-999.25,0.282,2.8,1.03,-999.25,101.25,,
1831.5,8.72,0.249,112.77,96.38,0.305,-999.25,0.278,2.7,1.015,-999.25,101.25,,
1832,8.71,0.24,112.79,99.78,0.318,-999.25,0.282,2.68,1.009,-999.25,101.51,,
1832.5,8.66,0.23,111.09,105.58,0.353,-999.25,0.298,2.79,1.009,-999.25,101.4,,
