0.0001,1085.576058
0.006073451,976.7011194
0.012053692,878.760469
0.022346749,760.2646514
0.034378248,655.158733
0.049882193,557.9630175
0.066288648,488.3612346
0.087043428,424.0767404
0.109545527,369.6840243
0.13119394,327.352251
0.152864546,295.5893319
0.17802979,268.9850236
0.201456593,245.7423432
0.224892272,226.2702205
0.249208269,209.9727412
0.279615471,193.3085851
0.301330463,181.5106526
0.329999223,167.7655917
0.349980211,158.768439
0.375180964,149.0683899
0.397776274,141.0667464
0.415147379,134.0311919
0.5,105.071245
0.6,77.26720762
0.7,53.75922895
0.8,33.39569158
0.9,15.43377864
1,-0.6337
