DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N
4795.5,9.07,107.824,92.691,0.79,81.25,0.269,2.443,4.29,0.156,0.346,95.09,200.67,0.21,2.831,9.115,1.223774306,42.92446301,16.98241378
4796,8.91,109.687,93.374,0.82,81.367,0.273,2.436,4.47,0.16,0.351,93.08,194.42,0.178,2.83,9.206,0.919515976,14.6182803,5.247781528
4796.5,8.88,112.987,97.037,0.86,81.406,0.267,2.481,4.37,0.134,0.353,91.57,189.83,0.134,2.83,9.271,0.615257646,2.280950483,0.579281687
4797,8.97,119.624,104.246,0.9,81.68,0.231,2.5,4.11,0.123,0.303,90.69,185.66,0.1,2.823,9.142,0.310999317,0.314559705,0.024912915
4797.5,8.89,124.141,109.172,0.95,81.875,0.21,2.517,3.91,0.113,0.275,93.36,187.53,0.099,2.813,8.763,0.006740987,0.330964084,0.04109776
4798,8.89,130.674,119.008,0.86,81.875,0.228,2.495,3.85,0.126,0.297,92.4,192.46,0.095,2.808,8.501,0.007352383,0.283223648,0.046402536
4798.5,8.9,140.05,126.778,0.79,81.875,0.253,2.488,3.89,0.13,0.333,91.06,194.15,0.099,2.803,8.561,0.007963779,0.285198348,0.024153701
4799,8.9,140.972,124.948,0.78,82.344,0.263,2.483,3.88,0.132,0.347,90.84,192.96,0.098,2.798,9.077,0.008575176,0.24547269,0.005729119
4799.5,8.87,135.959,122.778,0.77,82.461,0.246,2.494,3.82,0.126,0.324,90.32,193.73,0.095,2.798,9.561,0.009186572,0.223028325,0.001828164
4800,8.9,128.274,116.273,0.77,82.5,0.239,2.489,3.69,0.129,0.312,92.56,193.15,0.103,2.803,9.659,0.009797968,0.378813617,0.006693953
4800.5,8.9,125.711,116.215,0.77,82.578,0.238,2.485,3.55,0.132,0.309,93.65,194.57,0.12,2.811,9.365,0.01044816,0.933452533,0.043736293
4801,8.91,125.063,115.181,0.76,82.383,0.235,2.47,3.48,0.14,0.301,93.49,198.98,0.127,2.807,9.195,0.011098352,1.309711401,0.085928406
4801.5,8.92,122.473,114.105,0.73,82.5,0.236,2.467,3.48,0.142,0.301,94.54,200.42,0.127,2.809,9.161,0.011748544,1.367718614,0.108687784
4802,8.9,123.516,113.302,0.72,82.573,0.238,2.459,3.53,0.147,0.303,95.27,202.26,0.122,2.807,9.25,0.012398736,1.028062148,0.06111574
4802.5,8.9,120.89,109.758,0.71,82.852,0.253,2.454,3.51,0.15,0.326,95.11,203.94,0.117,2.816,8.915,0.013048928,0.738686884,0.068457975
4803,8.87,125.14,113.65,0.7,83.125,0.256,2.45,3.49,0.152,0.329,95.56,207.16,0.142,2.817,8.649,0.013284859,2.445073134,0.627677265
4803.5,8.87,123.779,110.018,0.69,83.281,0.276,2.437,3.53,0.16,0.356,96.02,217.91,0.158,2.822,8.424,0.013520789,5.514380945,1.798749816
4804,8.9,127.421,114.285,0.7,83.125,0.279,2.437,3.69,0.16,0.361,95.54,219.33,0.161,2.823,8.682,0.01375672,7.347183529,2.687388618
4804.5,8.87,123.722,113.523,0.69,82.852,0.28,2.443,3.84,0.156,0.364,93.59,217.21,0.15,2.827,8.652,0.01399265,5.523805165,1.86703843
4805,8.86,125.702,115.494,0.69,82.813,0.265,2.47,3.85,0.14,0.348,92.48,205.48,0.127,2.816,8.593,0.014228581,2.137111196,0.58775705
4805.5,8.85,125.942,114.764,0.69,82.93,0.248,2.488,3.69,0.13,0.326,92.18,196.59,0.113,2.793,8.205,0.137688254,1.210188881,0.355216848
4806,8.85,123.354,109.113,0.71,82.852,0.223,2.488,3.43,0.13,0.287,89.98,191.05,0.122,2.756,7.964,0.261147926,2.505438326,0.880245352
4806.5,8.86,118.682,106.419,0.62,83.125,0.202,2.474,3.18,0.138,0.249,91.19,190.04,0.14,2.732,7.657,0.384607599,6.844349663,2.811484335
4807,8.87,113.427,101.6,0.54,83.125,0.207,2.434,3.01,0.161,0.245,94.02,196.22,0.158,2.718,7.404,0.508067272,16.46138199,7.45481188
4807.5,8.82,111.031,100.821,0.48,83.125,0.224,2.385,2.92,0.19,0.252,96.53,203.07,0.171,2.726,7.386,0.631526945,28.71400461,13.32819922
4808,8.81,111.649,101.182,0.45,83.125,0.243,2.344,2.9,0.214,0.27,96.5,206.79,0.174,2.735,7.421,0.506563866,30.19146852,13.35428451
4808.5,8.81,110.283,100.206,0.45,83.125,0.244,2.334,2.92,0.22,0.265,90.1,201.61,0.17,2.751,7.459,0.381600787,23.19902798,9.421799655
4809,8.81,109.475,99.438,0.46,83.125,0.239,2.37,2.99,0.199,0.273,92.56,194.44,0.158,2.774,7.546,0.256637709,12.85385149,4.892492692
4809.5,8.83,107.365,97.148,0.52,83.125,0.225,2.42,3.16,0.17,0.269,93.44,199.84,0.138,2.808,7.986,0.13167463,4.337210043,1.67325057
4810,8.81,107.338,97.501,0.62,83.281,0.252,2.479,3.41,0.135,0.329,86.1,200.75,0.105,2.845,8.907,0.006711551,0.736408852,0.324351609
4810.5,8.79,106.509,94.313,0.69,83.438,0.222,2.557,3.67,0.089,0.3,78.59,179.71,0.08,2.869,9.635,0.007950518,0.152159906,0.045826435
4811,8.8,91.72,79.612,0.85,83.75,0.174,2.64,3.82,0.041,0.243,79.85,182.33,0.072,2.872,9.888,0.009189484,0.084924905,0.012203602
4811.5,8.87,72.597,61.862,1.27,83.867,0.119,2.708,3.83,0.001,0.168,90.59,189.74,0.079,2.86,9.55,0.010428451,0.138998021,0.01208434
4812,8.85,57.959,48.639,1.65,83.867,0.154,2.695,3.74,0.009,0.218,99.83,197.61,0.095,2.842,9.039,0.011667417,0.346215509,0.020593682
4812.5,8.83,60.301,50.769,1.7,84.219,0.203,2.637,3.56,0.042,0.284,101.31,204.65,0.106,2.832,8.502,0.012906384,0.621806063,0.029814026
4813,8.85,68.059,56.984,1.8,84.453,0.222,2.577,3.36,0.078,0.305,99.61,204.07,0.101,2.829,8.321,0.012206815,0.476174913,0.018162007
4813.5,8.82,70.588,60.804,1.82,84.766,0.217,2.555,3.17,0.091,0.292,98.11,199.35,0.098,2.826,8.122,0.011507246,0.407981119,0.031185109
4814,8.85,69.469,59.763,1.73,85.039,0.21,2.551,3.05,0.093,0.282,98.56,195.72,0.095,2.819,7.969,0.010807677,0.352235204,0.044957066
4814.5,8.85,69.21,59.842,1.58,85.43,0.204,2.548,3.01,0.095,0.273,92.88,183.52,0.093,2.808,7.753,0.010108108,0.312376829,0.042159262
4815,8.84,70.611,61.452,1.6,85.664,0.194,2.535,3.06,0.102,0.254,92.43,171.39,0.097,2.801,7.918,0.009408539,0.348089344,0.022683029
4815.5,8.84,73.028,63.373,1.89,85.625,0.193,2.525,3.18,0.108,0.25,86.87,161.85,0.089,2.803,8.772,0.007527954,0.214182511,0.007874848
4816,8.83,67.896,59.615,1.84,86.211,0.155,2.556,3.38,0.09,0.199,72.56,140.65,0.07,2.831,10.314,0.005647368,0.06617489,0.003741361
4816.5,8.79,52.418,47.431,2.28,86.875,0.081,2.649,3.74,0.036,0.109,62.67,121.93,0.045,2.875,12.212,0.003766782,0.010420912,0.001528817
4817,8.83,30.135,28.541,3.97,86.875,0,2.798,4.27,-0.051,0.015,52,104.7,0.024,2.923,13.672,0.001886197,0.00078728,0.00070053
4817.5,8.82,14.502,13.943,6.54,86.912,0,2.905,4.85,-0.114,-0.003,50.12,93.69,0.014,2.937,13.937,5.61E-06,0.000130129,0.00053873
4818,8.83,7.359,6.936,10.73,87.422,0,2.947,5.26,-0.139,-0.006,50.06,96,0.01,2.941,14.04,4.49E-06,6.74E-05,0.001172756
4818.5,8.84,6.772,6.282,27.85,87.188,0,2.941,5.42,-0.135,-0.006,50.05,92.04,0.009,2.935,14.029,3.37E-06,3.83E-05,0.000176911
4819,8.83,6.192,5.035,37.45,87.383,0,2.94,5.46,-0.134,-0.005,49.99,92.75,0.01,2.938,14.623,2.25E-06,6.05E-05,4.49E-05
4819.5,8.83,6.702,5.503,58.99,87.383,0,2.946,5.45,-0.138,-0.005,50.08,95.05,0.01,2.942,14.778,1.13E-06,5.71E-05,2.46E-05
4820,8.83,7.039,5.251,103.91,87.461,0,2.961,5.37,-0.147,-0.005,50.05,92.94,0.001,2.946,14.696,1.51E-08,1.41E-11,0
4820.5,8.83,8.493,5.72,900.95,87.5,0,2.967,5.3,-0.15,-0.006,50.11,93.22,0.009,2.949,14.318,6.28E-06,3.16E-05,0.000603697
4821,8.81,9.484,6.33,1327.12,87.625,0,2.975,5.18,-0.155,-0.006,50.13,93.77,0.01,2.948,14.005,1.25E-05,0.000124568,0.002134622
4821.5,8.82,9.745,6.266,568.55,87.734,0,2.973,5.13,-0.154,-0.006,50.05,93.09,0.01,2.943,13.812,1.88E-05,0.000141057,0.00065226
4822,8.82,8.972,5.694,1580.43,88.346,0,2.978,5.08,-0.157,-0.006,49.86,93.16,0.011,2.937,13.868,2.51E-05,0.000135323,0.000299927
4822.5,8.83,8.947,4.536,1629.56,88.477,0,2.975,5.15,-0.155,-0.006,49.84,93.72,0.013,2.937,13.826,3.13E-05,0.000223829,0.000190889
4823,8.83,8.168,4.157,1298.26,88.672,0,2.974,5.21,-0.154,-0.007,50.04,93.34,0.016,2.942,13.817,4.98E-05,0.000308859,0.000123488
4823.5,8.83,7.591,4.301,1542.32,89.258,0,2.98,5.23,-0.158,-0.007,50.14,92.98,0.02,2.942,13.862,6.83E-05,0.000462466,0.000143235
4824,8.83,7.301,3.641,1801.03,89.805,0,2.977,5.28,-0.156,-0.007,50,92.89,0.024,2.942,14.192,8.68E-05,0.000962661,0.000269539
4824.5,8.83,7.742,3.132,1950,90.5,0,2.975,5.3,-0.155,-0.007,50.07,92.32,0.028,2.941,14.435,0.000105235,0.001572409,0.000555079
4825,8.83,8.242,2.946,1889.7,91.25,0,2.971,5.32,-0.153,-0.007,49.82,91.74,0.028,2.942,14.274,0.000123714,0.001674904,0.001372616
4825.5,8.84,7.753,2.68,1471.21,91.25,0,2.971,5.32,-0.153,-0.007,49.81,91.24,0.023,2.935,13.793,0.000106039,0.000674532,0.000844165
4826,8.84,7.56,3.236,1222.81,91.602,0,2.968,5.33,-0.151,-0.007,49.88,91.3,0.024,2.937,13.669,8.84E-05,0.000730704,0.00070053
4826.5,8.83,7.769,3.465,1189.92,92.227,0,2.968,5.38,-0.151,-0.007,49.81,91.45,0.027,2.932,13.973,7.07E-05,0.00099328,0.000703484
4827,8.84,8.249,3.998,878.09,92.773,0,2.979,5.37,-0.158,-0.007,49.94,91.59,0.03,2.936,14.332,5.30E-05,0.001247877,0.001260179
4827.5,8.84,8.606,4.315,642.97,93.047,0,2.983,5.36,-0.159,-0.007,49.79,90.57,0.022,2.932,14.452,3.53E-05,0.000303192,0.000283804
4828,8.83,8.33,4.6,545.49,93.75,0,2.983,5.37,-0.16,-0.007,49.35,89.35,0.012,2.938,14.509,3.15E-05,9.30E-05,0.000104711
4828.5,8.82,8.374,4.546,795.65,94.375,0,2.98,5.42,-0.158,-0.007,48.97,88.63,0.011,2.936,14.451,2.77E-05,0.000100995,0.000160474
4829,8.83,7.719,4.233,627.49,94.688,0,2.98,5.5,-0.158,-0.007,49.63,95.35,0.013,2.946,14.406,2.39E-05,0.000288256,0.000120776
4829.5,8.83,6.893,4.593,413.35,95.078,0,2.983,5.45,-0.16,-0.006,50.53,96.86,0.015,2.944,13.826,2.01E-05,0.000566203,0.000161607
4830,8.83,6.063,4.198,205.04,95.82,0,2.99,5.25,-0.164,-0.004,51.72,99.61,0.013,2.926,12.838,1.62E-05,0.000147211,0.000190889
4830.5,8.82,8.485,6.228,70.99,96.445,0,2.972,4.87,-0.153,-0.001,53.95,102.36,0.031,2.877,11.33,0.017464542,0.005656808,0.005293974
4831,8.81,22.852,17.489,48.91,96.484,0,2.912,4.39,-0.118,0.007,59.5,105.11,0.059,2.82,9.555,0.034912851,0.106993813,0.09089418
4831.5,8.81,45.887,35.012,24.82,96.523,0,2.798,3.82,-0.052,0.04,64.91,110.38,0.091,2.774,8.222,0.052361159,0.961165179,0.513352152
4832,8.78,65.548,51.831,16.85,96.992,0.069,2.667,3.3,0.025,0.094,69.53,117.88,0.117,2.745,7.426,0.069809467,3.943799979,1.379503532
4832.5,8.78,76.538,59.694,14.83,96.914,0.114,2.553,2.92,0.092,0.133,71.6,121.52,0.13,2.726,7.179,0.087257775,7.141269432,2.299087846
4833,8.76,79.341,61.967,12.72,96.719,0.142,2.482,2.74,0.133,0.151,73.8,126.7,0.135,2.714,7.017,0.572010472,12.20292444,4.555848066
4833.5,8.76,82.546,63.82,10.59,96.667,0.157,2.449,2.64,0.153,0.161,74.33,128.44,0.141,2.709,6.828,1.056763169,19.0923109,8.043231381
4834,8.76,78.433,60.91,9.91,96.602,0.163,2.424,2.57,0.167,0.159,73.61,129.71,0.146,2.714,6.6,1.541515866,25.05573053,10.53854623
4834.5,8.77,72.442,57.912,9.61,96.68,0.158,2.419,2.47,0.17,0.145,73.94,139.88,0.146,2.718,6.537,2.026268563,24.60331932,9.444961705
4835,8.78,68.778,55.607,9.33,96.912,0.152,2.429,2.42,0.164,0.138,74.16,150.05,0.142,2.717,6.546,2.51102126,16.14259361,5.885747649
4835.5,8.8,69.828,57.817,9.04,97.5,0.146,2.445,2.4,0.155,0.135,75.19,151.3,0.137,2.706,6.614,3.813492625,10.6220569,4.422778922
4836,8.79,71.66,58.901,8.81,97.891,0.149,2.451,2.4,0.152,0.146,74.17,151.37,0.133,2.698,6.54,5.115963991,10.89946607,5.296830313
4836.5,8.78,72.805,59.57,8.42,98.203,0.155,2.442,2.41,0.156,0.153,72.32,149.66,0.132,2.695,6.367,6.418435357,14.76792248,7.928340765
4837,8.79,68.422,56.828,8.81,98.164,0.161,2.427,2.42,0.165,0.157,70.5,145.73,0.135,2.693,6.178,7.720906722,21.95468892,12.66009972
4837.5,8.79,65.701,54.327,8.83,98.125,0.165,2.412,2.41,0.174,0.155,70.46,143.78,0.141,2.694,5.953,9.023378088,36.5894412,22.60023733
4838,8.77,58.792,49.114,7.8,98.164,0.169,2.399,2.37,0.182,0.154,73.02,141.04,0.142,2.691,5.825,219.6362219,54.86455155,42.49583397
4838.5,8.75,54.005,45.95,5.91,98.047,0.171,2.391,2.28,0.187,0.154,77.56,144.35,0.15,2.689,5.676,430.2490657,98.50196505,108.0820783
4839,8.78,46.344,41.183,5.01,98.047,0.181,2.365,2.18,0.202,0.156,80.51,158.18,0.168,2.682,5.631,640.8619095,198.5516891,272.8155884
4839.5,8.76,40.215,36.263,4.3,98.359,0.198,2.324,2.07,0.226,0.166,85.21,168.98,0.194,2.673,5.614,851.4747532,411.4694483,565.4431734
4840,8.77,37.259,32.617,3.58,98.477,0.227,2.273,2,0.255,0.193,88.62,179.65,0.225,2.665,5.601,1062.087597,853.5733829,1049.542565
4840.5,8.77,35.817,31.126,3.05,98.86,0.248,2.232,1.95,0.28,0.212,89.95,187.34,0.245,2.66,5.473,1237.964612,1407.191015,1496.443727
4841,8.79,34.587,29.372,2.82,99.258,0.266,2.199,1.93,0.299,0.229,92.11,190.63,0.257,2.658,5.322,1413.841627,1872.41304,1943.99303
4841.5,8.78,34.211,29.558,2.76,99.219,0.273,2.178,1.9,0.311,0.229,92.07,194.4,0.267,2.657,5.158,1589.718643,2137.10616,2097.928834
4842,8.78,35.142,29.647,2.7,99.219,0.278,2.169,1.88,0.317,0.233,92.54,196.21,0.275,2.657,5.156,1765.595658,2118.003705,1856.229425
4842.5,8.77,37.706,31.317,2.6,99.375,0.278,2.172,1.89,0.315,0.237,92.16,200.04,0.274,2.658,5.239,1941.472673,1690.55838,1449.621767
4843,8.77,40.666,33.631,2.58,99.375,0.286,2.17,1.93,0.316,0.252,89.19,203.14,0.266,2.66,5.455,1635.810411,1355.973432,1120.211254
4843.5,8.78,42.345,36.53,2.74,98.789,0.288,2.165,1.99,0.319,0.255,84.45,199.22,0.253,2.662,5.628,1330.148149,983.4718686,755.9080402
4844,8.79,46.41,40.742,3.11,98.971,0.281,2.171,2.04,0.315,0.242,82.82,190.14,0.237,2.67,5.713,824.4858862,658.4622729,444.223361
4844.5,8.79,48.619,43.532,3.55,98.828,0.259,2.206,2.08,0.295,0.218,78.29,175.3,0.226,2.689,5.631,298.8236239,477.5510092,285.4939048
4845,8.79,50.083,44.38,4.45,99.18,0.234,2.251,2.08,0.268,0.194,82.77,165.89,0.23,2.697,5.615,413.1613616,550.2381232,302.7738836
4845.5,8.78,48.7,43.935,4.69,99.023,0.219,2.272,2.08,0.256,0.174,90.39,176.81,0.242,2.688,5.646,883.5034266,765.5600158,453.6511113
4846,8.79,47.094,42.356,3.67,98.86,0.235,2.245,2.09,0.272,0.192,102.04,191.89,0.271,2.668,5.695,1353.845492,1564.173237,1226.942233
4846.5,8.79,44.529,41.017,2.89,98.75,0.266,2.182,2.09,0.309,0.214,104.62,207.3,0.291,2.661,5.511,1824.187557,2417.651536,2288.073279
4847,8.78,39.593,36.947,2.48,99.265,0.302,2.128,2.05,0.34,0.259,103.39,213.85,0.296,2.658,5.395,2294.529622,2591.32464,2555.366775
4847.5,8.77,34.731,33.77,2.26,99.375,0.308,2.108,2.01,0.352,0.255,100.05,213.33,0.305,2.658,5.368,2764.871687,2660.700611,2600.453065
4848,8.77,31.193,30.632,2.22,99.336,0.305,2.125,1.96,0.342,0.263,98.77,209.87,0.298,2.658,5.403,2402.194819,2125.882659,1863.255467
4848.5,8.78,31.953,31.311,2.15,99.081,0.29,2.152,1.91,0.326,0.248,99.03,206.41,0.291,2.671,5.278,2039.517951,1713.257144,1465.916121
4849,8.76,31.799,30.358,2.12,99.297,0.283,2.17,1.87,0.316,0.245,99.91,203.61,0.283,2.671,5.251,1676.841084,1434.991558,1325.723121
4849.5,8.78,31.019,28.735,2.19,99.044,0.282,2.171,1.86,0.315,0.244,101.71,205.29,0.274,2.664,5.257,1314.164216,1259.359966,1449.621767
4850,8.76,28.318,25.246,2.2,98.867,0.286,2.161,1.87,0.321,0.247,101.67,209.98,0.266,2.658,5.298,951.4873483,1175.159119,1967.544044
4850.5,8.79,25.368,22.813,2.11,98.75,0.295,2.148,1.9,0.329,0.258,102.21,212.96,0.269,2.662,5.302,1155.70924,1312.598627,2492.713346
4851,8.8,25.835,23.832,2.06,98.566,0.297,2.138,1.9,0.335,0.255,102.13,214.37,0.276,2.663,5.339,1359.931132,1610.583418,2765.6686
4851.5,8.78,27.112,25.434,2.03,98.516,0.299,2.125,1.92,0.342,0.249,102.79,215.41,0.287,2.664,5.37,1564.153024,1980.325858,2656.240242
4852,8.78,30.698,27.935,2.08,98.75,0.304,2.115,1.93,0.348,0.253,102.72,217.47,0.296,2.662,5.354,1768.374915,2348.244533,2375.52439
4852.5,8.8,34.662,30.715,2.12,98.75,0.306,2.111,1.92,0.35,0.253,102.63,218.99,0.303,2.659,5.357,1972.596807,2617.115658,2246.854051
4853,8.78,37.596,33.18,2.07,99.063,0.312,2.112,1.92,0.35,0.269,101.65,218.34,0.302,2.659,5.445,1867.835294,2487.210276,1978.204704
4853.5,8.78,38.452,33.917,2.06,99.297,0.304,2.115,1.94,0.348,0.253,100.66,214.62,0.3,2.66,5.607,1763.073781,2291.117051,1706.812828
4854,8.81,37.835,34.466,2.08,99.375,0.309,2.117,1.96,0.347,0.266,100.19,211.99,0.295,2.66,5.624,1658.312268,2088.40518,1404.0785
4854.5,8.79,35.872,32.926,2.12,99.375,0.301,2.128,1.93,0.34,0.256,99.76,210.85,0.289,2.66,5.586,1553.550755,1851.103253,1132.730306
4855,8.79,35.556,33.126,2.15,99.297,0.305,2.134,1.91,0.337,0.27,99.6,209.57,0.283,2.659,5.439,1448.789241,1610.739299,934.8356244
4855.5,8.79,35.773,33.582,2.16,99.375,0.301,2.136,1.89,0.336,0.263,99.83,209.18,0.284,2.659,5.456,1534.188752,1578.199906,933.321443
4856,8.79,34.336,31.97,2.17,99.414,0.306,2.135,1.87,0.336,0.272,100.02,209.35,0.288,2.659,5.483,1619.588262,1639.858891,1078.765128
4856.5,8.78,31.744,28.439,2.18,99.375,0.304,2.131,1.86,0.339,0.265,100.27,209.74,0.297,2.659,5.617,1704.987773,1784.113099,1363.688147
4857,8.78,27.537,24.043,2.17,99.375,0.305,2.129,1.84,0.34,0.266,100.25,210.66,0.307,2.658,5.651,1790.387283,2036.006775,1776.44255
4857.5,8.78,25.325,22.452,2.14,99.154,0.308,2.127,1.84,0.341,0.272,100.16,210.55,0.314,2.658,5.616,1875.786794,2187.505778,2123.876274
4858,8.8,24.002,21.779,2.12,99.375,0.303,2.134,1.82,0.337,0.264,100.61,209.5,0.313,2.658,5.523,1819.648346,2137.367909,2079.558187
4858.5,8.78,23.004,20.832,2.1,99.375,0.301,2.135,1.81,0.336,0.262,101.28,208.6,0.305,2.657,5.451,1763.509898,2002.462069,2053.951908
4859,8.8,22.621,20.607,2.11,99.375,0.296,2.134,1.81,0.337,0.248,102.06,208.06,0.298,2.657,5.439,1707.37145,1948.08994,2198.927223
4859.5,8.8,23.494,21.691,2.13,99.375,0.309,2.128,1.84,0.341,0.273,102.29,209.04,0.294,2.658,5.47,1651.233002,1889.5669,2445.48273
4860,8.79,23.453,21.132,2.14,99.375,0.308,2.125,1.86,0.342,0.269,100.72,209.6,0.29,2.658,5.441,1595.094553,1833.697575,2646.419803
4860.5,8.81,22.802,19.526,2.18,99.219,0.305,2.128,1.88,0.34,0.265,98.24,204.58,0.281,2.657,5.373,1523.313832,1652.501864,2236.485549
4861,8.82,21.487,17.264,2.28,98.945,0.29,2.144,1.88,0.331,0.241,95.93,198.32,0.271,2.656,5.229,1451.533111,1424.018691,1648.720252
4861.5,8.76,21.444,17.511,2.4,98.828,0.275,2.171,1.85,0.315,0.228,95.04,193.52,0.259,2.657,5.186,1379.75239,1231.020742,1272.69164
4862,8.77,22.754,18.392,2.48,98.75,0.263,2.193,1.81,0.302,0.216,95.59,193.69,0.248,2.657,5.153,1307.971669,1114.471278,1071.814814
4862.5,8.78,24.213,20.396,2.45,98.477,0.257,2.199,1.79,0.299,0.207,96.9,196.76,0.243,2.656,5.168,1236.190947,1108.110322,1098.289309
4863,8.78,25.028,21.34,2.44,98.438,0.263,2.197,1.81,0.3,0.219,97.36,199.68,0.242,2.657,5.201,1246.672351,1160.377508,1192.649683
4863.5,8.77,26.119,22.867,2.45,98.125,0.265,2.193,1.84,0.302,0.222,97.18,199.79,0.244,2.658,5.255,1257.153754,1091.243042,1098.289309
4864,8.78,25.608,22.015,2.48,98.125,0.265,2.197,1.85,0.3,0.226,96.61,198.79,0.247,2.662,5.345,1267.635157,1036.195031,901.4957267
4864.5,8.79,23.983,20.336,2.49,98.125,0.255,2.204,1.84,0.296,0.205,96.44,197.44,0.251,2.664,5.327,1278.116561,1011.890534,784.6414312
4865,8.79,24.405,19.297,2.45,98.419,0.254,2.202,1.83,0.297,0.201,98.04,196.83,0.256,2.662,5.306,1288.597964,1191.312589,865.2967015
4865.5,8.81,24.234,19.364,2.42,98.125,0.259,2.189,1.82,0.305,0.204,100.14,200.04,0.263,2.66,5.23,1488.880836,1632.606111,1784.82589
4866,8.79,25.806,21.217,2.29,98.477,0.278,2.161,1.82,0.321,0.228,101.45,204.16,0.273,2.659,5.168,1689.163708,2193.79138,4187.954788
4866.5,8.78,24.308,20.608,2.17,98.125,0.295,2.135,1.8,0.336,0.246,101.56,207.79,0.281,2.658,5.162,1889.44658,2529.326546,8652.483198
4867,8.8,23.92,20.19,2.08,98.125,0.3,2.119,1.77,0.345,0.247,100.58,208.82,0.283,2.658,5.191,2089.729451,2434.489826,11322.44808
4867.5,8.78,22.107,19.439,2.05,98.125,0.3,2.123,1.76,0.343,0.249,99.58,208.38,0.28,2.658,5.291,2290.012323,2057.037128,7389.989186
4868,8.78,21.725,19.451,2.08,98.203,0.291,2.138,1.77,0.334,0.241,98.23,206.92,0.277,2.658,5.344,2077.412908,1694.119316,3428.8074
4868.5,8.79,22.152,20.127,2.2,98.125,0.285,2.155,1.8,0.324,0.239,96.89,204.34,0.266,2.659,5.402,1864.813493,1396.541409,2047.985029
4869,8.81,23.238,19.684,2.32,98.047,0.273,2.168,1.84,0.317,0.22,95.29,201.02,0.251,2.661,5.39,1652.214078,1168.529269,1374.076291
4869.5,8.78,23.705,20.586,2.42,98.086,0.262,2.184,1.86,0.308,0.208,94.7,197.82,0.237,2.661,5.343,1439.614663,1048.622724,1014.990083
4870,8.78,24.904,22.377,2.49,97.813,0.251,2.197,1.85,0.3,0.191,94.97,198.4,0.231,2.661,5.279,1227.015247,1027.210156,860.0048489
4870.5,8.79,26.429,24.331,2.47,97.969,0.251,2.198,1.83,0.299,0.191,95.7,199.87,0.239,2.66,5.259,1712.500457,1180.694867,842.8371617
4871,8.78,29.29,26.851,2.4,97.734,0.263,2.183,1.83,0.308,0.207,97.18,203.83,0.255,2.658,5.282,2197.985666,1557.599244,1000.318571
4871.5,8.78,29.392,26.129,2.35,97.5,0.279,2.163,1.84,0.32,0.232,100.03,208.21,0.273,2.658,5.28,2683.470876,2130.245079,1248.562835
4872,8.81,29.64,24.984,2.27,97.734,0.295,2.14,1.83,0.333,0.251,100.57,212.96,0.286,2.659,5.267,3168.956085,2721.642552,1585.516857
4872.5,8.81,29.118,24.945,2.18,97.773,0.298,2.128,1.82,0.34,0.248,100.38,213.38,0.29,2.659,5.273,3654.441295,2820.002792,1971.821147
4873,8.81,30.402,25.362,2.13,97.539,0.299,2.125,1.8,0.342,0.249,99.34,213.58,0.285,2.66,5.349,3170.476556,2527.345492,2158.345708
4873.5,8.81,31.145,24.143,2.09,97.5,0.293,2.133,1.79,0.337,0.242,98.94,212.56,0.283,2.661,5.381,2686.511818,2439.504753,2341.257189
4874,8.79,28.527,21.853,2.07,97.227,0.294,2.137,1.8,0.335,0.247,99.84,211.89,0.281,2.662,5.39,2202.54708,2223.897563,2158.912605
4874.5,8.8,28.268,21.701,2.09,96.719,0.293,2.142,1.8,0.332,0.248,99.38,209.31,0.275,2.662,5.312,1718.582341,1813.64821,1637.334676
4875,8.79,26.823,19.811,2.09,96.719,0.289,2.148,1.8,0.329,0.242,98.72,205.26,0.263,2.662,5.234,1234.617603,1323.262692,1145.38029
4875.5,8.79,28.392,19.756,2.1,96.406,0.277,2.163,1.78,0.32,0.226,99.75,202.1,0.253,2.661,5.179,1024.432393,1165.960392,1132.970354
4876,8.8,27.905,20.518,2.13,96.211,0.273,2.165,1.8,0.319,0.218,99.47,198.94,0.254,2.666,5.236,814.2471837,1243.740638,1522.008981
4876.5,8.78,28.568,22.775,2.2,96.016,0.281,2.16,1.86,0.322,0.233,101,195.78,0.254,2.677,5.376,604.0619742,1165.542399,1522.008981
4877,8.79,32.796,26.935,2.28,95.82,0.276,2.174,1.97,0.314,0.233,96.53,192.62,0.243,2.695,5.598,393.8767647,760.5928764,810.2319043
4877.5,8.81,45.085,38.224,2.4,95.547,0.254,2.219,2.12,0.287,0.216,84,189.46,0.213,2.712,5.992,183.6915552,292.4017854,231.5104787
4878,8.78,64.505,53.01,3.11,95.039,0.224,2.288,2.32,0.247,0.199,82.44,171.85,0.179,2.725,6.445,147.5509126,80.87285576,43.21493133
4878.5,8.8,81.949,68.016,4.3,94.961,0.212,2.331,2.53,0.221,0.203,80.69,169.1,0.163,2.73,6.784,111.4102701,34.99830562,13.97044839
4879,8.8,91.877,78.218,5.13,94.414,0.209,2.362,2.66,0.204,0.214,81.87,168.83,0.156,2.721,6.952,75.26962751,23.21425969,8.382035204
