UWI,Fm Name [42] (*=Aliased),Src,MD,SSTVD,TVD,Qual,Time(ms),Rpt,Sym,Hole Angle,Chg Date,Remarks,Desc
26123213650000,Mowry,Petrel,3645,33,3645,,,,,,,,
26123213650000,D_Sand,Petrel,3751.5,-73.5,3751.5,,,,,,,,
26123213650000,Huntsman,Petrel,3831.43,-153.43,3831.43,,,,,,,,
26123213650000,J_Sand,Petrel,3916.51,-238.51,3916.51,,,,,,,,
26123213650000,SkullCreek_Sh,Petrel,3955.18,-277.18,3955.18,,,,,,,,
26123213650000,Lakota_U,Petrel,4101.98,-423.98,4101.98,,,,,,,,
26123213650000,Lakota_L,Petrel,4268.35,-590.35,4268.35,,,,,,,,
26123213650000,Morrison,Petrel,4404.42,-726.42,4404.42,,,,,,,,
26123213650000,Jurassic_L,Petrel,4577.15,-899.15,4577.15,,,,,,,,
26123213650000,SundanceBase,Petrel,4634.44,-956.44,4634.44,,,,,,,,
26123213650000,Minnekahta,Petrel,4673.86,-995.86,4673.86,,,,,,,,
26123213650000,Opeche,Petrel,4702,-1024,4702,,,,,,,,
26123213650000,Blaine,Petrel,4726.25,-1048.25,4726.25,,,,,,,,
26123213650000,Flowerpot_Sh,Petrel,4856.2,-1178.2,4856.2,,,,,,,,
26123213650000,Flowerpot_Anhy,Petrel,4880.03,-1202.03,4880.03,,,,,,,,
26123213650000,Lyons,Petrel,4896.87,-1218.87,4896.87,,,,,,,,
26123213650000,SaltPlain,Petrel,4982.85,-1304.85,4982.85,,,,,,,,
26123213650000,StoneCorral,Petrel,5079.39,-1401.39,5079.39,,,,,,,,
26123213650000,Wolfcamp,Petrel,5174.63,-1496.63,5174.63,,,,,,,,
26123213650000,Virgil,Petrel,5624,-1946,5624,,,,,,,,
26123213650000,Missouri,Petrel,5720,-2042,5720,,,,,,,,
26123213650000,Atoka,Petrel,5953,-2275,5953,,,,,,,,
26123213650000,Cherokee,Petrel,6116,-2438,6116,,,,,,,,
26123213650000,Precambrian,Petrel,6168,-2490,6168,,,,,,,,
26123214950000,SharonSprings,Petrel,3336.42,440.58,3336.42,,,,,,,,
26123214950000,Niobrara,Petrel,3376,401,3376,,,,,,,,
26123214950000,Niobrara,Petrel,3386.9,390.1,3386.9,,,,,,,,
26123214950000,FtHays,Petrel,3620.85,156.15,3620.85,,,,,,,,
26123214950000,Graneros,Petrel,3888.43,-111.43,3888.43,,,,,,,,
26123214950000,Mowry,Petrel,4060.99,-283.99,4060.99,,,,,,,,
26123214950000,D_Sand,Petrel,4188.29,-411.29,4188.29,,,,,,,,
26123214950000,Huntsman,Petrel,4201.47,-424.47,4201.47,,,,,,,,
26123214950000,J_Sand,Petrel,4223.45,-446.45,4223.45,,,,,,,,
26123214950000,SkullCreek_Sh,Petrel,4400.31,-623.31,4400.31,,,,,,,,
26123214950000,Lakota_U,Petrel,4617.29,-840.29,4617.29,,,,,,,,
26123214950000,Lakota_L,Petrel,4704.46,-927.46,4704.46,,,,,,,,
26123214950000,Morrison,Petrel,4813.21,-1036.21,4813.21,,,,,,,,
26123214950000,Jurassic_L,Petrel,4991.35,-1214.35,4991.35,,,,,,,,
26123214950000,SundanceBase,Petrel,5037.83,-1260.83,5037.83,,,,,,,,
26123214950000,Forelle,Petrel,5075.76,-1298.76,5075.76,,,,,,,,
26123214950000,Minnekahta,Petrel,5149.37,-1372.37,5149.37,,,,,,,,
26123214950000,Opeche,Petrel,5243.5,-1466.5,5243.5,,,,,,,,
26123214950000,Blaine,Petrel,5281.34,-1504.34,5281.34,,,,,,,,
26123214950000,Flowerpot_Sh,Petrel,5443.92,-1666.92,5443.92,,,,,,,,
26123214950000,Flowerpot_Anhy,Petrel,5458.21,-1681.21,5458.21,,,,,,,,
26123214950000,Lyons,Petrel,5461.5,-1684.5,5461.5,,,,,,,,
26123214950000,SaltPlain,Petrel,5487.87,-1710.87,5487.87,,,,,,,,
26123214950000,StoneCorral,Petrel,5614.2,-1837.2,5614.2,,,,,,,,
26123214950000,Sumner,Petrel,5629.58,-1852.58,5629.58,,,,,,,,
26123214950000,Wolfcamp,Petrel,5691.1,-1914.1,5691.1,,,,,,,,
26123214950000,Virgil,Petrel,6148,-2371,6148,,,,,,,,
26123214950000,Missouri,Petrel,6338,-2561,6338,,,,,,,,
26123215230000,SharonSprings,Petrel,3408.45,617.55,3408.45,,,,,,,,
26123215230000,Niobrara,Petrel,3438,588,3438,,,,,,,,
26123215230000,FtHays,Petrel,3709.99,316.01,3709.99,,,,,,,,
26123215230000,Graneros,Petrel,3980,46,3980,,,,,,,,
26123215230000,Mowry,Petrel,4126,-100,4126,,,,,,,,
26123215230000,D_Sand,Petrel,4220.08,-194.08,4220.08,,,,,,,,
26123215230000,Huntsman,Petrel,4293.98,-267.98,4293.98,,,,,,,,
26123215230000,J_Sand,Petrel,4359.35,-333.35,4359.35,,,,,,,,
26123215230000,SkullCreek_Sh,Petrel,4419.03,-393.03,4419.03,,,,,,,,
26123215230000,Lakota_U,Petrel,4563.98,-537.98,4563.98,,,,,,,,
26123215230000,Lakota_L,Petrel,4731.67,-705.67,4731.67,,,,,,,,
26123215230000,Morrison,Petrel,4811.25,-785.25,4811.25,,,,,,,,
26123215230000,Jurassic_L,Petrel,4988.3,-962.3,4988.3,,,,,,,,
26123215230000,SundanceBase,Petrel,5029.26,-1003.26,5029.26,,,,,,,,
26123215230000,Forelle,Petrel,5043.38,-1017.38,5043.38,,,,,,,,
26123215230000,Minnekahta,Petrel,5069.88,-1043.88,5069.88,,,,,,,,
26123215230000,Opeche,Petrel,5095.46,-1069.46,5095.46,,,,,,,,
26123215230000,DayCrk,Petrel,5121.72,-1095.72,5121.72,,,,,,,,
26123215230000,Blaine,Petrel,5121.72,-1095.72,5121.72,,,,,,,,
26123215230000,Flowerpot_Sh,Petrel,5246.09,-1220.09,5246.09,,,,,,,,
26123215230000,Flowerpot_Anhy,Petrel,5267.79,-1241.79,5267.79,,,,,,,,
26123215230000,Lyons,Petrel,5283.04,-1257.04,5283.04,,,,,,,,
26123215230000,SaltPlain,Petrel,5418.33,-1392.33,5418.33,,,,,,,,
26123215230000,StoneCorral,Petrel,5470.07,-1444.07,5470.07,,,,,,,,
26123215230000,Sumner,Petrel,5487.55,-1461.55,5487.55,,,,,,,,
26123215230000,Wolfcamp,Petrel,5513.25,-1487.25,5513.25,,,,,,,,
26123215230000,Virgil,Petrel,5949,-1923,5949,,,,,,,,
26123215230000,Missouri,Petrel,6017,-1991,6017,,,,,,,,
26123215180000,SharonSprings,Petrel,4108.55,351.45,4108.55,,,,,,,,
26123215180000,Niobrara,Petrel,4140.68,319.32,4140.68,,,,,,,,
26123215180000,FtHays,Petrel,4426.1,33.9,4426.1,,,,,,,,
26123215180000,Graneros,Petrel,4684,-224,4684,,,,,,,,
26123215180000,Mowry,Petrel,4852,-392,4852,,,,,,,,
26123215180000,D_Sand,Petrel,4955.67,-495.67,4955.67,,,,,,,,
26123215180000,Huntsman,Petrel,5028,-568,5028,,,,,,,,
26123215180000,J_Sand,Petrel,5107.82,-647.82,5107.82,,,,,,,,
26123215180000,SkullCreek_Sh,Petrel,5192.62,-732.62,5192.62,,,,,,,,
26123215180000,Lakota_U,Petrel,5307.35,-847.35,5307.35,,,,,,,,
26123215180000,Lakota_L,Petrel,5484.44,-1024.44,5484.44,,,,,,,,
26123215180000,Morrison,Petrel,5646.57,-1186.57,5646.57,,,,,,,,
26123215180000,Jurassic_L,Petrel,5800.92,-1340.92,5800.92,,,,,,,,
26123215180000,SundanceBase,Petrel,5843.08,-1383.08,5843.08,,,,,,,,
26123215180000,Forelle,Petrel,5876,-1416,5876,,,,,,,,
26123215180000,Minnekahta,Petrel,5903.47,-1443.47,5903.47,,,,,,,,
26123215180000,Minnekahta,Petrel,5903.47,-1443.47,5903.47,,,,,,,,
26123215180000,Opeche,Petrel,5925.92,-1465.92,5925.92,,,,,,,,
26123215180000,DayCrk,Petrel,5957,-1497,5957,,,,,,,,
26123215180000,Blaine,Petrel,5957,-1497,5957,,,,,,,,
26123215180000,Flowerpot_Sh,Petrel,6065.6,-1605.6,6065.6,,,,,,,,
26123215180000,Flowerpot_Anhy,Petrel,6087.13,-1627.13,6087.13,,,,,,,,
26123215180000,Lyons,Petrel,6105.5,-1645.5,6105.5,,,,,,,,
26123215180000,SaltPlain,Petrel,6206.45,-1746.45,6206.45,,,,,,,,
26123215180000,StoneCorral,Petrel,6277.07,-1817.07,6277.07,,,,,,,,
26123215180000,Wolfcamp,Petrel,6364.78,-1904.78,6364.78,,,,,,,,
26123215180000,Virgil,Petrel,6816,-2356,6816,,,,,,,,
26157212950000,SharonSprings,Petrel,3792.39,161.61,3792.39,,,,,,,,
26157212950000,Niobrara,Petrel,3848.6,105.4,3848.6,,,,,,,,
26157212950000,FtHays,Petrel,4102.68,-148.68,4102.68,,,,,,,,
26157212950000,Graneros,Petrel,4356.96,-402.96,4356.96,,,,,,,,
26157212950000,Mowry,Petrel,4551.21,-597.21,4551.21,,,,,,,,
26157212950000,D_Sand,Petrel,4669.16,-715.16,4669.16,,,,,,,,
26157212950000,Huntsman,Petrel,4694.12,-740.12,4694.12,,,,,,,,
26157212950000,J_Sand,Petrel,4704,-750,4704,,,,,,,,
26157212950000,SkullCreek_Sh,Petrel,4884.7,-930.7,4884.7,,,,,,,,
26157212950000,Lakota_U,Petrel,5071.48,-1117.48,5071.48,,,,,,,,
26157212950000,Lakota_L,Petrel,5148.81,-1194.81,5148.81,,,,,,,,
26157212950000,Morrison,Petrel,5215.84,-1261.84,5215.84,,,,,,,,
26157212950000,Jurassic_L,Petrel,5438.08,-1484.08,5438.08,,,,,,,,
26157212950000,SundanceBase,Petrel,5473.59,-1519.59,5473.59,,,,,,,,
26157212950000,Forelle,Petrel,5562.61,-1608.61,5562.61,,,,,,,,
26157212950000,Minnekahta,Petrel,5643.06,-1689.06,5643.06,,,,,,,,
26157212950000,Opeche,Petrel,5772.88,-1818.88,5772.88,,,,,,,,
26157212950000,Blaine,Petrel,5790.75,-1836.75,5790.75,,,,,,,,
26157212950000,Flowerpot_Sh,Petrel,5938.24,-1984.24,5938.24,,,,,,,,
26157212950000,Flowerpot_Anhy,Petrel,5955.99,-2001.99,5955.99,,,,,,,,
26157212950000,Lyons,Petrel,5961.14,-2007.14,5961.14,,,,,,,,
26157212950000,SaltPlain,Petrel,5977.21,-2023.21,5977.21,,,,,,,,
26157212950000,StoneCorral,Petrel,6124.33,-2170.33,6124.33,,,,,,,,
26157212950000,Sumner,Petrel,6135.01,-2181.01,6135.01,,,,,,,,
26157212950000,Wolfcamp,Petrel,6192.98,-2238.98,6192.98,,,,,,,,
26157212950000,Virgil,Petrel,6650,-2696,6650,,,,,,,,
26157212950000,Missouri,Petrel,6810,-2856,6810,,,,,,,,
26007217350000,SharonSprings,Petrel,4519.15,-276.15,4519.15,,,,,,,,
26007217350000,Niobrara,Petrel,4566.53,-323.53,4566.53,,,,,,,,
26007217350000,FtHays,Petrel,4838.23,-595.23,4838.23,,,,,,,,
26007217350000,Graneros,Petrel,5064.19,-821.19,5064.19,,,,,,,,
26007217350000,Mowry,Petrel,5228,-985,5228,,,,,,,,
26007217350000,D_Sand,Petrel,5351.9,-1108.9,5351.9,,,,,,,,
26007217350000,Huntsman,Petrel,5437.57,-1194.57,5437.57,,,,,,,,
26007217350000,J_Sand,Petrel,5520.47,-1277.47,5520.47,,,,,,,,
26007217350000,SkullCreek_Sh,Petrel,5592.31,-1349.31,5592.31,,,,,,,,
26007217350000,Lakota_U,Petrel,5712.96,-1469.96,5712.96,,,,,,,,
26007217350000,Lakota_L,Petrel,5823.82,-1580.82,5823.82,,,,,,,,
26007217350000,Morrison,Petrel,5870.23,-1627.23,5870.23,,,,,,,,
26007217350000,Jurassic_L,Petrel,6092.47,-1849.47,6092.47,,,,,,,,
26007217350000,SundanceBase,Petrel,6189.31,-1946.31,6189.31,,,,,,,,
26007217350000,Forelle,Petrel,6237.73,-1994.73,6237.73,,,,,,,,
26007217350000,Minnekahta,Petrel,6298.75,-2055.75,6298.75,,,,,,,,
26007217350000,Opeche,Petrel,6507.04,-2264.04,6507.04,,,,,,,,
26007217350000,Blaine,Petrel,6552.22,-2309.22,6552.22,,,,,,,,
26007217350000,Flowerpot_Sh,Petrel,6695.25,-2452.25,6695.25,,,,,,,,
26007217350000,Flowerpot_Anhy,Petrel,6717.78,-2474.78,6717.78,,,,,,,,
26007217350000,Lyons,Petrel,6726.19,-2483.19,6726.19,,,,,,,,
26007217350000,SaltPlain,Petrel,6787.1,-2544.1,6787.1,,,,,,,,
26007217350000,StoneCorral,Petrel,6873.6,-2630.6,6873.6,,,,,,,,
26007217350000,Sumner,Petrel,6885.25,-2642.25,6885.25,,,,,,,,
26007217350000,Wolfcamp,Petrel,6932.44,-2689.44,6932.44,,,,,,,,
26007217350000,Virgil,Petrel,7400,-3157,7400,,,,,,,,
26007217350000,Missouri,Petrel,7399,-3156,7399,,,,,,,,
26007217350000,Atoka,Petrel,7897,-3654,7897,,,,,,,,
26007217350000,Cherokee,Petrel,7857,-3614,7857,,,,,,,,
26007217350000,Precambrian,Petrel,7902,-3659,7902,,,,,,,,
26123215360000,SharonSprings,Petrel,4149.14,302.86,4149.14,,,,,,,,
26123215360000,Niobrara,Petrel,4195.28,256.72,4195.28,,,,,,,,
26123215360000,FtHays,Petrel,4488.63,-36.63,4488.63,,,,,,,,
26123215360000,Graneros,Petrel,4753,-301,4753,,,,,,,,
26123215360000,Mowry,Petrel,4923,-471,4923,,,,,,,,
26123215360000,D_Sand,Petrel,5035.82,-583.82,5035.82,,,,,,,,
26123215360000,Huntsman,Petrel,5135.59,-683.59,5135.59,,,,,,,,
26123215360000,J_Sand,Petrel,5186.69,-734.69,5186.69,,,,,,,,
26123215360000,SkullCreek_Sh,Petrel,5262.13,-810.13,5262.13,,,,,,,,
26123215360000,Lakota_U,Petrel,5430.92,-978.92,5430.92,,,,,,,,
26123215360000,Lakota_L,Petrel,5539.12,-1087.12,5539.12,,,,,,,,
26123215360000,Morrison,Petrel,5716.56,-1264.56,5716.56,,,,,,,,
26123215360000,Jurassic_L,Petrel,5863.34,-1411.34,5863.34,,,,,,,,
26123215360000,SundanceBase,Petrel,5913.24,-1461.24,5913.24,,,,,,,,
26123215360000,Forelle,Petrel,5960.64,-1508.64,5960.64,,,,,,,,
26123215360000,Minnekahta,Petrel,5990.96,-1538.96,5990.96,,,,,,,,
26123215360000,Opeche,Petrel,6015,-1563,6015,,,,,,,,
26123215360000,DayCrk,Petrel,6039.48,-1587.48,6039.48,,,,,,,,
26123215360000,Blaine,Petrel,6039.48,-1587.48,6039.48,,,,,,,,
26123215360000,Flowerpot_Sh,Petrel,6150.4,-1698.4,6150.4,,,,,,,,
26123215360000,Flowerpot_Anhy,Petrel,6168.46,-1716.46,6168.46,,,,,,,,
26123215360000,Lyons,Petrel,6185.93,-1733.93,6185.93,,,,,,,,
26123215360000,SaltPlain,Petrel,6257.81,-1805.81,6257.81,,,,,,,,
26123215360000,StoneCorral,Petrel,6361.49,-1909.49,6361.49,,,,,,,,
26123215360000,Wolfcamp,Petrel,6449.01,-1997.01,6449.01,,,,,,,,
26123215360000,Virgil,Petrel,6904,-2452,6904,,,,,,,,
26123214130000,SharonSprings,Petrel,3275.91,851.09,3275.91,,,,,,,,
26123214130000,Niobrara,Petrel,3325,802,3325,,,,,,,,
26123214130000,FtHays,Petrel,3591.81,535.19,3591.81,,,,,,,,
26123214130000,Graneros,Petrel,3884.49,242.51,3884.49,,,,,,,,
26123214130000,Mowry,Petrel,4050,77,4050,,,,,,,,
26123214130000,D_Sand,Petrel,4165.66,-38.66,4165.66,,,,,,,,
26123214130000,Huntsman,Petrel,4225.53,-98.53,4225.53,,,,,,,,
26123214130000,J_Sand,Petrel,4304.46,-177.46,4304.46,,,,,,,,
26123214130000,SkullCreek_Sh,Petrel,4437.81,-310.81,4437.81,,,,,,,,
26123214130000,Lakota_U,Petrel,4549.4,-422.4,4549.4,,,,,,,,
26123214130000,Lakota_L,Petrel,4660.98,-533.98,4660.98,,,,,,,,
26123214130000,Morrison,Petrel,4783.45,-656.45,4783.45,,,,,,,,
26123214130000,Jurassic_L,Petrel,4937.37,-810.37,4937.37,,,,,,,,
26123214130000,SundanceBase,Petrel,5022.12,-895.12,5022.12,,,,,,,,
26123214130000,Minnekahta,Petrel,5104.59,-977.59,5104.59,,,,,,,,
26123214130000,Opeche,Petrel,5139.97,-1012.97,5139.97,,,,,,,,
26123214130000,Blaine,Petrel,5184.06,-1057.06,5184.06,,,,,,,,
26123214130000,Flowerpot_Sh,Petrel,5338.49,-1211.49,5338.49,,,,,,,,
26123214130000,Flowerpot_Anhy,Petrel,5356.18,-1229.18,5356.18,,,,,,,,
26123214130000,Lyons,Petrel,5362.81,-1235.81,5362.81,,,,,,,,
26123214130000,SaltPlain,Petrel,5397.73,-1270.73,5397.73,,,,,,,,
26123214130000,Wolfcamp,Petrel,5597.2,-1470.2,5597.2,,,,,,,,
26123214130000,Virgil,Petrel,6051,-1924,6051,,,,,,,,
26123214130000,Missouri,Petrel,6137,-2010,6137,,,,,,,,
26123214130000,Atoka,Petrel,6431,-2304,6431,,,,,,,,
26123214130000,Cherokee,Petrel,6496,-2369,6496,,,,,,,,
26123214130000,Precambrian,Petrel,6608,-2481,6608,,,,,,,,
26105214040000,SharonSprings,Petrel,4780.99,-23.99,4780.99,,,,,,,,
26105214040000,Niobrara,Petrel,4800,-43,4800,,,,,,,,
26105214040000,FtHays,Petrel,5028.58,-271.58,5028.58,,,,,,,,
26105214040000,Graneros,Petrel,5285,-528,5285,,,,,,,,
26105214040000,Mowry,Petrel,5448,-691,5448,,,,,,,,
26105214040000,D_Sand,Petrel,5562.18,-805.18,5562.18,,,,,,,,
26105214040000,Huntsman,Petrel,5641.07,-884.07,5641.07,,,,,,,,
26105214040000,J_Sand,Petrel,5697.42,-940.42,5697.42,,,,,,,,
26105214040000,SkullCreek_Sh,Petrel,5759.41,-1002.41,5759.41,,,,,,,,
26105214040000,Lakota_U,Petrel,5939.73,-1182.73,5939.73,,,,,,,,
26105214040000,Lakota_L,Petrel,6035.53,-1278.53,6035.53,,,,,,,,
26105214040000,Morrison,Petrel,6100.34,-1343.34,6100.34,,,,,,,,
26105214040000,Jurassic_L,Petrel,6231.99,-1474.99,6231.99,,,,,,,,
26105214040000,SundanceBase,Petrel,6265.5,-1508.5,6265.5,,,,,,,,
26105214040000,Forelle,Petrel,6312.64,-1555.64,6312.64,,,,,,,,
26105214040000,Minnekahta,Petrel,6379.28,-1622.28,6379.28,,,,,,,,
26105214040000,Opeche,Petrel,6634.58,-1877.58,6634.58,,,,,,,,
26105214040000,Blaine,Petrel,6668.71,-1911.71,6668.71,,,,,,,,
26105214040000,Flowerpot_Sh,Petrel,6835.57,-2078.57,6835.57,,,,,,,,
26105214040000,Flowerpot_Anhy,Petrel,6853.49,-2096.49,6853.49,,,,,,,,
26105214040000,Lyons,Petrel,6865.91,-2108.91,6865.91,,,,,,,,
26105214040000,SaltPlain,Petrel,6908.3,-2151.3,6908.3,,,,,,,,
26105214040000,Wolfcamp,Petrel,7060.38,-2303.38,7060.38,,,,,,,,
26105214040000,Virgil,Petrel,7500,-2743,7500,,,,,,,,
26105214040000,Missouri,Petrel,7560,-2803,7560,,,,,,,,
26105214040000,DesMoines,Petrel,7694,-2937,7694,,,,,,,,
26007069250000,Mowry,Petrel,5460,-786,5460,,,,,,,,
26007069250000,D_Sand,Petrel,5586.18,-912.18,5586.18,,,,,,,,
26007069250000,Huntsman,Petrel,5653.8,-979.8,5653.8,,,,,,,,
26007069250000,J_Sand,Petrel,5710.15,-1036.15,5710.15,,,,,,,,
26007069250000,SkullCreek_Sh,Petrel,5760.87,-1086.87,5760.87,,,,,,,,
26007069250000,Lakota_U,Petrel,5949.65,-1275.65,5949.65,,,,,,,,
26007069250000,Lakota_L,Petrel,6051.08,-1377.08,6051.08,,,,,,,,
26007069250000,Morrison,Petrel,6118.7,-1444.7,6118.7,,,,,,,,
26007069250000,Jurassic_L,Petrel,6292.51,-1618.51,6292.51,,,,,,,,
26007069250000,SundanceBase,Petrel,6339,-1665,6339,,,,,,,,
26007069250000,Forelle,Petrel,6369.75,-1695.75,6369.75,,,,,,,,
26007069250000,Minnekahta,Petrel,6461.18,-1787.18,6461.18,,,,,,,,
26007069250000,Opeche,Petrel,6606.15,-1932.15,6606.15,,,,,,,,
26007069250000,DayCrk,Petrel,6646.17,-1972.17,6646.17,,,,,,,,
26007069250000,Blaine,Petrel,6646.17,-1972.17,6646.17,,,,,,,,
26007069250000,Flowerpot_Sh,Petrel,6789.29,-2115.29,6789.29,,,,,,,,
26007069250000,Flowerpot_Anhy,Petrel,6807.05,-2133.05,6807.05,,,,,,,,
26007069250000,Lyons,Petrel,6814.65,-2140.65,6814.65,,,,,,,,
26007069250000,SaltPlain,Petrel,6854.09,-2180.09,6854.09,,,,,,,,
26007069250000,Wolfcamp,Petrel,7009.06,-2335.06,7009.06,,,,,,,,
26007069250000,Virgil,Petrel,7439,-2765,7439,,,,,,,,
26123214830000,SharonSprings,Petrel,3509.79,613.21,3509.79,,,,,,,,
26123214830000,Niobrara,Petrel,3576.56,546.44,3576.56,,,,,,,,
26123214830000,FtHays,Petrel,3867.91,255.09,3867.91,,,,,,,,
26123214830000,Greenhorn,Petrel,4078.66,44.34,4078.66,,,,,,,,
26123214830000,Graneros,Petrel,4120,3,4120,,,,,,,,
26123214830000,Mowry,Petrel,4260,-137,4260,,,,,,,,
26123214830000,D_Sand,Petrel,4354.08,-231.08,4354.08,,,,,,,,
26123214830000,Huntsman,Petrel,4456.4,-333.4,4456.4,,,,,,,,
26123214830000,J_Sand,Petrel,4507.56,-384.56,4507.56,,,,,,,,
26123214830000,SkullCreek_Sh,Petrel,4572.93,-449.93,4572.93,,,,,,,,
26123214830000,Lakota_U,Petrel,4712.19,-589.19,4712.19,,,,,,,,
26123214830000,Lakota_L,Petrel,4894.09,-771.09,4894.09,,,,,,,,
26123214830000,Morrison,Petrel,4950.93,-827.93,4950.93,,,,,,,,
26123214830000,Jurassic_L,Petrel,5118.62,-995.62,5118.62,,,,,,,,
26123214830000,SundanceBase,Petrel,5164.6,-1041.6,5164.6,,,,,,,,
26123214830000,Forelle,Petrel,5172.56,-1049.56,5172.56,,,,,,,,
26123214830000,Minnekahta,Petrel,5198.2,-1075.2,5198.2,,,,,,,,
26123214830000,Opeche,Petrel,5218.09,-1095.09,5218.09,,,,,,,,
26123214830000,DayCrk,Petrel,5252.39,-1129.39,5252.39,,,,,,,,
26123214830000,Blaine,Petrel,5253.84,-1130.84,5253.84,,,,,,,,
26123214830000,Flowerpot_Sh,Petrel,5414.2,-1291.2,5414.2,,,,,,,,
26123214830000,Flowerpot_Anhy,Petrel,5437.91,-1314.91,5437.91,,,,,,,,
26123214830000,Lyons,Petrel,5451.15,-1328.15,5451.15,,,,,,,,
26123214830000,SaltPlain,Petrel,5500.98,-1377.98,5500.98,,,,,,,,
26123214830000,StoneCorral,Petrel,5602.61,-1479.61,5602.61,,,,,,,,
26123214830000,Wolfcamp,Petrel,5625.79,-1502.79,5625.79,,,,,,,,
26123214830000,Virgil,Petrel,6022,-1899,6022,,,,,,,,
26123214830000,Missouri,Petrel,6106,-1983,6106,,,,,,,,
26123214830000,DesMoines,Petrel,6248,-2125,6248,,,,,,,,
26123214830000,Atoka,Petrel,6456,-2333,6456,,,,,,,,
26123214830000,Cherokee,Petrel,6548,-2425,6548,,,,,,,,
26123214830000,Precambrian,Petrel,6656,-2533,6656,,,,,,,,
26123214120000,SharonSprings,Petrel,2913.42,1187.58,2913.42,,,,,,,,
26123214120000,Niobrara,Petrel,2932,1169,2932,,,,,,,,
26123214120000,FtHays,Petrel,3230.61,870.39,3230.61,,,,,,,,
26123214120000,Greenhorn,Petrel,3495.27,605.73,3495.27,,,,,,,,
26123214120000,Graneros,Petrel,3515.47,585.53,3515.47,,,,,,,,
26123214120000,Mowry,Petrel,3655,446,3655,,,,,,,,
26123214120000,D_Sand,Petrel,3746.54,354.46,3746.54,,,,,,,,
26123214120000,Huntsman,Petrel,3834.65,266.35,3834.65,,,,,,,,
26123214120000,J_Sand,Petrel,3905.7,195.3,3905.7,,,,,,,,
26123214120000,SkullCreek_Sh,Petrel,3996.65,104.35,3996.65,,,,,,,,
26123214120000,Lakota_U,Petrel,4130.23,-29.23,4130.23,,,,,,,,
26123214120000,Lakota_L,Petrel,4320.65,-219.65,4320.65,,,,,,,,
26123214120000,Morrison,Petrel,4448.55,-347.55,4448.55,,,,,,,,
26123214120000,Jurassic_L,Petrel,4609.39,-508.39,4609.39,,,,,,,,
26123214120000,SundanceBase,Petrel,4641.82,-540.82,4641.82,,,,,,,,
26123214120000,Minnekahta,Petrel,4687.29,-586.29,4687.29,,,,,,,,
26123214120000,Opeche,Petrel,4704.34,-603.34,4704.34,,,,,,,,
26123214120000,Blaine,Petrel,4726.53,-625.53,4726.53,,,,,,,,
26123214120000,Flowerpot_Sh,Petrel,4847.53,-746.53,4847.53,,,,,,,,
26123214120000,Flowerpot_Anhy,Petrel,4869.54,-768.54,4869.54,,,,,,,,
26123214120000,Lyons,Petrel,4915.74,-814.74,4915.74,,,,,,,,
26123214120000,SaltPlain,Petrel,5016.04,-915.04,5016.04,,,,,,,,
26123214120000,StoneCorral,Petrel,5119.53,-1018.53,5119.53,,,,,,,,
26123214120000,Wolfcamp,Petrel,5193.19,-1092.19,5193.19,,,,,,,,
26123214120000,Virgil,Petrel,5668,-1567,5668,,,,,,,,
26123214120000,Missouri,Petrel,5748,-1647,5748,,,,,,,,
26123214120000,Atoka,Petrel,6006,-1905,6006,,,,,,,,
26123214120000,Cherokee,Petrel,6113,-2012,6113,,,,,,,,
26123214120000,Precambrian,Petrel,6178,-2077,6178,,,,,,,,
26033221300000,SharonSprings,Petrel,3477.62,662.38,3477.62,,,,,,,,
26033221300000,Niobrara,Petrel,3503.32,636.68,3503.32,,,,,,,,
26033221300000,FtHays,Petrel,3785.92,354.08,3785.92,,,,,,,,
26033221300000,Greenhorn,Petrel,3991.65,148.35,3991.65,,,,,,,,
26033221300000,Graneros,Petrel,4037.13,102.87,4037.13,,,,,,,,
26033221300000,Mowry,Petrel,4172,-32,4172,,,,,,,,
26033221300000,D_Sand,Petrel,4267.49,-127.49,4267.49,,,,,,,,
26033221300000,Huntsman,Petrel,4352.75,-212.75,4352.75,,,,,,,,
26033221300000,J_Sand,Petrel,4401.07,-261.07,4401.07,,,,,,,,
26033221300000,SkullCreek_Sh,Petrel,4480.65,-340.65,4480.65,,,,,,,,
26033221300000,Lakota_U,Petrel,4622.76,-482.76,4622.76,,,,,,,,
26033221300000,Lakota_L,Petrel,4781.92,-641.92,4781.92,,,,,,,,
26033221300000,Morrison,Petrel,4861.49,-721.49,4861.49,,,,,,,,
26033221300000,Jurassic_L,Petrel,5024.47,-884.47,5024.47,,,,,,,,
26033221300000,SundanceBase,Petrel,5066.47,-926.47,5066.47,,,,,,,,
26033221300000,Forelle,Petrel,5076.61,-936.61,5076.61,,,,,,,,
26033221300000,Minnekahta,Petrel,5091.71,-951.71,5091.71,,,,,,,,
26033221300000,Minnekahta,Petrel,5091.71,-951.71,5091.71,,,,,,,,
26033221300000,Opeche,Petrel,5114.44,-974.44,5114.44,,,,,,,,
26033221300000,Blaine,Petrel,5144.08,-1004.08,5144.08,,,,,,,,
26033221300000,Flowerpot_Sh,Petrel,5262.24,-1122.24,5262.24,,,,,,,,
26033221300000,Flowerpot_Anhy,Petrel,5287.08,-1147.08,5287.08,,,,,,,,
26033221300000,Lyons,Petrel,5304.68,-1164.68,5304.68,,,,,,,,
