epoch,train_loss,val_loss
1,0.064647727,0.013943853
2,0.009950679,0.008849856
3,0.009146209,0.008448381
4,0.008798604,0.008338631
5,0.008278783,0.008238066
6,0.008186726,0.008137209
7,0.008246553,0.008125481
8,0.008250064,0.008107261
9,0.008329251,0.008013242
10,0.007757648,0.008336884
11,0.008210599,0.009886027
12,0.007895624,0.008253555
13,0.007570165,0.008437293
14,0.007488357,0.007747927
15,0.007337233,0.008568083
16,0.007245814,0.007528428
17,0.007476507,0.007594615
18,0.007473869,0.007895031
19,0.007627833,0.008511717
20,0.007459735,0.00790364
21,0.007169043,0.007459755
22,0.0070943,0.007545164
23,0.007232454,0.008746424
24,0.007544154,0.007499306
25,0.007114238,0.007390827
26,0.007321514,0.007547411
27,0.007059471,0.007336703
28,0.007267569,0.00746781
29,0.007165852,0.007694948
30,0.007126074,0.007372298
31,0.00735464,0.007307913
32,0.007373992,0.007304476
33,0.007017613,0.007111378
34,0.007161276,0.007685542
35,0.007653466,0.00770417
36,0.007075216,0.00722079
37,0.007171668,0.00774091
38,0.007247624,0.007113087
39,0.006767618,0.006957108
40,0.006883089,0.006968895
41,0.006779847,0.006899083
42,0.006638778,0.007368687
43,0.006766848,0.007474401
44,0.007060027,0.006812042
45,0.006637931,0.007404694
46,0.006800575,0.006802008
47,0.00670613,0.006835733
48,0.006970765,0.00729153
49,0.006473439,0.007066451
50,0.006471296,0.007905558
51,0.006987097,0.00671399
52,0.006576439,0.006937492
53,0.006624942,0.006571392
54,0.00668086,0.007198941
55,0.006960475,0.007363864
56,0.006590562,0.006742042
57,0.00654015,0.006539761
58,0.006647118,0.007823254
59,0.006703892,0.006995059
60,0.006685394,0.006956108
61,0.006493965,0.006606559
62,0.006369587,0.006421899
63,0.006354475,0.007753498
64,0.00650427,0.006436759
65,0.006409757,0.006421242
66,0.006439954,0.00699039
67,0.006689845,0.006596052
68,0.006571797,0.008066447
69,0.006541878,0.00674459
70,0.006439868,0.006492974
71,0.006329164,0.007088845
72,0.006675795,0.007058125
73,0.006355426,0.006371729
74,0.006515016,0.006875056
75,0.006413011,0.006388351
76,0.006382802,0.00644014
77,0.006467207,0.006468194
78,0.006666651,0.007028373
79,0.00640786,0.006488078
80,0.006628355,0.006373764
81,0.006378402,0.00676086
82,0.006369916,0.00672973
83,0.006435852,0.007503541
84,0.006508906,0.006359326
85,0.006293875,0.006445305
86,0.006251436,0.006421727
87,0.006230892,0.006320099
88,0.006238312,0.006522378
89,0.006476429,0.006321224
90,0.006174251,0.006340832
91,0.006663517,0.00661061
92,0.006217745,0.007687169
93,0.00660335,0.006654321
94,0.00619074,0.006251707
95,0.006403917,0.006352858
96,0.006534595,0.007519472
97,0.006875202,0.006785824
98,0.00618469,0.006354034
99,0.006502114,0.007589209
100,0.006791143,0.007005801
101,0.006524393,0.006498657
102,0.006265662,0.006380849
103,0.006698993,0.006820395
104,0.006426339,0.006352585
105,0.006557848,0.006808526
106,0.006571358,0.007348742
107,0.006588646,0.006584513
108,0.006316837,0.006183179
109,0.006357855,0.006898469
110,0.006049641,0.006248425
111,0.006239194,0.006455027
112,0.006095651,0.006378738
113,0.006210639,0.006329578
114,0.006328959,0.006136484
115,0.006343806,0.00625462
116,0.006370484,0.006722549
117,0.00627234,0.006346492
118,0.006181877,0.006443741
119,0.006467586,0.006356632
120,0.006175935,0.006287245
121,0.006160272,0.007517396
122,0.006462025,0.006216194
123,0.006101871,0.006163222
124,0.006076214,0.006324637
125,0.006090797,0.006736756
126,0.006237813,0.006223792
127,0.006216599,0.006210925
128,0.006219345,0.006236339
129,0.006230216,0.006177855
130,0.006326772,0.006716927
131,0.006312699,0.007019587
132,0.005993439,0.006118976
133,0.006300399,0.006272751
134,0.00608579,0.006575921
135,0.006386521,0.006595867
136,0.006246512,0.006331907
137,0.006069377,0.006070518
138,0.006021189,0.006152985
139,0.006147626,0.006319949
140,0.006192508,0.006108434
141,0.006072422,0.006194793
142,0.006125913,0.00763191
143,0.006426733,0.006406826
144,0.006173666,0.006298983
145,0.006281398,0.006654052
146,0.00651477,0.006154907
147,0.006527862,0.007264243
148,0.006405752,0.00694983
149,0.006353706,0.006501329
150,0.006129561,0.006072138
151,0.006056156,0.006123377
152,0.006479684,0.006122888
153,0.006100103,0.006222259
154,0.006166134,0.006398426
155,0.00634241,0.006677133
156,0.006143454,0.0061423
157,0.006036449,0.006588824
158,0.006025867,0.006489202
159,0.006282033,0.006072077
160,0.006136818,0.006141019
161,0.005998322,0.006086641
162,0.005988449,0.006145035
163,0.006035713,0.006144992
164,0.006128963,0.006363933
165,0.006163262,0.006029024
166,0.00596332,0.006144759
167,0.006092018,0.006212026
168,0.006179318,0.006062628
169,0.006038128,0.005999496
170,0.006032191,0.006355222
171,0.006140192,0.005997298
172,0.005990062,0.006089239
173,0.006201104,0.006048403
174,0.00613522,0.006117718
175,0.006046926,0.005956681
176,0.006002307,0.006039017
177,0.006067019,0.006175299
178,0.005962817,0.005995233
179,0.006110526,0.006264368
180,0.006050499,0.006044952
181,0.005997917,0.006317963
182,0.006145617,0.006052343
183,0.005997356,0.006111949
184,0.006085808,0.006149716
185,0.006065723,0.006368554
186,0.006087182,0.006308948
187,0.006000974,0.005989168
188,0.006026111,0.006276235
189,0.005931124,0.006318229
190,0.005978706,0.005935539
191,0.005989319,0.006243617
192,0.006073773,0.006385847
193,0.005930535,0.005946041
194,0.006074174,0.00635625
195,0.005933988,0.006071368
196,0.005990572,0.006016882
197,0.00599369,0.006038077
198,0.005967493,0.006138545
199,0.005913141,0.006038625
200,0.005991423,0.006130631
201,0.006113257,0.005954748
202,0.005944477,0.006052514
203,0.006060757,0.006302499
204,0.005988495,0.006024009
205,0.006026616,0.005970266
206,0.005917719,0.006629831
207,0.006229965,0.005964959
208,0.005898627,0.006102785
209,0.005957532,0.005924241
210,0.005900223,0.005942253
211,0.00596185,0.005916761
212,0.005969028,0.005984711
213,0.005796382,0.00601838
214,0.005825802,0.005928801
215,0.006100845,0.00619086
216,0.005898822,0.00605287
217,0.005999039,0.006076098
218,0.005871103,0.006282647
219,0.005941845,0.006037095
220,0.005954578,0.005879667
221,0.00619725,0.006241917
222,0.006079275,0.005995947
223,0.005999219,0.005950593
224,0.005879967,0.006079908
225,0.00589703,0.005930307
226,0.005919091,0.005891802
227,0.005890683,0.00603262
228,0.005830027,0.005900474
229,0.005869984,0.00613668
230,0.005918575,0.005843426
231,0.00599876,0.005993177
232,0.005887769,0.005907498
233,0.006168971,0.005975401
234,0.006124955,0.006420796
235,0.00600603,0.005984658
236,0.005925558,0.00636326
237,0.005960869,0.005926613
238,0.005872964,0.005827171
239,0.005941133,0.005942586
240,0.005976433,0.005873044
241,0.005929207,0.005921382
242,0.005858322,0.006103839
243,0.005879464,0.005867377
244,0.005921077,0.00633934
245,0.005828382,0.005961319
246,0.005898226,0.005941849
247,0.005837299,0.006013633
248,0.005801978,0.005871679
249,0.005960083,0.00621579
250,0.006204578,0.006177768
251,0.005831556,0.006242094
252,0.005883954,0.005884841
253,0.005918465,0.006100172
254,0.005981051,0.00593879
255,0.00587087,0.005943859
256,0.005928374,0.006116968
257,0.005967939,0.006276969
258,0.005913747,0.005886307
259,0.00578932,0.006151909
260,0.006025316,0.006095771
261,0.005774753,0.005880324
262,0.005813752,0.006092131
263,0.005830566,0.00616333
264,0.005808799,0.005817261
265,0.006003575,0.006093026
266,0.005806601,0.00628162
267,0.005872137,0.005902992
268,0.005828721,0.005898147
269,0.005952686,0.006039334
270,0.005839508,0.005870406
271,0.005781822,0.005935847
272,0.005843505,0.005963498
273,0.005842255,0.005975228
274,0.00586616,0.005885026
275,0.005806256,0.005885646
276,0.005770679,0.005864736
277,0.005860838,0.005956917
278,0.005801002,0.005837293
279,0.005980677,0.006255775
280,0.005768791,0.006145609
281,0.005674209,0.005892226
282,0.005931485,0.006067335
283,0.005773899,0.005868164
284,0.005752569,0.006108244
285,0.005702259,0.005948101
286,0.005853902,0.006160866
287,0.005885331,0.006006447
288,0.005781494,0.006054313
289,0.005845221,0.006523791
290,0.005895144,0.005803351
291,0.005753875,0.006129597
292,0.005749691,0.006014289
293,0.005890507,0.005987532
294,0.005984407,0.005876573
295,0.005721609,0.006062668
296,0.005806588,0.005859966
297,0.005768468,0.005860029
298,0.005744722,0.005856737
299,0.005829738,0.00586466
300,0.005781197,0.00586162
301,0.005757438,0.005977619
302,0.005880521,0.005863709
303,0.005768739,0.00594442
304,0.005704508,0.005994908
305,0.005803932,0.006072251
306,0.005789307,0.005813829
307,0.005865192,0.005842063
308,0.005853131,0.00608381
309,0.005748536,0.00584785
310,0.00565573,0.005866595
311,0.005819984,0.005981667
312,0.005683564,0.005866633
313,0.005575204,0.005943274
314,0.005739171,0.005846646
315,0.005768516,0.005786052
316,0.005655096,0.005911606
317,0.005856525,0.006165224
318,0.005840649,0.005862704
319,0.005809241,0.00590321
320,0.005598695,0.005843474
321,0.005650927,0.005852737
322,0.005594152,0.005777769
323,0.005562648,0.005893748
324,0.005700045,0.005777076
325,0.005570442,0.005828401
326,0.005702808,0.005850349
327,0.005670341,0.005929142
328,0.005685327,0.006236999
329,0.00575929,0.005987037
330,0.005674872,0.005802892
331,0.005604871,0.005788439
332,0.005625892,0.005754345
333,0.005521488,0.00575499
334,0.005584923,0.005944837
335,0.005627881,0.005862533
336,0.005745457,0.005899845
337,0.005652471,0.00627738
338,0.005764311,0.005792135
339,0.005638038,0.005986628
340,0.005871855,0.005979504
341,0.005618536,0.005845061
342,0.005842721,0.005779254
343,0.005680677,0.005956799
344,0.00564639,0.005827334
345,0.005441843,0.00578793
346,0.005728792,0.005748663
347,0.005677743,0.005802407
348,0.005623235,0.005788849
349,0.0055052,0.005751435
350,0.005506967,0.005964083
351,0.005533621,0.005919456
352,0.005506493,0.006039734
353,0.005707782,0.005788591
354,0.005583484,0.005881744
355,0.005452727,0.005874355
356,0.0055839,0.005753186
357,0.005439325,0.005762688
358,0.005886289,0.005768314
359,0.005561695,0.005707093
360,0.005629838,0.005916079
361,0.005568772,0.006000836
362,0.005698456,0.005749615
363,0.005500916,0.005935383
364,0.00556415,0.005768677
365,0.005529271,0.00581871
366,0.005561795,0.005905776
367,0.005499875,0.005917209
368,0.005568915,0.006073836
369,0.00563883,0.005750818
370,0.005356116,0.005737317
371,0.005475415,0.005816957
372,0.005397279,0.005674263
373,0.005443452,0.005736824
374,0.005416494,0.005739527
375,0.005539715,0.006264827
376,0.005534261,0.005810522
377,0.005554265,0.005904466
378,0.005517189,0.006008493
379,0.005438824,0.005841812
380,0.005526307,0.005746136
381,0.005809258,0.005899644
382,0.005432012,0.005707834
383,0.005436531,0.005830003
384,0.005587652,0.006079426
385,0.005444056,0.005776728
386,0.005575408,0.005822627
387,0.005586789,0.005759175
388,0.005600375,0.005714796
389,0.005544058,0.005811216
390,0.005424307,0.006244202
391,0.005766721,0.006022071
392,0.005352014,0.005728449
393,0.005485887,0.005692464
394,0.005197652,0.00583074
395,0.005401995,0.005767415
396,0.005351879,0.005878036
397,0.00548363,0.00585436
398,0.005370468,0.005756277
399,0.005370139,0.005802302
400,0.005383926,0.006023918
401,0.005443476,0.005643195
402,0.00541329,0.005828688
403,0.005477666,0.005771826
404,0.005609447,0.006040607
405,0.005440126,0.005684274
406,0.005256222,0.005808992
407,0.005512886,0.005923477
408,0.00557236,0.005658072
409,0.005553156,0.005738071
410,0.005278847,0.006056651
411,0.005533701,0.005749576
412,0.005352131,0.005704708
413,0.005300728,0.006125956
414,0.005571729,0.005692536
415,0.005276616,0.005725825
416,0.005238577,0.005826979
417,0.00530845,0.005669856
418,0.005357845,0.006139827
419,0.00560443,0.005801389
420,0.005257913,0.006533429
421,0.005289147,0.005785744
422,0.005419544,0.005929281
423,0.005285204,0.005659949
424,0.005410351,0.005763065
425,0.005220058,0.005912227
426,0.005416327,0.005898736
427,0.005572673,0.005703202
428,0.005388555,0.005672867
429,0.005433051,0.005815299
430,0.005389187,0.005661239
431,0.005366538,0.005818013
432,0.005348122,0.005599171
433,0.005191327,0.005674063
434,0.005317439,0.006002468
435,0.005639047,0.005643854
436,0.00520364,0.005593821
437,0.005337118,0.005757133
438,0.005061942,0.005861918
439,0.00521373,0.006186078
440,0.005902901,0.006032947
441,0.005700698,0.005788784
442,0.00554301,0.005804533
443,0.005498562,0.005815259
444,0.005548637,0.005937483
445,0.005506218,0.005683762
446,0.005433216,0.00575581
447,0.005367882,0.005668166
448,0.005361903,0.006326626
449,0.005509315,0.005619028
450,0.005389644,0.005697152
451,0.005272603,0.005854529
452,0.005412576,0.005596217
453,0.005307377,0.005826357
454,0.005444518,0.005697082
455,0.005193637,0.005609732
456,0.005204235,0.005598214
457,0.005456913,0.005688192
458,0.005511771,0.005811916
459,0.005567437,0.005655135
460,0.005189123,0.005648597
461,0.005307104,0.005505528
462,0.005185957,0.005787188
463,0.005197405,0.005835805
464,0.005107502,0.005721
465,0.005010492,0.005670408
466,0.005112387,0.00560889
467,0.005184846,0.005586211
468,0.005082274,0.005513587
469,0.005203527,0.005850085
470,0.00514535,0.005891006
471,0.005211181,0.005767695
472,0.005340665,0.005774091
473,0.005515781,0.006042448
474,0.005373181,0.005697528
475,0.005194323,0.005570359
476,0.005112531,0.005712455
477,0.004967797,0.005764429
478,0.00507601,0.005789238
479,0.005397335,0.005604256
480,0.005349095,0.005579833
481,0.005156443,0.005634189
482,0.005087946,0.005648232
483,0.005242436,0.005833144
484,0.005113091,0.005482583
485,0.005197522,0.005917679
486,0.005275662,0.005962696
487,0.005301647,0.005872777
488,0.005518631,0.005589802
489,0.005201421,0.005661254
490,0.004996074,0.005632713
491,0.005209729,0.005573947
492,0.005132884,0.005679316
493,0.005022829,0.005643166
494,0.005092476,0.005527984
495,0.005102878,0.005550052
496,0.005396403,0.005524821
497,0.005037286,0.005497232
498,0.005135256,0.005540284
499,0.00527352,0.005757578
500,0.005127017,0.005564202
