DEPT,TCMR,BVI,FFI,T2lm_BVI,T2lm_FFI,Permeability,Permeability_Core
4011.875,0.145303339,0.145629223,0,1.232865191,1.896427894,0.005545104,
4012.5,0.156852798,0.15726692,0,1.302477783,2.551335514,0.007967459,
4013.125,0.15209588,0.151925782,0.000170098,1.565148547,179.3448599,0.008338376,
4013.75,0.144867551,0.143645243,0.001222308,1.566745465,320.1245908,0.006672865,
4014.375,0.140201869,0.138941683,0.001260186,1.588492284,653.5820678,0.005930686,
4015,0.144887289,0.143522983,0.001364306,1.583073166,466.3022483,0.00672471,
4015.625,0.161502621,0.157921862,0.003580759,1.434007707,776.2305365,0.009909652,
4016.25,0.158933965,0.156186283,0.002747681,1.345101455,970.740753,0.008541481,
4016.875,0.139069112,0.136910296,0.002158816,1.41610801,1512.873908,0.005472674,
4017.5,0.127930154,0.128189168,0,1.545253782,5.00955437,0.004172584,
4018.125,0.141130091,0.141606819,0,1.494273959,3.590025643,0.006008511,
4018.75,0.161461994,0.162060428,0,1.251126831,4.484352585,0.00862997,
4019.375,0.141540072,0.141837757,0,1.141589249,1.501015151,0.004620376,
4020,0.138555784,0.138791945,0,1.247225024,3.025925937,0.004628091,
4020.625,0.113497273,0.112442704,0.001054569,1.757897223,127.6782037,0.002810281,
4021.25,0.108367992,0.095073384,0.013294607,1.919483492,243.0035882,0.020015339,
4021.875,0.118627242,0.100699373,0.017927869,1.647656906,99.55683162,0.011933218,
4022.5,0.134332333,0.13460966,0,2.694694592,18.91075568,0.008847375,
4023.125,0.160690621,0.145155076,0.015535545,2.624331453,60.34464597,0.01377179,
4023.75,0.14607831,0.12928193,0.016796381,4.673317492,286.9804039,0.078604183,
4024.375,0.135700262,0.114928476,0.020771786,7.480487809,483.9941198,0.449140264,
4025,0.129250904,0.121527284,0.00772362,7.630634276,311.8636853,0.02010502,
4025.625,0.128530021,0.128390771,0.00013925,6.470964546,65.77454289,0.017583456,
4026.25,0.119828555,0.120755766,0,5.133254173,3.890245899,0.010915014,
4026.875,0.137943133,0.128847569,0.009095563,4.926627356,146.484672,0.015047186,
4027.5,0.162669158,0.142285708,0.02038345,5.018795708,334.0310052,0.213182937,
4028.125,0.187762963,0.166844252,0.020918711,5.018858654,411.9641888,0.363872539,
4028.75,0.182737404,0.16864096,0.014096444,5.165999476,334.7627984,0.086033614,
4029.375,0.168648126,0.160591295,0.008056831,6.535224709,224.2228068,0.045584327,
4030,0.156789012,0.141432795,0.015356217,7.578738559,68.35280622,0.032922826,
4030.625,0.148204161,0.133114246,0.015089915,8.187296763,54.28107119,0.027233968,
4031.25,0.135646298,0.137193478,0,9.448194512,7.56665481,0.033472079,
4031.875,0.133564616,0.135145842,0,8.431762842,7.448743308,0.028127371,
4032.5,0.126405449,0.127428655,0,8.37590603,6.657163671,0.022085142,
4033.125,0.121447929,0.123427022,0,8.665741914,8.008716232,0.020111606,
4033.75,0.114301377,0.116524943,0,9.789533206,11.87991533,0.018048353,
4034.375,0.115638332,0.117196075,0,10.6187303,16.73917346,0.020032025,
4035,0.118218878,0.119598852,0,9.762116187,12.18071321,0.019973401,
4035.625,0.131389299,0.127267029,0.00412227,7.350384769,66.42527076,0.019295701,
4036.25,0.144775727,0.14102123,0.003754498,5.079715379,92.34744743,0.020106827,
4036.875,0.1543186,0.153750808,0.000567792,4.707702861,27.54740965,0.026307445,
4037.5,0.139862508,0.140131591,0,4.895188432,5.806801513,0.018876159,
4038.125,0.130495135,0.125911236,0.0045839,4.752785306,52.8164018,0.011957866,
4038.75,0.132941079,0.124846868,0.008094211,3.926642984,109.0377968,0.010049972,
4039.375,0.14524831,0.135403467,0.009844843,3.583872635,92.93668465,0.012858152,
4040,0.144953437,0.134063021,0.010890416,3.833039511,180.3482934,0.016956786,
4040.625,0.119416633,0.114696456,0.004720177,5.074889562,153.9877759,0.008900378,
4041.25,0.104155814,0.102386484,0.00176933,5.282664353,204.3482267,0.005809377,
4041.875,0.099306699,0.100163114,0,4.312184601,4.216203064,0.004340389,
4042.5,0.118136549,0.118532091,0,3.302679776,2.913527579,0.006519439,
4043.125,0.132703287,0.132899815,0,2.493791467,5.091439083,0.007779607,
4043.75,0.151316015,0.149676635,0.001639379,1.920252232,677.2373413,0.009670849,
4044.375,0.161616575,0.159645859,0.001970717,1.475184002,604.4087611,0.009637557,
4045,0.164090277,0.157502126,0.006588151,1.050041679,150.0111296,0.006885718,
4045.625,0.167855012,0.166699632,0.001155379,1.045312659,31.88667138,0.008072085,
4046.25,0.163373808,0.16369942,0,1.028444845,1.302626743,0.007385324,
4046.875,0.16462502,0.164949806,0,1.044504589,1.287740255,0.007732458,
4047.5,0.159701576,0.159969402,0,1.071144258,2.997145822,0.007014483,
4048.125,0.157695151,0.157930737,0,1.08587317,7.842570248,0.006755317,
4048.75,0.162332598,0.160631546,0.001701052,1.050416066,405.9754254,0.007007141,
4049.375,0.172393613,0.168471477,0.003922135,1.062632457,943.8538047,0.010668434,
4050,0.177162266,0.174146945,0.00301532,1.151184953,1177.049447,0.011733179,
4050.625,0.175045745,0.173760374,0.001285371,1.160335186,295.9821359,0.010579974,
4051.25,0.168918976,0.169259426,0,1.02329274,1.228680036,0.008398686,
4051.875,0.184613272,0.185072894,0,0.984603058,1.416868144,0.011551342,
4052.5,0.16811433,0.168430584,0,1.067441784,1.554622223,0.008590689,
4053.125,0.152042492,0.147590093,0.004452399,1.242620272,1513.932563,0.014903322,
4053.75,0.131479043,0.120223008,0.011256035,1.367735893,2175.048635,0.762273088,
4054.375,0.117503971,0.100848977,0.016654994,1.303305514,1882.872551,2.729193828,
4055,0.141366917,0.123045829,0.018321088,1.128203231,212.4942213,0.053460555,
4055.625,0.137704147,0.120902468,0.016801679,1.251142407,61.12138334,0.005650423,
4056.25,0.143351148,0.123759137,0.019592011,1.303636715,57.42516961,0.007916905,
4056.875,0.147848768,0.131013647,0.016835121,1.226729641,57.2716941,0.006249007,
4057.5,0.168036436,0.164660876,0.00337556,1.343746105,758.9137289,0.010625995,
4058.125,0.210644365,0.203916678,0.006727687,1.583411897,768.9138867,0.039490271,
4058.75,0.249142826,0.239521833,0.009620993,3.04686578,442.3261789,0.117047993,
4059.375,0.302784946,0.271427472,0.031357475,4.430708123,112.5912525,0.363052215,
4060,0.336482551,0.316259432,0.02022312,6.631635739,70.76673332,0.671805512,
4060.625,0.326875098,0.276132213,0.050742884,4.644296026,52.41779929,0.452177347,
4061.25,0.294565663,0.297337312,0,5.948054064,21.7192223,0.464913921,
4061.875,0.262898196,0.229181666,0.03371653,3.561492802,67.72514105,0.157529269,
4062.5,0.265245894,0.231977108,0.033268786,4.316222478,96.38203141,0.238792003,
4063.125,0.260927129,0.214342892,0.046584237,3.508056227,65.2671896,0.274653079,
4063.75,0.255794249,0.256367772,0,4.874266667,17.20668156,0.210553759,
4064.375,0.267273052,0.268448208,0,3.444572087,13.50736691,0.178886396,
4065,0.259649409,0.261233636,0,2.543500997,16.23305682,0.118453608,
4065.625,0.238342477,0.239225674,0,1.640627207,7.04550389,0.053732996,
4066.25,0.183040208,0.174135143,0.008905065,0.986862627,68.94214106,0.00937297,
4066.875,0.146785596,0.14043211,0.006353487,1.140650802,120.5487569,0.00467307,
4067.5,0.126399833,0.123671697,0.002728136,1.25796788,53.56960944,0.002944323,
4068.125,0.121182454,0.120500745,0.000681709,1.249485811,29.74756962,0.002634454,
4068.75,0.137410605,0.137487741,0,1.191244095,26.00750511,0.004256539,
4069.375,0.184812767,0.182687184,0.002125583,1.219951941,1017.878803,0.013800108,
4070,0.218775346,0.218061701,0.000713645,1.48441538,192.7658542,0.033564044,
4070.625,0.236694468,0.235560062,0.001134406,1.647950871,247.4358289,0.050741065,
4071.25,0.22490099,0.208007373,0.016893617,1.315107185,64.18644216,0.027974975,
4071.875,0.208748275,0.19430543,0.014442845,1.317360705,76.7800023,0.021342907,
4072.5,0.186418799,0.17429242,0.012126378,1.380274089,86.99136591,0.014373709,
4073.125,0.166198207,0.15259578,0.013602427,1.395833989,200.0721854,0.021272136,
4073.75,0.173021952,0.155867027,0.017154925,1.267617427,805.5863491,0.569537622,
4074.375,0.172189687,0.162238638,0.009951049,1.109048744,1491.581369,0.225840793,
4075,0.191996623,0.193038423,0,1.702457279,10.45690032,0.023640206,
4075.625,0.35746998,0.360360367,0,6.843093997,9.514622926,1.153986124,
4076.25,0.47852608,0.427658166,0.050867914,9.65644902,226.0857118,6.652345478,
4076.875,0.450291369,0.392296919,0.05799445,8.958690537,368.7968375,17.50759927,
4077.5,0.27375745,0.243396923,0.030360527,4.101903896,789.7034211,5.442611522,
4078.125,0.133551357,0.132177341,0.001374016,1.238357824,95.42125575,0.003780171,
4078.75,0.140530481,0.139846857,0.000683624,1.275470713,248.4270011,0.004878579,
4079.375,0.146421648,0.146696999,0,1.154858394,1.805202726,0.005348274,
4080,0.142826737,0.143299876,0,1.119909053,1.433996823,0.004722435,
4080.625,0.141979901,0.142423951,0,1.12482549,1.388119162,0.004628255,
4081.25,0.144213666,0.144330106,0,1.06853452,5.603014859,0.004636778,
4081.875,0.152159735,0.15204035,0.000119384,1.003136061,13.03461969,0.005360376,
4082.5,0.153553122,0.151794714,0.001758408,0.962556946,83.59879219,0.005111046,
4083.125,0.155507165,0.152840235,0.00266693,0.950317123,30.06259014,0.0051863,
4083.75,0.156709109,0.15604906,0.000660048,0.981095632,15.40993309,0.005817763,
4084.375,0.158076853,0.156808197,0.001268656,0.990105459,147.6576763,0.005986838,
4085,0.156369483,0.155378342,0.000991141,0.993054867,184.4288387,0.005788417,
4085.625,0.157429403,0.155751299,0.001678104,0.99346538,189.3637595,0.005849121,
4086.25,0.151581324,0.148703169,0.002878155,1.03423959,33.62050936,0.005057882,
4086.875,0.156848225,0.156407392,0.000440834,1.131480863,94.22127674,0.00677137,
4087.5,0.131611909,0.129078685,0.002533225,1.176464983,55.87348706,0.003267142,
4088.125,0.129981191,0.12737604,0.002605151,1.183425792,61.44018106,0.003116982,
4088.75,0.121262323,0.11998033,0.001281993,1.252664951,18.41919152,0.002595833,
4089.375,0.154273682,0.153070708,0.001202974,1.736693608,298.6800233,0.009536229,
4090,0.199348642,0.195099126,0.004249516,1.86513802,1007.462512,0.030332825,
4090.625,0.190764769,0.183643096,0.007121673,1.67977748,106.5273025,0.019397048,
4091.25,0.160998391,0.161216376,0,1.371670019,9.102337799,0.009265871,
4091.875,0.130367688,0.130693266,0,0.996857676,1.305116407,0.002908346,
4092.5,0.116188948,0.116434908,0,1.101607021,1.298496005,0.002024695,
4093.125,0.127646627,0.125805712,0.001840915,1.534736591,495.9762347,0.003872712,
4093.75,0.120006467,0.118676773,0.001329694,2.055401849,172.8186716,0.004078112,
4094.375,0.116715044,0.116970147,0,2.940779354,4.061866981,0.005505067,
4095,0.118502944,0.118671891,0,3.732452883,4.227098398,0.007402626,
4095.625,0.124015626,0.124407697,0,4.570588914,6.550565799,0.010948665,
4096.25,0.133542311,0.133774353,0,3.984960875,6.639655195,0.012761905,
4096.875,0.125828109,0.126144828,0,3.395007681,4.033761553,0.008596438,
4097.5,0.107293808,0.10769148,0,3.578885835,17.79498564,0.004813636,
4098.125,0.107340443,0.10537573,0.001964713,3.1332455,147.3068634,0.003866519,
4098.75,0.10402895,0.099928722,0.004100229,2.255299506,771.340227,0.003930482,
4099.375,0.101593695,0.098975059,0.002618636,1.654260254,313.4731601,0.001633681,
4100,0.101921919,0.099856875,0.002065044,1.641501789,133.5163054,0.001635366,
4100.625,0.097536432,0.094689982,0.002846451,1.453128567,97.16343697,0.001174406,
4101.25,0.087957981,0.086672551,0.00128543,1.7848193,90.8032748,0.001007436,
4101.875,0.08251981,0.083020951,0,1.933860151,2.162359641,0.000918705,
4102.5,0.08271825,0.083131633,0,1.902113901,1.979993562,0.000908452,
4103.125,0.089033494,0.089258123,0,1.943911211,2.244492682,0.001233864,
4103.75,0.095442843,0.095541734,0,2.007168913,3.604802628,0.001672463,
4104.375,0.107736106,0.107828525,0,1.842504058,3.983573162,0.002490824,
4105,0.110616661,0.110194001,0.00042266,2.972983271,119.7686568,0.004383538,
4105.625,0.114191923,0.109405866,0.004786057,5.751009959,811.3907429,0.011694001,
4106.25,0.120906288,0.108792954,0.012113334,5.742334834,160.2673699,0.013574615,
4106.875,0.121080069,0.113682284,0.007397785,4.074426962,124.8071023,0.007271686,
4107.5,0.102663183,0.102931979,0,2.668252229,6.3930319,0.002995216,
4108.125,0.091256193,0.091569766,0,1.963544211,3.643574993,0.00138054,
4108.75,0.091593432,0.091914662,0,1.610438496,2.371453305,0.001149432,
4109.375,0.11844653,0.11894622,0,1.384195964,1.844364597,0.002770768,
4110,0.138802297,0.139320173,0,1.333242229,1.801513709,0.005023022,
4110.625,0.139535722,0.139891016,0,1.323160331,1.804909316,0.005067243,
4111.25,0.130993925,0.131288848,0,1.281836413,1.761594536,0.003808412,
4111.875,0.130577882,0.13102135,0,1.238825632,2.23531503,0.003650719,
4112.5,0.118787719,0.11910921,0,1.155064314,2.49994335,0.00232481,
4113.125,0.116488876,0.116174519,0.000314357,1.212452208,158.0959166,0.002208557,
4113.75,0.115732386,0.115090204,0.000642181,1.264796489,288.8433879,0.002219228,
4114.375,0.130762042,0.129696448,0.001065594,1.277979886,261.1469557,0.003616945,
4115,0.122450911,0.121826737,0.000624175,1.412531644,242.1909512,0.003111581,
4115.625,0.092776039,0.092970129,0,1.558290159,1.193024547,0.001164185,
4116.25,0.078189184,0.079084047,0,2.010408246,1.967971669,0.000786393,
4116.875,0.07818991,0.079244853,0,2.031543381,2.044394053,0.000801144,
4117.5,0.089153738,0.089369318,0,1.713477084,1.515869906,0.00109303,
4118.125,0.102604261,0.101880416,0.000723844,1.705117879,145.5923836,0.001837092,
4118.75,0.113886732,0.114109724,0,1.535026924,3.733616809,0.002602595,
4119.375,0.133223154,0.132409268,0.000813885,1.199743953,221.9031231,0.003687972,
4120,0.140489383,0.139239144,0.001250239,0.993141797,317.4272831,0.00373545,
4120.625,0.140057014,0.137240136,0.002816878,1.008162746,1280.382639,0.004608646,
4121.25,0.138082558,0.13481345,0.003269108,1.238468517,438.9415398,0.004310945,
4121.875,0.13230553,0.129858298,0.002447232,1.601305364,123.9255026,0.004559088,
4122.5,0.134972987,0.135136267,0,1.638267604,4.490638209,0.00546352,
4123.125,0.128984221,0.129177625,0,1.498200643,2.223225521,0.004171758,
4123.75,0.122174439,0.118644513,0.003529926,1.306141301,87.47762346,0.00259998,
4124.375,0.135549749,0.130595727,0.004954022,1.0859319,191.5486304,0.003379772,
4125,0.129513396,0.123876541,0.005636856,0.948194463,170.8460268,0.002527504,
4125.625,0.121877486,0.116968036,0.00490945,0.88275966,132.7190059,0.001754714,
4126.25,0.123258707,0.121516503,0.001742204,0.920859804,52.89350993,0.002008123,
4126.875,0.1282762,0.126235722,0.002040478,1.103210776,717.8305787,0.002890805,
4127.5,0.117893482,0.117104492,0.00078899,1.501650397,88.72326005,0.00282402,
4128.125,0.137044623,0.134879726,0.002164897,1.372509534,133.9635958,0.004546517,
4128.75,0.138296774,0.136235071,0.002061703,1.209158134,110.4766066,0.004167433,
4129.375,0.132474771,0.128228469,0.004246302,1.137730518,45.56292283,0.003082685,
4130,0.130419344,0.130755411,0,1.259437459,3.026305624,0.003681419,
4130.625,0.128865894,0.128090379,0.000775515,1.265538703,119.5383202,0.003406811,
4131.25,0.137944492,0.138348531,0,1.216663202,2.947601724,0.004457266,
4131.875,0.14530516,0.145842685,0,1.194675442,2.366347233,0.005404911,
4132.5,0.141734387,0.142142998,0,1.167353061,3.280638102,0.004765452,
4133.125,0.143743935,0.142026271,0.001717664,1.38506612,419.7712091,0.005651004,
4133.75,0.162108028,0.156185285,0.005922742,3.650992051,866.4178697,0.030962903,
4134.375,0.181438833,0.169681086,0.011757747,7.522898712,566.0704111,0.123602146,
4135,0.174008645,0.151450396,0.022558249,8.233631109,188.0082024,0.134850921,
4135.625,0.140961864,0.126941379,0.014020485,7.210308773,197.659427,0.033819505,
4136.25,0.107207047,0.105973125,0.001233922,8.663850482,95.77058208,0.010927036,
4136.875,0.099706587,0.099751958,0,10.38641055,5.571903418,0.010283743,
4137.5,0.101021405,0.101453687,0,11.97664338,76.13533881,0.012688388,
4138.125,0.108714486,0.072551187,0.0361633,7.080588886,63.03575132,0.069920625,
4138.75,0.12174032,0.087303202,0.034437118,11.99389147,115.4920138,0.194558181,
4139.375,0.133005391,0.072198277,0.060807114,6.787327183,92.62757945,1.174844696,
4140,0.129144533,0.094456383,0.03468815,8.365115731,103.592308,0.162033264,
4140.625,0.120549363,0.114253193,0.00629617,11.48244226,304.1857594,0.021020317,
4141.25,0.131088733,0.10360376,0.027484973,10.15720029,81.47779428,0.049586774,
4141.875,0.142524716,0.10911951,0.033405205,10.9940724,128.5330801,0.221311887,
4142.5,0.132828502,0.095832922,0.03699558,8.318931152,97.34137979,0.184514962,
4143.125,0.120768438,0.080601922,0.040166515,4.317499988,68.01991325,0.122250633,
4143.75,0.124013097,0.112915853,0.011097244,6.623987256,54.48401197,0.011218295,
4144.375,0.13502915,0.137924448,0,9.927234361,16.30203655,0.035924712,
4145,0.132050352,0.132697055,0,9.350262464,7.400492162,0.028991383,
4145.625,0.113470381,0.115210581,0,10.01522116,8.924309766,0.017645339,
4146.25,0.094426412,0.095640566,0,8.845827322,6.74762086,0.007401283,
4146.875,0.09561688,0.097476844,0,8.032198102,11.47057165,0.007251707,
4147.5,0.110791652,0.111363539,0,8.083184554,71.78257165,0.012432389,
4148.125,0.120475253,0.11860988,0.001865373,8.868285169,236.853826,0.017558651,
4148.75,0.101461385,0.102266668,0,9.169340254,65.72449638,0.01002939,
4149.375,0.089618433,0.08998051,0,4.16423746,5.341445007,0.00272979,
4150,0.084968156,0.085187753,0,2.510093266,4.20646815,0.0013219,
4150.625,0.08422089,0.084482502,0,3.189886557,19.7663137,0.001624959,
4151.25,0.092293983,0.092116968,0.000177015,8.321141421,84.31214669,0.005991581,
4151.875,0.108010976,0.081036775,0.026974201,11.39314981,74.67311114,0.034433732,
4152.5,0.130613827,0.09424317,0.036370657,16.23688206,73.62642955,0.107666201,
4153.125,0.137212397,0.10347131,0.033741087,12.94879598,53.99347843,0.052627526,
4153.75,0.135484632,0.136668,0,14.25889073,9.201431482,0.04974542,
4154.375,0.12639377,0.127964538,0,11.62548711,9.942881905,0.03117236,
4155,0.131596599,0.10476663,0.026829969,8.896337049,48.3572979,0.022835006,
4155.625,0.147533225,0.062739169,0.084794056,3.71344632,58.82852473,1.789687456,
4156.25,0.172058829,0.060740757,0.111318072,4.488180889,59.97432918,5.523845679,
4156.875,0.17847657,0.150869144,0.027607426,20.57303604,81.74420808,0.145402597,
4157.5,0.173239392,0.148928142,0.02431125,19.82776484,69.23943869,0.11428654,
4158.125,0.163044742,0.164637845,0,17.2218895,19.05726558,0.126531743,
4158.75,0.159865915,0.147659413,0.012206502,8.520673193,43.24587406,0.040921113,
4159.375,0.148263913,0.143147261,0.005116652,5.741226675,187.2920451,0.024347077,
4160,0.131567294,0.12066706,0.010900235,4.410463735,223.1428133,0.016379847,
4160.625,0.112478582,0.097996303,0.014482279,6.705276279,179.0301169,0.020283175,
4161.25,0.108116269,0.101160043,0.006956225,8.367091104,83.84295883,0.008926746,
4161.875,0.113489764,0.114450055,0,5.839212894,5.858650928,0.01001886,
4162.5,0.119217403,0.119747378,0,3.04184453,5.689007916,0.006254622,
4163.125,0.118105793,0.11878703,0,2.02355618,3.104917876,0.004028945,
4163.75,0.11108925,0.111566811,0,1.87195484,2.22526543,0.00290025,
4164.375,0.109512783,0.109799375,0,1.816631443,1.876095479,0.002640379,
4165,0.113080202,0.11096065,0.002119552,1.658878201,29.72909906,0.002514903,
4165.625,0.133352396,0.131389145,0.001963251,1.540740894,141.0889472,0.004594594,
4166.25,0.150043503,0.149416989,0.000626514,1.322863819,43.23441462,0.006593488,
4166.875,0.155203818,0.155281082,0,1.129894932,2.116018839,0.006569196,
4167.5,0.15256967,0.151959514,0.000610156,1.043547962,20.78597211,0.005564473,
4168.125,0.134611139,0.132681158,0.001929981,1.123640626,59.10148769,0.003482771,
4168.75,0.144547536,0.141426711,0.003120825,1.09379081,112.0707222,0.00438774,
4169.375,0.13654189,0.134115239,0.002426651,1.203118326,140.7644374,0.003899301,
4170,0.138130391,0.134298348,0.003832043,1.118653489,206.2037428,0.003730657,
4170.625,0.139144168,0.134373684,0.004770485,1.043229833,287.3442172,0.003828854,
4171.25,0.133256262,0.127092626,0.006163636,1.130364188,321.0636717,0.004436921,
4171.875,0.122446017,0.116576517,0.0058695,1.341102492,253.5491234,0.003239895,
4172.5,0.128810165,0.121421255,0.00738891,2.077865211,150.5433087,0.00519197,
4173.125,0.133666417,0.101040851,0.032625566,2.771739341,85.49652201,0.085707789,
4173.75,0.140712663,0.054932852,0.08577981,2.95079217,105.4044448,6.015580877,
4174.375,0.15656089,0.024469046,0.132091844,2.783344922,117.9544799,42.35776083,
4175,0.164631181,0.011655011,0.15297617,5.143683046,103.8811458,59.09743154,
4175.625,0.176495838,0.113390987,0.06310485,43.76427164,95.36785383,1.514647154,
4176.25,0.188472051,0.107277638,0.081194413,29.3561544,61.52641708,1.684115464,
4176.875,0.188011055,0.089204509,0.098806545,26.47596953,54.71856442,2.870490659,
4177.5,0.177122453,0.068603474,0.108518979,30.67055677,59.10091074,4.850871861,
4178.125,0.177513321,0.038033948,0.139479373,30.55441634,75.46614676,21.55545403,
4178.75,0.177551704,0.056814231,0.120737473,30.47453546,103.7509475,22.87772085,
4179.375,0.153412675,0.066825902,0.086586773,16.00910393,109.9946471,6.803825232,
4180,0.119424191,0.098999259,0.020424932,9.746328296,211.4316506,0.087162523,
4180.625,0.094387287,0.084689682,0.009697605,3.365935582,52.3732568,0.001974114,
4181.25,0.102055486,0.087230969,0.014824517,3.349228555,129.543169,0.01004419,
4181.875,0.114468555,0.08611896,0.028349595,5.262262761,106.4897856,0.076143735,
4182.5,0.124565366,0.11496614,0.009599226,11.22321806,137.5683165,0.021213244,
4183.125,0.130288019,0.132444985,0,10.79448081,9.466094423,0.033215732,
4183.75,0.125019259,0.126749459,0,8.062727112,7.23999563,0.020809729,
4184.375,0.111063763,0.112081716,0,6.149404845,5.898466069,0.009704478,
4185,0.100800958,0.10158299,0,5.373674941,4.211782371,0.005722099,
4185.625,0.099710983,0.100576023,0,5.914598103,5.77140216,0.006052058,
4186.25,0.103974025,0.104052428,0,7.484007553,3.648781029,0.008772898,
4186.875,0.10062257,0.084417385,0.016205185,8.231370587,151.9265711,0.020098041,
4187.5,0.094422168,0.073005828,0.021416341,10.63881968,254.5525806,0.139334822,
4188.125,0.108472761,0.082547256,0.025925505,17.20981404,278.1089711,0.357403615,
4188.75,0.129049706,0.10067507,0.028374636,17.00315983,203.8233221,0.28676236,
4189.375,0.152320227,0.115340256,0.03697997,14.95430688,126.6332479,0.326355922,
4190,0.145243892,0.12457535,0.020668542,14.95561869,142.3925171,0.073020117,
4190.625,0.153176757,0.144428327,0.00874843,8.280752137,151.2654853,0.037371542,
4191.25,0.170772015,0.171045977,0,3.897259152,5.235741976,0.033358825,
4191.875,0.20748808,0.196518869,0.010969211,2.352793769,97.97723686,0.036481214,
4192.5,0.251461713,0.238677397,0.012784317,2.425028117,147.2661322,0.084490847,
4193.125,0.239733147,0.219427756,0.02030539,2.010715712,61.04661698,0.052949379,
4193.75,0.201798241,0.202192896,0,1.950582513,13.76608575,0.032600773,
4194.375,0.148718467,0.148762155,0,1.022967708,2.644429679,0.005009931,
4195,0.13796835,0.136055532,0.001912818,0.912202883,33.73307173,0.003125917,
4195.625,0.14215375,0.142679901,0,0.974297281,1.325253691,0.00403778,
4196.25,0.137428663,0.137698301,0,1.044384237,1.277012189,0.003754695,
4196.875,0.122828638,0.121034162,0.001794476,1.378545074,51.36200768,0.002958646,
4197.5,0.104708612,0.10492937,0,1.914466257,1.674552522,0.002320791,
4198.125,0.08776435,0.078359963,0.009404387,2.938676824,196.6576149,0.004133098,
4198.75,0.048525342,0.044118498,0.004406845,5.323340754,1142.83132,0.005127464,
4199.375,0.025014741,0.013820145,0.011194596,5.522825303,1626.623719,0.415537258,
4200,0.01132334,0.008372113,0.002951227,1.481121346,92.60751233,6.5786E-06,
4200.625,0.009240689,0.008787031,0.000453658,0.966957559,23.1170018,5.78733E-08,
4201.25,0.007887409,0.000131892,0.007755516,2.397942747,686.7349297,0.017061656,
4201.875,0.007885655,0.000131891,0.007753764,2.39792069,686.7255442,0.017045771,
4202.5,0.007895413,0.000131898,0.007763515,2.398051035,686.7376002,0.017132286,
4203.125,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4203.75,0.007891014,0.000131895,0.007759119,2.397995639,686.7141596,0.017092346,
4204.375,0.007889263,0.000131894,0.007757369,2.397973581,686.7049573,0.017076469,
4205,0.007889263,0.000131894,0.007757369,2.397973581,686.7049573,0.017076469,
4205.625,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4206.25,0.007891014,0.000131895,0.007759119,2.397995639,686.7141596,0.017092346,
4206.875,0.007891014,0.000131895,0.007759119,2.397995639,686.7141596,0.017092346,
4207.5,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4208.125,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4208.75,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4209.375,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4210,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4210.625,0.007890151,0.000131895,0.007758256,2.397984756,686.7096431,0.01708452,
4211.25,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4211.875,0.007896274,0.000131898,0.007764376,2.398061917,686.7420522,0.017140104,
4212.5,0.007891014,0.000131895,0.007759119,2.397995639,686.7141596,0.017092346,
4213.125,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4213.75,0.007891014,0.000131895,0.007759119,2.397995639,686.7141596,0.017092346,
4214.375,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4215,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4215.625,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4216.25,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4216.875,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4217.5,0.007895413,0.000131898,0.007763516,2.398051057,686.7375382,0.017132286,
4218.125,0.007892768,0.000131896,0.007760872,2.398017763,686.7234969,0.017108264,
4218.75,0.007896274,0.000131898,0.007764376,2.398061917,686.7420522,0.017140104,
4219.375,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4220,0.007896274,0.000131898,0.007764376,2.398061917,686.7420522,0.017140104,
4220.625,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4221.25,0.007896274,0.000131898,0.007764376,2.398061917,686.7420522,0.017140104,
4221.875,0.007897166,0.000131899,0.007765268,2.398073161,686.7467269,0.017148215,
4222.5,0.007896274,0.000131898,0.007764376,2.398061917,686.7420522,0.017140104,
4223.125,0.007896274,0.000131898,0.007764376,2.398061917,686.7420522,0.017140104,
4223.75,0.007898127,0.0001319,0.007766227,2.398092749,686.7120477,0.017154954,
4224.375,0.007898127,0.0001319,0.007766227,2.398092749,686.7120477,0.017154954,
4225,0.007898127,0.0001319,0.007766227,2.398092749,686.7120477,0.017154954,
4225.625,0.007894521,0.000131897,0.007762624,2.398039834,686.7328298,0.01712418,
4226.25,0.007899021,0.0001319,0.007767121,2.398103995,686.7168657,0.017163099,
