DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N,K_CORE_AIR,K_CORE_BRINE
4293.5,8.73,86.302,81.042,2.1,78.125,0.209,2.435,2.64,0.161,0.249,99.01,201.3,0.162880017,2.717,7.119,7.08E-11,9.73E-10,0.019967908,,
4294,8.74,87.391,85.612,2.09,78.125,0.225,2.428,2.63,0.165,0.272,97.51,195.25,0.154646425,2.716,7.041,2.96E-10,3.61E-09,0.029951851,,
4294.5,8.74,89.62,91.356,2.16,78.125,0.229,2.41,2.61,0.176,0.272,96.65,191.03,0.154302946,2.713,6.978,7.20E-07,4.46E-06,0.039935793,,
4295,8.74,87.586,90.602,2.29,78.125,0.22,2.396,2.58,0.184,0.252,98.8,190.78,0.158760758,2.706,7.148,0.000186001,0.000717841,0.049919736,,
4295.5,8.75,88.826,91.022,2.28,78.125,0.216,2.385,2.57,0.19,0.238,101.28,195.1,0.165235615,2.707,7.199,0.011973069,0.032638317,0.051432973,,
4296,8.73,90.316,94.644,2.19,78.125,0.225,2.383,2.57,0.191,0.254,102.03,199.66,0.166000917,2.717,7.093,0.015149093,0.040488231,0.052946211,,
4296.5,8.74,95.981,100.84,2.05,78.125,0.226,2.394,2.57,0.185,0.26,102.92,204.23,0.161353408,2.736,6.837,0.003169658,0.009651205,0.054459449,,
4297,8.74,98.202,99.234,1.94,78.125,0.23,2.407,2.57,0.177,0.272,101.68,210.48,0.157218604,2.745,6.857,0.000210721,0.000804363,0.055972687,,
4297.5,8.72,100.778,100.554,1.85,78.125,0.236,2.41,2.6,0.176,0.283,100.51,207.67,0.158663144,2.741,7.093,0.000210721,0.000804363,0.057485924,,
4298,8.74,99.091,99.014,1.86,77.773,0.241,2.404,2.63,0.179,0.291,98.11,203.63,0.162349611,2.727,7.201,5.28E-09,4.92E-08,0.045988946,,
4298.5,8.74,100.6,100.495,1.89,77.537,0.241,2.401,2.64,0.181,0.289,96.05,196.09,0.158275178,2.716,7.062,3.20E-14,8.06E-13,0.034491967,,
4299,8.76,93.759,90.032,2.04,77.969,0.233,2.406,2.61,0.178,0.277,91.9,186.94,0.149837979,2.71,6.67,5.23E-12,8.63E-11,0.022994989,,
4299.5,8.74,85.002,77.321,2.21,77.891,0.215,2.413,2.56,0.174,0.25,89.14,179.12,0.159441785,2.704,6.52,4.21E-11,5.96E-10,0.01149801,,
4300,8.75,70.69,60.137,2.48,77.904,0.187,2.435,2.49,0.161,0.21,91.76,175.19,0.162986442,2.702,6.553,6.83E-12,1.14E-10,1.03E-06,,
4300.5,8.75,66.832,54.238,2.72,77.891,0.159,2.452,2.46,0.151,0.167,92.04,178.5,0.154799281,2.699,7.063,3.58E-11,5.22E-10,8.49E-07,,
4301,8.75,68.666,57.05,2.74,77.852,0.166,2.457,2.53,0.148,0.182,92.54,184.37,0.155982655,2.703,7.757,9.34E-12,1.51E-10,6.67E-07,,
4301.5,8.76,77.19,66.077,2.54,77.617,0.183,2.445,2.72,0.155,0.207,88.99,183.47,0.158181312,2.706,8.702,3.07E-13,6.59E-12,4.85E-07,,
4302,8.75,82.212,69.735,2.42,77.539,0.195,2.442,2.95,0.157,0.227,86.53,179.53,0.147512386,2.708,9.32,8.58E-12,1.40E-10,3.03E-07,,
4302.5,8.75,82.357,73.639,2.73,77.5,0.184,2.457,3.16,0.148,0.214,86.38,176.54,0.136767086,2.708,9.589,1.67E-11,2.58E-10,1.21E-07,,
4303,8.72,79.302,71.462,3.11,77.695,0.169,2.476,3.3,0.137,0.195,89.2,180.17,0.128319228,2.707,9.442,2.62E-09,2.67E-08,1.38E-07,,
4303.5,8.73,77.794,70.604,3.2,77.578,0.169,2.488,3.34,0.13,0.201,92.77,188.97,0.13695113,2.706,9.012,3.41E-09,3.41E-08,1.55E-07,,
4304,8.75,80.222,73.84,2.91,77.5,0.175,2.478,3.28,0.136,0.207,95.36,194.59,0.147095568,2.705,8.731,2.12E-09,2.20E-08,1.71E-07,,
4304.5,8.73,85.132,78.518,2.75,77.684,0.197,2.466,3.16,0.142,0.239,95.96,194.19,0.152681399,2.712,8.388,1.13E-09,1.23E-08,1.88E-07,,
4305,8.75,82.433,77.324,2.53,77.5,0.198,2.454,3.05,0.149,0.237,89.94,188.91,0.148791224,2.718,8.236,6.31E-11,8.68E-10,2.05E-07,,
4305.5,8.73,79.742,76.938,2.63,77.5,0.191,2.461,3,0.146,0.228,87.09,184.59,0.145712271,2.719,8.151,4.11E-09,4.02E-08,1.68E-07,,
4306,8.74,75.334,72.597,2.77,77.5,0.178,2.466,2.96,0.143,0.208,92.05,183.34,0.152760681,2.712,8.056,2.93E-08,2.45E-07,1.31E-07,,
4306.5,8.73,77.785,74.287,2.8,77.5,0.171,2.473,2.85,0.139,0.198,92.75,186.85,0.15351196,2.702,7.808,9.49E-08,7.19E-07,9.41E-08,,
4307,8.75,82.053,78.046,2.52,77.5,0.176,2.473,2.71,0.139,0.207,95.36,191.43,0.156436891,2.698,7.389,5.92E-08,4.64E-07,5.72E-08,,
4307.5,8.74,90.268,85.221,2.23,77.422,0.186,2.466,2.58,0.143,0.221,93.12,192.03,0.150764116,2.699,7.117,9.14E-12,1.48E-10,2.02E-08,,
4308,8.73,94.19,87.892,2.02,77.5,0.196,2.444,2.54,0.156,0.229,92.3,187.01,0.148799974,2.703,6.884,4.52E-10,5.32E-09,4.07E-05,,
4308.5,8.75,95.229,87.713,2.26,77.463,0.203,2.422,2.55,0.169,0.232,93.05,184.62,0.148176084,2.703,6.881,6.97E-09,6.54E-08,8.14E-05,,
4309,8.73,89.892,83.732,2.52,77.734,0.202,2.412,2.56,0.174,0.226,95.87,184.46,0.155657041,2.7,6.847,8.44E-08,6.43E-07,0.000122152,,
4309.5,8.73,92.26,85.762,2.51,77.539,0.199,2.41,2.55,0.175,0.221,95.52,187.13,0.151248958,2.697,6.879,7.46E-08,5.73E-07,0.000162863,,
4310,8.74,94.548,88.524,2.49,77.5,0.202,2.409,2.54,0.176,0.224,96.16,189.09,0.150853094,2.699,6.842,2.15E-08,1.82E-07,0.000203574,,
4310.5,8.73,97.739,90.352,2.43,77.5,0.201,2.411,2.52,0.175,0.224,96.64,191.01,0.151766699,2.702,6.846,4.30E-10,5.08E-09,0.011662449,,
4311,8.74,98.525,91.485,2.39,77.461,0.204,2.413,2.51,0.174,0.231,98.77,194.41,0.157849471,2.702,6.837,1.31E-10,1.71E-09,0.023121325,,
4311.5,8.72,96.026,91.42,2.34,77.5,0.213,2.41,2.54,0.176,0.245,96.41,195.07,0.154717449,2.697,6.689,5.52E-11,7.75E-10,0.034580201,,
4312,8.73,95.034,91.932,2.32,77.5,0.223,2.405,2.58,0.178,0.26,90.96,189.08,0.150887387,2.694,6.588,8.15E-06,4.24E-05,0.046039076,,
4312.5,8.72,88.542,84.207,2.25,77.5,0.223,2.413,2.6,0.174,0.263,84.92,180.49,0.152621552,2.696,6.503,0.436569348,0.914367081,0.057497952,,
4313,8.72,80.381,78.135,2.29,77.5,0.193,2.434,2.61,0.161,0.22,84.47,178.71,0.15433711,2.708,6.626,0.36955655,0.784500725,0.050731485,,
4313.5,8.72,72.903,70.719,2.42,77.344,0.165,2.452,2.59,0.151,0.179,89.81,185.68,0.142524333,2.718,6.899,0.538457039,1.108005632,0.043965018,,
4314,8.74,72.512,70.478,2.53,77.5,0.166,2.446,2.6,0.154,0.177,99.96,200.48,0.160199776,2.735,7.2,0.492243834,1.020938385,0.037198551,,
4314.5,8.73,86.79,82.85,2.09,77.617,0.198,2.42,2.61,0.17,0.223,106.8,217.99,0.167779105,2.742,7.566,0.210316469,0.468377404,0.030432084,,
4315,8.74,103.472,98.696,1.69,77.773,0.234,2.389,2.67,0.188,0.272,109.03,227.32,0.141824717,2.744,7.689,0.055519388,0.138167545,0.023665616,,
4315.5,8.72,117.408,113.458,1.43,78.052,0.26,2.383,2.7,0.191,0.314,109.36,230.36,0.138,2.739,7.822,0.080167426,0.193595326,0.025694678,,
4316,8.73,121.109,115.802,1.37,78.125,0.265,2.39,2.76,0.187,0.325,109.28,231.07,0.139,2.739,7.869,0.087904331,0.21061597,0.02772374,,
4316.5,8.72,126.84,122.111,1.33,78.125,0.272,2.403,2.8,0.179,0.341,109.62,231.88,0.143,2.746,7.914,0.111070267,0.260885404,0.029752802,,
4317,8.73,130.168,124.724,1.29,78.125,0.271,2.401,2.86,0.181,0.338,109.66,232.44,0.148,2.752,7.872,0.148554625,0.340507926,0.031781864,,
4317.5,8.73,137.034,130.587,1.25,78.235,0.272,2.4,2.92,0.181,0.339,109.58,232.96,0.142,2.754,7.889,0.111410049,0.261613186,0.033810926,,
4318,8.72,135.324,128.425,1.22,78.555,0.274,2.396,3.03,0.184,0.341,109.84,233.42,0.169,2.746,7.98,0.308933767,0.666897987,0.041689567,,
4318.5,8.72,135.316,127.988,1.21,78.75,0.272,2.401,3.15,0.181,0.34,110.53,235.28,0.176,2.739,8.042,0.383721319,0.813951977,0.049568207,,
4319,8.73,132.295,124.443,1.21,78.75,0.277,2.407,3.24,0.177,0.35,111.36,238.38,0.177,2.727,7.964,0.36265999,0.773106361,0.057446848,,
4319.5,8.73,131.539,125.176,1.2,79.102,0.267,2.416,3.18,0.172,0.336,112.84,242.3,0.182,2.719,7.901,0.421768957,0.888075438,0.065325488,,
4320,8.74,130.929,126.473,1.2,79.18,0.268,2.42,3.05,0.17,0.339,114.66,245.18,0.195,2.714,7.87,0.596752534,1.221552111,0.073204128,,
4320.5,8.73,128.328,126.395,1.22,79.485,0.263,2.411,2.99,0.175,0.329,115.21,241.93,0.198,2.716,7.961,0.653740913,1.32819041,0.070769275,,
4321,8.74,128.123,125.838,1.19,79.648,0.279,2.4,3.07,0.182,0.351,112.3,229.82,0.199,2.716,8.103,0.718367332,1.447680517,0.068334421,,
4321.5,8.73,131.697,132.314,1.21,80,0.28,2.388,3.26,0.188,0.348,108.37,217.21,0.188,2.715,8.364,0.535446526,1.105012644,0.065899568,,
4322,8.74,146.75,149.347,1.45,80,0.29,2.379,3.48,0.194,0.361,105.6,211.04,0.17,2.717,8.66,0.313398196,0.675815275,0.063464714,,
4322.5,8.74,168.365,168.638,1.78,79.883,0.286,2.378,3.65,0.194,0.355,102.59,208.05,0.168,2.725,8.784,0.289864355,0.629124964,0.061029861,,
4323,8.74,190.967,189.523,1.84,79.883,0.291,2.387,3.71,0.189,0.365,102.39,202.2,0.186,2.73,9.02,0.566379809,1.162881013,0.054310871,,
4323.5,8.75,201.722,199.901,1.85,79.522,0.28,2.406,3.69,0.178,0.354,97.77,194.49,0.184,2.728,9.44,0.53429645,1.102451465,0.047591882,,
4324,8.73,204.833,200.19,2.01,79.609,0.274,2.436,3.7,0.16,0.353,90.56,184.87,0.172,2.729,9.901,0.325103154,0.699071445,0.040872892,,
4324.5,8.73,199.751,193.327,2.33,79.805,0.247,2.468,3.79,0.142,0.319,84.42,176.85,0.153,2.735,10.207,0.143902808,0.331137348,0.034153903,,
4325,8.73,200.549,196.885,2.9,79.609,0.217,2.497,3.9,0.124,0.28,86.07,174.98,0.134,2.738,10.213,0.052680592,0.13184304,0.027434914,,
4325.5,8.74,203.929,194.663,3.08,79.412,0.192,2.502,3.97,0.121,0.243,90.77,177.49,0.141,2.738,10.088,0.071616233,0.174794528,0.032440986,,
4326,8.73,212.717,196.875,2.89,79.414,0.189,2.486,4,0.131,0.233,89.33,182.09,0.154,2.736,9.956,0.13246426,0.307111865,0.037447059,,
4326.5,8.74,218.938,200.454,2.72,79.375,0.199,2.466,3.99,0.143,0.243,88.07,184.03,0.163,2.732,9.949,0.226277784,0.501528754,0.042453132,,
4327,8.75,210.134,190.97,2.6,79.485,0.207,2.45,3.96,0.152,0.25,90.13,187.35,0.169,2.727,9.945,0.288779038,0.62697625,0.047459204,,
4327.5,8.75,188.091,168.618,2.47,79.531,0.209,2.445,3.86,0.155,0.252,92.21,192.86,0.172,2.726,9.866,0.356818032,0.761010852,0.052465277,,
4328,8.75,166.95,152.009,2.31,79.414,0.225,2.438,3.75,0.159,0.275,99.74,198.65,0.168,2.721,9.615,0.309615684,0.668240417,0.056584204,,
4328.5,8.77,151.863,137.768,2.12,79.596,0.241,2.428,3.62,0.165,0.298,103.14,204.61,0.167,2.719,9.203,0.270558032,0.590675905,0.060703131,,
4329,8.81,144.378,133.416,1.98,79.375,0.259,2.416,3.5,0.172,0.323,104.36,207.43,0.17,2.718,8.779,0.287250747,0.624196212,0.064822058,,
4329.5,8.85,128.472,120.237,1.89,79.375,0.263,2.412,3.34,0.174,0.329,102.56,204.55,0.178,2.723,8.482,0.371157481,0.789759274,0.068940985,,
4330,8.72,115.035,110.14,1.88,79.228,0.264,2.414,3.18,0.173,0.33,99.66,200.73,0.19,2.72,8.241,0.56153347,1.154623463,0.073059912,,
4330.5,8.72,100.59,93.986,1.9,79.375,0.252,2.404,3.07,0.179,0.308,98.13,199.21,0.181,2.717,7.869,0.434877007,0.913045452,0.078170588,,
4331,8.68,88.519,87.648,2,79.375,0.246,2.387,3.01,0.189,0.293,99.29,200.68,0.181,2.719,7.444,0.438209175,0.9194239,0.083281264,,
4331.5,8.68,80.82,82.231,2.09,79.154,0.242,2.377,2.94,0.195,0.281,101.61,203.7,0.183,2.721,7.216,0.482867702,1.005063259,0.08839194,,
4332,8.68,79.326,80.324,2.05,79.375,0.255,2.38,2.89,0.193,0.305,103.07,205.6,0.189,2.726,7.176,0.566386193,1.16351511,0.093502616,,
4332.5,8.68,83.798,82.554,2.01,79.297,0.261,2.384,2.88,0.191,0.316,103.09,201.79,0.205,2.724,7.264,0.952074429,1.873558145,0.098613292,,
4333,8.66,82.821,79.447,2.09,78.934,0.255,2.39,2.92,0.187,0.309,102.47,196.67,0.206,2.724,7.504,1.007610056,1.973301294,0.083313591,,
4333.5,8.67,83.829,79.096,2.17,78.75,0.254,2.399,3,0.182,0.309,98.24,189.49,0.196,2.725,7.954,0.733571971,1.474851028,0.068013889,,
4334,8.67,81.349,76.932,2.3,78.75,0.249,2.416,3.12,0.172,0.308,92.79,182.9,0.175,2.727,8.752,0.347433558,0.743164791,0.052714187,,
4334.5,8.67,82.87,76.67,2.36,78.529,0.229,2.434,3.32,0.162,0.28,78.83,173.33,0.151,2.727,9.709,0.126574604,0.294439788,0.037414486,,
4335,8.66,79.637,74.38,2.78,78.125,0.182,2.48,3.57,0.135,0.22,75.33,166.39,0.139,2.721,10.5,0.067374443,0.165209207,0.022114784,,
4335.5,8.65,76.497,68.292,3.8,78.125,0.137,2.524,3.79,0.109,0.16,86.86,176.31,0.147,2.721,10.511,0.094145235,0.224577973,0.029765521,,
4336,8.66,74.667,64.766,3.11,77.794,0.134,2.551,3.83,0.093,0.166,96.55,197.1,0.155,2.727,9.821,0.132792683,0.307872841,0.037416259,,
4336.5,8.6,75.521,63.881,1.95,77.695,0.181,2.516,3.63,0.113,0.229,112.44,214.9,0.168,2.733,8.885,0.232315033,0.514234524,0.045066996,,
4337,8.62,80.389,67.96,1.39,78.008,0.233,2.455,3.3,0.149,0.294,107.82,224.92,0.183,2.729,8.184,0.368084288,0.784519291,0.052717733,,
4337.5,8.64,88.37,74.425,1.29,78.047,0.265,2.407,3.01,0.177,0.331,105.73,222.95,0.181,2.723,7.754,0.297595804,0.646018922,0.060368471,,
4338,8.63,92.422,79.125,1.35,77.941,0.273,2.386,2.86,0.19,0.336,104.92,216.72,0.177,2.72,7.57,0.264564603,0.579856708,0.061193964,,
4338.5,8.65,91.946,78.952,1.41,77.969,0.268,2.386,2.85,0.189,0.328,106.37,215.62,0.18,2.718,7.529,0.321777956,0.693600583,0.062019457,,
4339,8.64,88.571,73.492,1.45,78.125,0.273,2.385,2.88,0.19,0.336,108.57,220.39,0.191,2.716,7.757,0.524154766,1.084506747,0.06284495,,
4339.5,8.65,91.832,74.658,1.44,78.32,0.278,2.375,2.93,0.196,0.341,107.53,223.29,0.199,2.719,8.201,0.733678703,1.475795909,0.063670443,,
4340,8.67,98.708,80.572,1.42,78.242,0.284,2.377,3,0.195,0.352,103.67,208.45,0.183,2.722,8.474,0.422826821,0.890269749,0.064495936,,
4340.5,8.67,103.602,83.126,1.42,78.346,0.276,2.389,3.1,0.188,0.342,88.23,191.17,0.145,2.719,8.693,0.092022642,0.219854767,0.053986231,,
4341,8.68,103.106,84.491,1.82,78.359,0.238,2.424,3.24,0.167,0.291,84.56,174.97,0.124,2.717,8.729,0.032046794,0.083570959,0.043476527,,
4341.5,8.71,102.571,84.648,2.61,78.125,0.197,2.457,3.36,0.148,0.236,82.86,168.06,0.115,2.716,8.74,0.018447094,0.050373899,0.032966822,,
4342,8.75,98.55,78.26,3,78.125,0.157,2.499,3.39,0.123,0.184,84.05,170.86,0.11,2.72,8.524,0.012520675,0.035323664,0.022457118,,
4342.5,8.76,98.703,76.451,3.13,78.125,0.143,2.527,3.28,0.107,0.172,87.21,176.62,0.104,2.725,8.513,0.007969674,0.023351956,0.011947413,,
4343,8.78,95.875,74.526,2.73,78.125,0.151,2.525,3.13,0.108,0.184,86.18,186.82,0.104,2.722,8.876,0.007969674,0.023351956,0.013408425,,
4343.5,8.77,95.71,70.606,2.22,77.831,0.166,2.501,3.14,0.122,0.201,86.31,192.11,0.111,2.714,9.434,0.012178448,0.034452452,0.014869437,,
4344,8.78,89.628,65.486,1.91,77.773,0.174,2.486,3.35,0.131,0.207,87.64,193.26,0.114,2.705,9.842,0.015487875,0.04293613,0.016330449,,
4344.5,8.75,85.878,62.864,1.74,77.61,0.172,2.486,3.63,0.131,0.205,84.98,187.55,0.114,2.703,9.889,0.017839846,0.048845072,0.01779146,,
4345,8.76,83.099,60.496,1.61,77.734,0.168,2.497,3.77,0.124,0.203,80.83,178.04,0.127,2.707,9.666,0.043868144,0.111370668,0.019252472,,
4345.5,8.75,83.334,56.376,1.74,77.93,0.156,2.503,3.74,0.121,0.184,82.34,171.49,0.136,2.707,9.354,0.07125138,0.173731285,0.018400737,,
4346,8.72,79.029,50.509,2.02,77.813,0.139,2.51,3.62,0.117,0.157,85.24,176.44,0.139,2.71,9.091,0.075227714,0.182685714,0.017549001,,
4346.5,8.72,75.614,44.508,1.99,78.125,0.145,2.499,3.52,0.124,0.163,88.85,180.69,0.134,2.716,8.978,0.054156528,0.135207783,0.016697266,,
4347,8.73,77.407,42.949,1.7,77.617,0.178,2.486,3.44,0.131,0.216,89.58,178.71,0.121,2.714,9.101,0.027379835,0.072356706,0.01584553,,
4347.5,8.72,82.244,49.312,1.61,77.617,0.202,2.487,3.42,0.131,0.253,83.48,170.53,0.107,2.712,9.366,0.009871585,0.028412259,0.014993795,,
4348,8.7,85.303,51.072,1.92,77.5,0.184,2.509,3.49,0.117,0.232,74.93,163.67,0.107,2.701,9.721,0.009871585,0.028412259,0.015054735,,
4348.5,8.68,82.243,48.658,2.42,77.539,0.141,2.531,3.61,0.105,0.17,83.05,169.06,0.107,2.703,9.609,0.009871585,0.028412259,0.015115675,,
4349,8.69,79.503,47.572,2.82,77.5,0.115,2.549,3.62,0.094,0.132,91.1,190.67,0.102,2.699,9.309,0.006963352,0.02063366,0.015176616,,
4349.5,8.73,79.991,46.366,2.04,77.5,0.14,2.528,3.51,0.106,0.167,94.73,202.66,0.097,2.702,8.955,0.004644009,0.014236322,0.015237556,,
4350,8.75,85.562,48.29,1.44,77.5,0.193,2.497,3.33,0.125,0.243,92.2,200.01,0.111,2.699,8.964,0.010455474,0.02997781,0.015298496,,
4350.5,8.75,89.902,50.031,1.27,77.5,0.215,2.473,3.26,0.139,0.27,85.19,187.86,0.125,2.698,9.15,0.026740838,0.070872517,0.020087961,,
4351,8.72,87.799,49.005,1.49,77.5,0.196,2.477,3.35,0.136,0.241,79.6,176.95,0.137,2.702,9.222,0.06338135,0.156217597,0.024877425,,
4351.5,8.74,79.882,45.22,1.61,77.383,0.155,2.491,3.49,0.128,0.178,81.97,175.56,0.145,2.708,9.101,0.084407626,0.203152655,0.029666889,,
4352,8.73,74.124,45.063,1.96,77.463,0.152,2.495,3.5,0.126,0.175,82.6,180.55,0.148,2.721,8.917,0.079620255,0.192750062,0.034456353,,
4352.5,8.72,75.737,47.122,1.82,77.5,0.166,2.497,3.38,0.124,0.198,87.12,189.35,0.15,2.73,8.76,0.076922739,0.186911418,0.039245817,,
4353,8.72,79.174,46.031,1.36,77.461,0.178,2.499,3.23,0.124,0.22,95.97,215.03,0.16,2.739,8.369,0.130466141,0.303271264,0.045888041,,
4353.5,8.7,86.557,50.688,1.08,77.5,0.196,2.47,3.17,0.14,0.24,105.05,253.49,0.158,2.744,7.72,0.138621605,0.320379839,0.052530265,,
4354,8.72,89.904,52.238,0.82,77.316,0.245,2.421,3.14,0.169,0.302,109.29,254.09,0.168,2.739,7.266,0.230425028,0.510316374,0.059172489,,
4354.5,8.73,90.812,54.631,0.62,77.227,0.277,2.369,3.04,0.199,0.337,105.45,236.41,0.19,2.732,7.236,0.57061115,1.171840494,0.065814713,,
4355,8.69,83.777,52.199,0.65,77.344,0.3,2.361,2.97,0.204,0.372,97.48,208.84,0.194,2.728,7.571,0.65030411,1.320919262,0.072456936,,
4355.5,8.73,74.181,49.166,0.75,77.206,0.272,2.391,2.97,0.186,0.337,95.44,205.61,0.192,2.737,7.712,0.597477037,1.222271003,0.073189871,,
4356,8.72,68.883,46.359,0.87,77.148,0.242,2.441,3.03,0.157,0.304,95.98,207.85,0.188,2.745,7.652,0.499540836,1.037596522,0.073922806,,
4356.5,8.73,66.713,46.122,0.93,77.422,0.214,2.47,3.02,0.141,0.268,102.41,219.01,0.184,2.749,7.421,0.388031,0.823352181,0.074655741,,
4357,8.72,76.874,52.724,0.91,77.279,0.212,2.461,2.98,0.146,0.262,108.8,233.65,0.183,2.743,7.401,0.363006416,0.774642609,0.075388676,,
4357.5,8.73,86.655,57.862,0.92,77.5,0.249,2.42,2.99,0.17,0.309,105.87,231.69,0.191,2.735,7.517,0.501843874,1.042507114,0.076121611,,
4358,8.71,95.327,62.551,0.92,77.61,0.29,2.394,3.03,0.185,0.366,95.08,211.45,0.182,2.729,7.666,0.372739527,0.793418063,0.071385942,,
4358.5,8.68,88.579,61.564,0.97,77.734,0.273,2.405,3.16,0.178,0.343,85.79,188.46,0.163,2.731,7.567,0.189756806,0.427058602,0.066650273,,
4359,8.68,74.949,51.999,1.11,77.5,0.225,2.442,3.44,0.157,0.277,85.6,184.94,0.149,2.734,7.353,0.103988622,0.246009304,0.061914604,,
4359.5,8.69,63.23,44.953,1.38,77.617,0.176,2.469,3.7,0.141,0.205,98.25,205.51,0.15,2.739,7.113,0.105618863,0.249580123,0.057178934,,
4360,8.69,64.518,46.735,1.18,77.39,0.18,2.475,3.72,0.137,0.215,104.12,232.04,0.174,2.738,7.083,0.291465227,0.633035209,0.052443265,,
4360.5,8.72,79.463,57.04,0.88,77.422,0.23,2.441,3.4,0.158,0.284,104.88,242.09,0.196,2.739,7.175,0.708283342,1.428652647,0.055378396,,
4361,8.72,93.467,66.162,0.74,77.422,0.275,2.405,3.06,0.179,0.345,98,227.26,0.19,2.74,7.37,0.594074324,1.215495249,0.058313527,,
4361.5,8.69,97,67.103,0.85,77.422,0.28,2.387,2.91,0.189,0.349,89.93,207.48,0.173,2.743,7.481,0.306432196,0.662360603,0.061248658,,
4362,8.69,88.783,61.248,1.05,77.5,0.239,2.423,2.92,0.168,0.293,88.99,204.02,0.162,2.744,7.411,0.199664372,0.447256732,0.064183789,,
4362.5,8.75,84.684,57.354,1.28,77.5,0.214,2.445,2.9,0.155,0.26,95.54,212.96,0.17,2.742,7.25,0.269888417,0.589577054,0.06711892,,
4363,8.76,93.654,62.14,1.1,77.695,0.214,2.436,2.83,0.161,0.257,104.46,232.62,0.183,2.737,7.028,0.497902798,1.033566286,0.070694228,,
4363.5,8.76,112.582,75.164,0.95,77.852,0.248,2.388,2.74,0.188,0.295,110.09,248.1,0.167,2.738,6.968,0.240487354,0.530496396,0.074269536,,
4364,8.76,132.756,85.18,0.85,77.978,0.278,2.354,2.7,0.208,0.333,109,248.04,0.161,2.747,7.053,0.170017669,0.386190421,0.077844844,,
4364.5,8.76,147.475,92.412,0.86,78.086,0.297,2.352,2.69,0.209,0.363,102.47,232.21,0.175,2.753,7.357,0.275902239,0.60224894,0.081420153,,
4365,8.76,147.498,89.067,0.96,78.052,0.271,2.395,2.73,0.184,0.336,101.41,220.04,0.195,2.751,7.608,0.57554873,1.181903608,0.084995461,,
4365.5,8.81,134.722,78.897,1.05,78.086,0.233,2.44,2.79,0.158,0.289,102.76,218.28,0.191,2.742,7.66,0.58395025,1.197008,0.086417208,,
4366,8.81,117.589,68.69,1.05,78.086,0.225,2.459,2.83,0.147,0.282,104.6,219.21,0.187,2.739,7.458,0.524205945,1.083836253,0.087838955,,
4366.5,8.85,105.708,61.166,0.98,77.578,0.232,2.442,2.83,0.157,0.287,97.96,216.26,0.186,2.732,7.37,0.521045392,1.077681674,0.089260702,,
4367,8.89,98.391,57.404,1.01,77.904,0.238,2.431,2.85,0.163,0.295,94.95,207.41,0.189,2.719,7.448,0.558829579,1.149145192,0.090682449,,
4367.5,8.93,88.053,50.156,1.14,77.734,0.23,2.425,2.95,0.167,0.279,96.14,205.57,0.191,2.704,7.582,0.613095897,1.251160344,0.092104195,,
4368,8.98,82.352,48.093,1.23,77.578,0.236,2.428,3.1,0.165,0.29,91.69,201.48,0.171,2.701,7.811,0.308009775,0.665340196,0.08062523,,
4368.5,9.01,80.859,48.49,1.18,77.539,0.253,2.42,3.18,0.17,0.314,93.95,194.72,0.156,2.715,7.987,0.15973533,0.364446562,0.069146264,,
4369,9.01,78.544,46.443,1.2,77.573,0.237,2.427,3.22,0.166,0.291,89.36,188.33,0.145,2.727,8.204,0.090709968,0.216992699,0.057667299,,
4369.5,8.94,74.093,42.331,1.37,77.852,0.222,2.445,3.28,0.155,0.273,87.86,185.34,0.138,2.736,8.259,0.063961585,0.157559405,0.046188334,,
4370,8.96,69.753,37.929,1.46,77.891,0.202,2.476,3.33,0.137,0.251,84.48,183.33,0.132,2.738,8.341,0.045191401,0.114607253,0.034709368,,
4370.5,8.95,70.799,38.9,1.4,78.125,0.201,2.49,3.33,0.128,0.253,80.8,180.95,0.132,2.744,8.259,0.048887827,0.123095923,0.039848088,,
4371,8.97,74.708,40.043,1.46,78.125,0.187,2.495,3.34,0.126,0.233,80.34,179.25,0.132,2.747,8.078,0.058884825,0.145860585,0.044986809,,
4371.5,9,80.22,41.264,1.63,78.125,0.18,2.49,3.35,0.128,0.22,85.84,185.05,0.139,2.738,7.95,0.091743235,0.218936372,0.050125529,,
