DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RESSHAL_N,RHOB_N,SP_N,K_SDR_N_PRE
4510.5,7.9,-0.145,49.37,0.11,0.019,5.49,0.103,2.54,1.239,2.958,108.13,0
4511,7.9,-0.145,48.26,-0.96,0.019,5.5,0.103,1.48,0.875,2.958,108.75,0
4511.5,7.91,-0.14,47.58,2,0.023,5.4,0.1,2.69,1.126,2.95,109.26,0
4512,7.92,-0.095,50.26,0.49,0.031,4.94,0.071,2.78,0.941,2.872,109.82,0
4512.5,7.94,0.028,50.7,3.08,0.036,4.09,0.032,1.37,0.607,2.663,110.62,4.54E-05
4513,7.92,0.178,92.35,24.31,0.027,3.47,0.127,0.71,0.339,2.405,111.21,0
4513.5,8.98,0.286,111.62,45.47,0.045,3.15,0.205,0.53,0.253,2.222,112.11,0
4514,9.31,0.272,93.31,47.24,0.298,3.06,0.285,0.64,0.302,2.245,113.32,4.54E-05
4514.5,9.31,0.14,72.68,27.33,0.038,3.11,0.103,1.46,0.437,2.47,114.38,4.54E-05
4515,8,0.059,70.1,2.76,0.096,3.38,0.08,2.04,0.458,2.609,115.04,4.54E-05
4515.5,7.99,0.045,52.19,6.16,0.119,3.33,0.09,2.66,0.368,2.633,116.14,4.54E-05
4516,8.6,0.131,81.62,13.78,0.135,2.99,0.133,2.33,0.33,2.485,116.8,4.54E-05
4516.5,9.49,0.208,98.29,30.73,0.233,2.59,0.221,1.89,0.337,2.354,117.06,8.094036102
4517,9.93,0.265,100.06,38.67,0.308,2.31,0.287,2.51,0.319,2.257,117.5,40.54206085
4517.5,10.56,0.298,116.54,40.56,0.357,2.38,0.329,1.32,0.285,2.201,117.87,84.97058105
4518,10.18,0.287,102.55,42.2,0.438,2.6,0.37,1.32,0.273,2.219,118.48,0.001918567
4518.5,10.27,0.277,97.43,34.89,0.493,2.73,0.4,1.95,0.282,2.237,118.75,4.54E-05
4519,10.4,0.275,94.87,25.06,0.391,2.71,0.338,3.12,0.301,2.24,118.75,0.006664502
4519.5,10.77,0.278,94.78,38.67,0.349,2.65,0.316,8.55,0.312,2.235,119.34,0.010579903
4520,10.72,0.279,90.89,35.77,0.333,2.65,0.307,34.35,0.316,2.233,119.74,0.003660596
4520.5,11.11,0.289,83.51,32.62,0.316,2.75,0.303,19.17,0.308,2.216,119.84,0.000793349
4521,11.38,0.298,80.54,23.17,0.287,2.85,0.293,6.66,0.271,2.201,119.73,4.54E-05
4521.5,11.42,0.304,80.73,25.44,0.263,2.95,0.284,2.59,0.266,2.19,119.85,4.54E-05
4522,11.5,0.309,83.44,29.22,0.299,3.05,0.304,1.23,0.25,2.181,120,4.54E-05
4522.5,12.28,0.32,75.61,26.2,0.325,3.15,0.323,1.53,0.231,2.162,120,4.54E-05
4523,13.88,0.378,76.39,26.95,0.316,3.24,0.348,1.39,0.211,2.063,120,4.54E-05
4523.5,17.27,0.49,76.04,14.1,0.269,3.21,0.395,0.88,0.227,1.873,120.11,0
4524,19.97,0.55,69.48,11.45,0.227,3.1,0.421,3.16,0.223,1.691,120.43,0
4524.5,20.06,0.55,63.35,13.15,0.208,3.03,0.416,2.31,0.246,1.575,120.16,0
4525,19.75,0.55,61.39,11.52,0.399,2.97,0.48,46.66,0.277,1.563,120.37,0
4525.5,19.75,0.501,61.81,6.16,0.315,2.92,0.418,167.45,0.3,1.853,120.62,0
4526,15.59,0.351,58.52,6.16,0.062,2.86,0.252,1950,0.32,2.111,120.62,0
4526.5,8.24,0.247,65.68,1.63,0.029,2.75,0.176,58.59,0.293,2.287,120.62,0
4527,12.29,0.309,66.62,4.78,0.082,2.53,0.226,25.38,0.28,2.182,120.62,0
4527.5,13.66,0.327,71.06,26.2,0.412,2.32,0.372,7.96,0.247,2.152,120.62,0.000211344
4528,14.61,0.29,85.57,47.37,0.663,2.14,0.512,2.12,0.237,2.214,120.62,4.54E-05
4528.5,18.06,0.27,103.69,39.8,0.519,2.1,0.414,2.25,0.231,2.249,120.62,0.013225188
4529,20.93,0.266,92.2,30.73,0.559,2.22,0.438,9.19,0.244,2.255,120.47,4.54E-05
4529.5,21.52,0.373,86.08,30.73,0.534,2.38,0.461,9.18,0.296,2.072,120,4.54E-05
4530,21.27,0.411,69.94,24.31,0.806,2.54,0.64,34.17,0.505,2.007,119.45,4.54E-05
4530.5,19.81,0.236,45.99,16.75,0.438,3.21,0.352,108.54,0.646,2.307,118.6,4.54E-05
4531,8.04,-0.031,44.66,4.71,0.1,4.01,0.074,32.7,0.896,2.763,118.44,0
4531.5,7.99,-0.2,51.02,1.06,0.021,4.71,0.142,7.63,1.155,3.071,119.19,0
4532,7.97,-0.177,48.11,1.63,0.007,5.16,0.125,2.91,1.347,3.012,119.81,0
4532.5,7.97,-0.163,50.36,-0.26,0.014,5.27,0.116,1.98,1.51,2.989,120.62,0
4533,8,-0.164,50.51,-2.16,0.018,5.34,0.117,1.72,1.943,2.99,120.62,0
4533.5,8,-0.154,50.52,5.41,0.015,5.38,0.109,1.8,2.075,2.973,120.77,0
4534,8.02,-0.137,50.82,-1.4,0.011,5.4,0.097,2.31,2.548,2.943,120.86,0
4534.5,8.02,-0.128,51.66,-1.02,0.016,5.43,0.091,3.49,3.266,2.93,121.4,0
4535,8,-0.115,52.06,-1.78,0.023,5.44,0.083,5.96,3.418,2.907,121.09,0
4535.5,8.02,-0.104,52.54,1.63,0.021,5.45,0.075,11.59,3.399,2.888,121.07,0
4536,8.02,-0.092,52.41,-0.26,0.023,5.45,0.067,18.03,3.034,2.867,121.29,0
4536.5,8.1,-0.09,52.16,2.63,0.025,5.45,0.066,20.31,2.946,2.864,121.99,0
4537,8.08,-0.094,51.82,-1.02,0.024,5.45,0.069,19.05,2.844,2.87,122.77,0
4537.5,8.07,-0.105,51.33,3.89,0.028,5.42,0.077,24.26,2.86,2.89,123.68,0
4538,8.06,-0.126,51.02,2.76,0.034,5.37,0.092,11.66,3.058,2.925,123.94,0
4538.5,8.06,-0.139,51.18,2,0.027,5.31,0.1,13.66,3.212,2.948,124.27,0
4539,8.09,-0.145,51.81,-0.26,0.015,5.26,0.103,10.17,3.207,2.957,124.77,0
4539.5,8.11,-0.142,51.87,-0.26,0.015,5.22,0.101,7.26,3.152,2.952,125,0
4540,8.15,-0.146,51.47,1.25,0.013,5.3,0.104,5.64,2.752,2.959,124.49,0
4540.5,8.21,-0.147,51.68,0.87,0.013,5.46,0.104,4.43,2.584,2.962,124.23,0
4541,8.32,-0.137,52.75,-0.26,0.014,5.49,0.097,4.65,2.275,2.944,124.06,0
4541.5,8.4,-0.086,54.8,2.38,0.014,5.41,0.062,4.28,2.074,2.857,124.52,0
4542,8.43,-0.029,56.19,-1.02,0.019,5.32,0.025,4.67,1.8,2.759,125.74,0
4542.5,8.55,0.019,56.98,0.18,0.03,5.23,0.025,4.18,1.567,2.678,127.46,4.54E-05
4543,8.48,0.033,56.93,0.78,0.03,5.17,0.032,4.18,1.358,2.653,129.19,4.54E-05
4543.5,8.45,0.023,56.32,0.11,0.025,5.12,0.024,3.12,1.077,2.67,131.17,4.54E-05
4544,8.44,0.003,55.52,3.14,0.034,5.08,0.024,2.08,0.931,2.705,132.06,4.54E-05
4544.5,8.42,-0.016,52.43,6.67,0.049,5.03,0.036,2.07,0.761,2.737,132.5,0
4545,8.42,-0.038,49.86,4.65,0.053,4.97,0.046,1.85,0.71,2.775,132.5,0
4545.5,8.43,-0.028,35.97,6.92,0.05,4.79,0.041,3.22,0.635,2.758,132.46,0
4546,8.31,0.07,37.15,4.27,0.042,4.12,0.058,2.95,0.509,2.591,132.1,4.54E-05
4546.5,8.31,0.237,63.7,13.34,0.158,3.4,0.201,1.21,0.309,2.305,132.23,0.000632079
4547,9.63,0.391,93.53,25.06,0.518,2.89,0.459,0.84,0.27,2.041,132.65,0
4547.5,11.03,0.447,82.97,43.08,0.333,2.91,0.394,3.07,0.289,1.946,133.44,0
4548,11.31,0.429,79.83,25.06,0.178,3.21,0.328,2.35,0.311,1.976,133.2,0
4548.5,12.4,0.403,71.82,22.04,0.098,3.59,0.293,7.68,0.28,2.02,133.13,0
4549,13.67,0.396,63.16,14.86,0.093,4.04,0.288,165.47,0.264,2.033,133.6,0
4549.5,13.98,0.407,66.83,14.1,0.126,4.44,0.301,61.89,0.258,2.014,134.06,0
4550,14.47,0.43,67.28,11.08,0.123,4.09,0.316,79.39,0.248,1.975,134.19,0
4550.5,14.77,0.482,67.11,6.54,0.194,3.85,0.367,250.36,0.241,1.886,134.22,0
4551,15.24,0.526,69.18,9.82,0.209,3.63,0.4,1300.7,0.235,1.811,134.6,0
4551.5,13.68,0.542,70.17,9.56,0.186,3.53,0.405,1950,0.232,1.784,135,0
4552,13.76,0.515,67.54,13.72,0.139,3.62,0.377,1950,0.231,1.829,135.11,0
4552.5,15.16,0.502,67.42,9.19,0.096,3.75,0.361,580.26,0.237,1.852,135.47,0
4553,13.4,0.5,68.11,10.32,0.078,3.88,0.358,181.09,0.245,1.855,135.59,0
4553.5,12.41,0.491,68.53,14.48,0.075,4.01,0.351,81.8,0.255,1.87,136.64,0
4554,12.96,0.459,70.05,7.3,0.044,4.11,0.326,61.74,0.257,1.925,137.03,0
4554.5,13.63,0.431,69.24,8.43,0.035,4.07,0.306,45.81,0.258,1.973,137.43,0
4555,13.51,0.414,74.35,12.65,0.054,3.94,0.295,16.65,0.265,2.002,136.77,0
4555.5,13,0.419,85.71,29.22,0.096,3.77,0.304,5.89,0.249,1.994,136.68,0
4556,12.53,0.418,87.9,20.9,0.182,3.66,0.322,2.23,0.233,1.996,136.14,0
4556.5,11.77,0.427,87.91,37.91,0.287,4,0.364,3.07,0.237,1.98,135.15,0
4557,12.44,0.426,88.89,46.23,0.406,4.46,0.416,9.21,0.246,1.981,133.4,0
4557.5,12.85,0.417,82.21,40.18,0.372,4.53,0.395,8.77,0.256,1.998,131.8,0
4558,13.08,0.391,78.1,28.46,0.237,4.38,0.323,46.99,0.263,2.042,131.1,0
4558.5,13.48,0.378,76.65,27.71,0.18,4.18,0.296,40.48,0.272,2.064,130.43,0
4559,14,0.376,76.77,17.88,0.167,4.06,0.291,20.85,0.271,2.067,130,0
4559.5,14.24,0.393,74.91,21.66,0.139,4.08,0.295,7.3,0.266,2.038,129.41,0
4560,14.44,0.398,72.88,24.68,0.106,4.12,0.291,18.5,0.259,2.029,128.87,0
4560.5,14.46,0.406,73.99,20.9,0.093,4.17,0.295,3.97,0.254,2.016,128.79,0
4561,14.73,0.396,72.51,20.09,0.09,4.22,0.287,3.4,0.242,2.033,128.79,0
4561.5,15.05,0.386,71.09,17.5,0.075,4.26,0.278,5.42,0.243,2.049,128.57,0
4562,15.29,0.377,72.67,15.99,0.071,4.3,0.271,8.96,0.248,2.066,128.12,0
4562.5,14.91,0.375,75.35,16.75,0.069,4.33,0.27,33.17,0.256,2.068,128.24,0
4563,13.32,0.377,73.06,23.17,0.077,4.37,0.272,49.05,0.252,2.065,129.3,0
4563.5,13.24,0.382,72.69,16.37,0.065,4.39,0.274,39.07,0.249,2.056,129.37,0
4564,13.49,0.391,72.65,18.26,0.055,4.41,0.279,47.83,0.241,2.042,129.82,0
4564.5,13.76,0.387,73.84,23.42,0.056,4.4,0.277,13.46,0.232,2.048,130.4,0
4565,13.27,0.376,75.89,20.9,0.064,4.37,0.27,25.93,0.227,2.067,130.86,0
4565.5,13.74,0.381,75.97,23.17,0.094,4.3,0.277,23.95,0.222,2.059,131.4,0
4566,14.12,0.398,73.79,20.9,0.109,4.19,0.292,15.77,0.22,2.03,132.06,0
4566.5,15.1,0.428,72.78,16.75,0.094,4.08,0.31,12.77,0.215,1.978,132.5,0
4567,15.93,0.436,72.24,17.5,0.116,3.98,0.319,47.38,0.222,1.965,132.43,0
4567.5,15.42,0.432,74.44,11.45,0.117,3.94,0.316,49.84,0.233,1.971,132.77,0
4568,15.19,0.421,76.69,19.58,0.107,4.08,0.307,70.15,0.236,1.99,131.8,0
4568.5,14.58,0.405,77.03,22.04,0.107,4.32,0.296,70.72,0.24,2.018,129.82,0
4569,14.52,0.396,76.15,19.77,0.082,4.45,0.286,55.89,0.24,2.034,128.75,0
4569.5,14.62,0.375,79.86,19.01,0.082,4.32,0.271,30.58,0.24,2.068,128.12,0
4570,13.2,0.362,82.56,34.89,0.114,4.09,0.268,71.7,0.24,2.091,128.05,0
4570.5,13.11,0.374,81.66,26.7,0.15,3.95,0.285,27.98,0.237,2.07,128.44,0
4571,12.99,0.386,80.46,30.73,0.133,4.02,0.289,26.86,0.237,2.049,128.12,0
4571.5,13.51,0.393,73.14,29.22,0.096,4.18,0.286,12.18,0.236,2.038,127.42,0
4572,13.68,0.383,74.1,26.95,0.061,4.22,0.274,7.31,0.231,2.055,126.8,0
4572.5,13.99,0.386,75.87,22.04,0.082,4.14,0.279,10.5,0.226,2.051,125.59,0
4573,13.74,0.398,78.74,25.82,0.095,4.07,0.289,5.67,0.221,2.03,124.41,0
4573.5,14.48,0.411,78.86,26.57,0.093,4,0.298,5.03,0.216,2.008,123.64,0
4574,15.1,0.408,77.57,23.17,0.109,3.93,0.299,4.63,0.212,2.012,122.77,0
4574.5,14.68,0.399,76.89,25.63,0.113,3.86,0.293,5.96,0.213,2.028,122.28,0
4575,14.61,0.389,77.05,25.44,0.115,3.83,0.287,7.62,0.207,2.044,121.88,0
4575.5,13.92,0.394,74.19,29.6,0.099,3.92,0.287,4.02,0.209,2.037,121.84,0
4576,13.5,0.401,71.72,24.31,0.041,4.05,0.285,6.82,0.204,2.025,122.11,0
4576.5,13.32,0.427,70.03,17.12,0.021,4.11,0.302,8.1,0.196,1.981,122.5,0
4577,13.18,0.47,69.15,10.32,0.039,4.07,0.333,6.36,0.191,1.907,122.69,0
4577.5,14.65,0.504,68.82,14.48,0.03,3.98,0.357,6.98,0.184,1.849,123.05,0
4578,15.56,0.494,68.48,11.08,0.039,3.94,0.35,5.29,0.185,1.866,122.97,0
4578.5,16.14,0.451,69.03,14.1,0.06,4.03,0.322,12.76,0.184,1.938,123.09,0
4579,14.27,0.411,69.07,8.43,0.055,4.21,0.293,19.89,0.184,2.007,123.79,0
4579.5,15.51,0.387,68.36,6.92,0.037,4.39,0.275,44.08,0.184,2.049,122.5,0
4580,15.58,0.385,67.8,13.72,0.037,4.5,0.273,63.67,0.183,2.051,122.76,0
4580.5,15.42,0.4,68.33,9.56,0.057,4.52,0.286,70.31,0.184,2.027,122.72,0
4581,15.54,0.421,67.52,13.34,0.063,4.51,0.301,61.36,0.186,1.991,123.09,0
4581.5,15.08,0.423,68.14,11.08,0.053,4.49,0.301,38.74,0.184,1.987,123.2,0
4582,14.72,0.413,68.36,9.94,0.053,4.45,0.294,16.78,0.18,2.004,123.13,0
4582.5,14.66,0.408,70.18,11.39,0.066,4.39,0.292,13.58,0.174,2.012,123.13,0
4583,14.72,0.425,66.96,20.81,0.111,4.31,0.311,18.95,0.174,1.984,123.52,0
4583.5,15.38,0.434,68.3,10.45,0.107,4.17,0.316,26.48,0.174,1.967,124.38,0
4584,15.26,0.43,69.15,12.59,0.116,3.96,0.315,49.3,0.179,1.975,124.12,0
4584.5,13.78,0.399,72.67,13.34,0.126,3.78,0.296,52.75,0.184,2.027,123.63,0
4585,14.96,0.379,74.1,22.04,0.151,3.7,0.288,42.34,0.191,2.062,123.46,0
4585.5,14.39,0.377,76.12,28.84,0.181,3.81,0.296,20.44,0.181,2.065,123.05,0
4586,14.56,0.385,73.8,21.66,0.147,4.03,0.291,7.58,0.177,2.053,122.38,0
4586.5,15.25,0.391,72.76,14.86,0.144,4.28,0.295,4.59,0.177,2.041,121.88,0
4587,15.56,0.385,71.23,14.86,0.155,4.46,0.293,8.04,0.181,2.051,121.51,0
4587.5,15.61,0.387,70.81,20.9,0.172,4.52,0.299,15.55,0.185,2.048,120.86,0
4588,15.63,0.389,71.15,15.23,0.163,4.57,0.298,15.57,0.182,2.045,120.31,0
4588.5,15.1,0.391,71.53,19.39,0.122,4.6,0.29,8.68,0.178,2.041,120,0
4589,15.67,0.392,71.27,15.86,0.122,4.64,0.29,9.08,0.177,2.04,119.45,0
4589.5,15.71,0.396,70.73,15.99,0.134,4.67,0.296,15.84,0.177,2.033,119.23,0
4590,15.69,0.398,71.08,17.12,0.13,4.7,0.296,16.15,0.178,2.03,118.79,0
4590.5,15.65,0.397,71.24,11.45,0.149,4.72,0.3,21.82,0.179,2.031,118.75,0
4591,15.14,0.393,71.28,14.48,0.14,4.73,0.295,18.98,0.174,2.038,118.75,0
4591.5,15.45,0.391,71.19,21.66,0.148,4.72,0.296,9.73,0.171,2.041,118.75,0
4592,15.55,0.39,70.28,14.86,0.155,4.71,0.297,26.51,0.173,2.043,118.75,0
4592.5,15.86,0.398,71.27,18.64,0.169,4.69,0.306,32.66,0.176,2.029,118.75,0
4593,15.46,0.41,71.76,13.72,0.139,4.67,0.306,55.85,0.172,2.009,118.75,0
4593.5,15.34,0.419,71.11,16.24,0.157,4.65,0.316,68.02,0.168,1.994,118.32,0
4594,15.4,0.427,71.14,21.75,0.16,4.62,0.322,150.09,0.165,1.98,118.12,0
4594.5,15.98,0.423,70.79,15.3,0.167,4.61,0.322,277.07,0.167,1.987,117.61,0
4595,15.44,0.415,70.58,12.97,0.193,4.61,0.324,407.11,0.17,2,117.5,0
4595.5,15.11,0.394,70.99,14.1,0.2,4.61,0.312,460.9,0.17,2.037,117.42,0
4596,15.5,0.388,70.92,15.23,0.174,4.58,0.301,477.1,0.17,2.047,117.5,0
4596.5,16.08,0.399,70.71,19.77,0.152,4.51,0.302,554.72,0.171,2.028,117.34,0
4597,15.46,0.425,70.62,11.83,0.158,4.43,0.321,550.77,0.171,1.984,117.07,0
4597.5,15.26,0.457,70.12,13.72,0.165,4.33,0.344,376.39,0.173,1.929,116.58,0
4598,15.55,0.465,70.18,9.19,0.155,4.19,0.347,189.51,0.177,1.915,116.05,0
4598.5,15.34,0.452,70.13,13.72,0.112,4.07,0.329,93.93,0.194,1.937,115.63,0
4599,14.25,0.415,70.67,13.72,0.094,4.04,0.301,65.38,0.197,2.001,114.96,0
4599.5,13.68,0.398,71.89,17,0.111,4.09,0.292,36.63,0.194,2.029,114.38,0
4600,14.42,0.401,72.14,13.72,0.113,4.16,0.295,33.54,0.188,2.024,114.34,0
4600.5,14.8,0.405,72.29,9.56,0.149,4.28,0.305,6.66,0.185,2.018,114.06,0
4601,14.83,0.399,72.45,10.7,0.195,4.4,0.314,13.01,0.193,2.027,113.75,0
4601.5,14.66,0.391,72.36,16.56,0.182,4.49,0.305,15.65,0.199,2.042,113.75,0
4602,14.09,0.393,72.37,19.01,0.166,4.49,0.302,11,0.202,2.038,113.79,0
4602.5,14.28,0.392,72.87,17.88,0.166,4.43,0.301,10.97,0.204,2.04,113.75,0
4603,13.98,0.385,74.26,23.17,0.137,4.33,0.289,26.89,0.214,2.051,113.75,0
4603.5,13.55,0.374,76.9,19.01,0.165,4.2,0.289,42.98,0.222,2.07,114.26,0
4604,12.43,0.376,77.46,19.77,0.177,4.03,0.294,29.81,0.225,2.067,114.22,0
4604.5,11.98,0.377,78.29,26.42,0.179,3.84,0.295,7.62,0.213,2.065,114.38,0
4605,12.41,0.385,78.29,21.91,0.173,3.73,0.298,3.9,0.209,2.052,114.88,0
4605.5,12.92,0.382,75.6,13.25,0.218,3.72,0.311,2.91,0.204,2.058,115.55,0
4606,13.53,0.377,76.33,16.43,0.22,3.78,0.309,2.08,0.204,2.066,115.51,0
4606.5,13.27,0.37,76.64,19.01,0.212,3.86,0.302,2.49,0.208,2.078,115.92,0
4607,13,0.376,76.14,18.64,0.186,3.95,0.297,4.68,0.207,2.067,115.27,0
4607.5,12.85,0.382,78.36,17.12,0.186,4.04,0.3,7.91,0.213,2.057,115.47,0
4608,12.82,0.374,79.96,22.04,0.204,4.12,0.301,11.48,0.21,2.07,115.74,0
4608.5,12.29,0.351,76.73,18.64,0.215,4.21,0.291,7.93,0.201,2.11,116.25,0.081786156
4609,12.81,0.345,76.77,23.55,0.212,4.3,0.286,7.36,0.191,2.12,116.6,0.033808541
4609.5,13.32,0.36,76.37,23.17,0.252,4.4,0.311,5.24,0.182,2.095,116.88,0.965997219
4610,13.45,0.387,75.57,16.37,0.214,4.5,0.313,6.2,0.175,2.048,116.88,0
4610.5,13.96,0.41,71.98,9.94,0.207,4.61,0.325,5.54,0.169,2.008,117.23,0
4611,15.04,0.424,70.72,14.86,0.201,4.7,0.332,11.31,0.165,1.984,117.31,0
4611.5,15.6,0.422,78.06,9.25,0.242,4.76,0.344,13.78,0.163,1.988,117.42,0
4612,15.63,0.415,70.7,14.86,0.239,4.76,0.339,20.87,0.161,2.001,117.5,0
4612.5,15.92,0.407,69.73,17.88,0.239,4.72,0.334,45.81,0.159,2.014,117.5,0
4613,16.33,0.406,67.12,8.05,0.215,4.66,0.325,122.67,0.159,2.016,117.81,0
4613.5,14.87,0.405,71.86,19.01,0.217,4.58,0.325,293.84,0.16,2.017,117.85,0
4614,15.07,0.414,67.3,7.3,0.221,4.52,0.332,716.1,0.161,2.002,117.94,0
4614.5,15.4,0.421,67.52,6.92,0.199,4.47,0.329,1558.74,0.163,1.991,117.73,0
4615,14.56,0.416,72.57,8.43,0.157,4.44,0.314,1768.53,0.166,1.998,117.77,0
4615.5,14.55,0.393,68.59,6.79,0.133,4.43,0.293,1048.89,0.166,2.039,117.77,0
4616,15.49,0.387,68.29,9.19,0.108,4.44,0.284,410.41,0.166,2.048,117.5,0
4616.5,14.92,0.395,67.27,11.08,0.124,4.45,0.293,159.39,0.169,2.035,117.5,0
4617,15.05,0.412,68.3,12.59,0.139,4.49,0.307,60.25,0.171,2.006,117.5,0
4617.5,15.91,0.406,68.47,8.05,0.168,4.54,0.311,24.67,0.174,2.016,117.31,0
4618,15.5,0.399,69.76,11.83,0.179,4.55,0.309,14.19,0.176,2.028,117.5,0
4618.5,15.58,0.4,70.6,7.17,0.185,4.5,0.312,12.81,0.178,2.026,117.42,0
4619,14.83,0.408,70.41,17.88,0.175,4.38,0.314,8.2,0.182,2.012,117.5,0
4619.5,14.65,0.413,70.46,14.1,0.185,4.22,0.32,5.6,0.185,2.004,117.5,0
4620,13.96,0.4,77.09,27.83,0.188,4.03,0.313,8.44,0.192,2.027,117.5,0
4620.5,12.8,0.391,77.64,23.93,0.182,3.85,0.305,5.26,0.197,2.042,117.46,0
4621,13.41,0.411,77.75,15.23,0.192,3.69,0.321,11.14,0.2,2.007,117.42,0
4621.5,12.27,0.444,78.43,23.17,0.219,3.54,0.35,8.73,0.194,1.951,117.19,0
4622,12.15,0.462,84.75,17.88,0.275,3.4,0.38,5.05,0.186,1.921,116.72,0
4622.5,12.41,0.442,86.93,35.68,0.438,3.29,0.44,2.33,0.176,1.954,116.69,0
4623,12.67,0.405,87.76,12.97,0.383,3.37,0.394,2.92,0.18,2.018,116.25,0
4623.5,14.03,0.379,88.91,6.1,0.243,3.96,0.318,7.29,0.176,2.061,116.21,0
4624,14.28,0.367,74.85,15.61,0.232,4.19,0.307,6.5,0.175,2.082,115.7,0
4624.5,14.5,0.38,70.75,13.72,0.218,4.28,0.31,6.93,0.169,2.061,115.63,0
4625,14.52,0.421,71.3,13.72,0.187,4.31,0.326,4.6,0.162,1.991,115.63,0
4625.5,15.72,0.454,70.44,11.83,0.192,4.35,0.349,7.59,0.164,1.933,115.63,0
4626,13.34,0.468,72.01,12.08,0.143,4.39,0.346,24.07,0.172,1.909,115.98,0
4626.5,12.97,0.437,72.21,15.61,0.145,4.43,0.326,32.3,0.18,1.963,116.17,0
4627,13.54,0.419,71.21,15.61,0.164,4.42,0.318,21.21,0.176,1.994,116.02,0
4627.5,13.53,0.408,71.93,19.77,0.143,4.28,0.306,10.63,0.17,2.013,116.25,0
4628,15.19,0.401,70.99,17.12,0.154,4.07,0.304,4.01,0.165,2.025,116.25,0
4628.5,14.42,0.385,76.21,19.39,0.214,3.96,0.311,5.86,0.166,2.052,116.8,0
4629,13.95,0.402,75.97,12.97,0.26,3.91,0.339,7.95,0.165,2.022,116.6,0
4629.5,14.19,0.43,76.55,12.59,0.199,3.92,0.335,4.09,0.159,1.975,116.8,0
4630,14.85,0.45,75.36,14.1,0.223,3.99,0.355,9.22,0.16,1.941,116.88,0
4630.5,15.43,0.441,69.4,13.34,0.204,4.1,0.344,16.97,0.159,1.956,116.88,0
4631,16.12,0.431,68.53,14.48,0.173,4.22,0.328,14.65,0.154,1.974,116.99,0
4631.5,16.15,0.436,68.47,13.03,0.221,4.29,0.346,8.11,0.149,1.965,116.88,0
4632,16.19,0.445,68.03,10.32,0.245,4.34,0.359,3.39,0.145,1.949,117.34,0
4632.5,16.71,0.45,66.88,13.34,0.217,4.37,0.353,4.35,0.144,1.941,117.5,0
4633,14.43,0.451,73.17,10.32,0.248,4.4,0.364,5.28,0.143,1.938,117.5,0
4633.5,15.39,0.457,68.98,12.21,0.215,4.41,0.357,8.32,0.143,1.928,117.5,0
4634,15.52,0.47,70.69,13.34,0.201,4.4,0.361,5.34,0.141,1.906,117.5,0
4634.5,16.67,0.464,71.05,12.21,0.188,4.34,0.354,3.86,0.138,1.917,117.15,0
4635,16.36,0.443,71.57,13.72,0.184,4.22,0.339,5.14,0.142,1.952,116.88,0
4635.5,15.94,0.44,68.07,12.59,0.198,4.14,0.341,11.42,0.137,1.958,116.36,0
4636,16.56,0.445,68.33,6.92,0.208,4.1,0.347,5.72,0.135,1.95,116.25,0
4636.5,16.5,0.455,68.87,10.7,0.277,4.04,0.377,5.39,0.13,1.932,116.25,0
4637,17.84,0.45,66.96,12.21,0.412,3.9,0.431,10.23,0.13,1.94,116.05,0.213500106
4637.5,17.68,0.472,71.28,13.72,0.446,3.72,0.459,3.75,0.131,1.903,115.63,0.183024425
4638,19.38,0.508,73.76,14.86,0.573,3.52,0.541,10.3,0.126,1.84,115.63,0.152548743
4638.5,17.21,0.547,72.85,12.21,0.735,3.28,0.648,11.94,0.125,1.775,115.63,0.122073061
4639,20.27,0.55,72.31,15.61,0.682,3.15,0.62,21.09,0.127,1.735,115.78,0.091597379
4639.5,18.37,0.55,69.55,11.08,0.561,3.15,0.556,39.15,0.126,1.693,115.63,0.061121697
4640,18.55,0.55,72.27,11.83,0.329,3.19,0.453,33.11,0.141,1.648,115.59,0
4640.5,18.58,0.47,67.11,9.19,0.131,3.25,0.345,63.63,0.179,1.907,115.63,0
4641,13.31,0.429,64.32,2.51,-0.026,3.29,0.304,188.46,0.232,1.977,115.16,0
4641.5,7.91,0.439,61.24,6.54,0.033,3.32,0.311,22.58,0.26,1.96,114.65,0
4642,10.45,0.55,59.7,7.3,0.07,3.36,0.392,5.1,0.271,1.675,114.38,0
4642.5,11.74,0.55,62.94,11.45,0.054,3.4,0.391,2.29,0.238,1.685,114.38,0
4643,11.75,0.516,63.67,12.59,0.081,3.45,0.369,0.89,0.212,1.828,114.34,0
4643.5,13.89,0.455,63.67,10.7,0.095,3.57,0.329,0.94,0.203,1.933,114.34,0
4644,14.89,0.446,61.99,9.94,0.107,3.89,0.324,0.78,0.201,1.947,113.98,0
4644.5,15.3,0.448,68.91,9.56,0.126,4.11,0.329,1.13,0.198,1.944,113.75,0
4645,15.15,0.446,69.62,8.05,0.118,4.21,0.326,2.1,0.196,1.947,113.75,0
4645.5,14.51,0.424,69.21,14.48,0.1,4.25,0.308,5.13,0.201,1.984,113.75,0
4646,13.39,0.418,69.56,10.32,0.083,4.23,0.301,20.14,0.205,1.995,113.48,0
4646.5,13.56,0.406,68.78,13.72,0.092,4.14,0.294,33.41,0.201,2.015,113.12,0
4647,14.35,0.409,66.22,11.08,0.106,4.04,0.299,28.55,0.192,2.01,113.16,0
