iter	RMSE
519	7.738757991
520	7.727921935
521	7.706718101
522	7.69828588
523	7.690501242
524	7.684383736
525	7.669864715
526	7.657805205
527	7.648501288
528	7.633797311
529	7.617577026
530	7.596976671
531	7.567923574
532	7.52887109
533	7.523117115
534	7.517726091
535	7.512714942
536	7.499251297
537	7.478676594
538	7.458556247
539	7.448886163
540	7.437731875
541	7.428767516
542	7.420034931
543	7.406387775
544	7.386542214
545	7.36734055
546	7.347723223
547	7.334715004
548	7.315603553
549	7.309043442
550	7.300345972
551	7.27524795
552	7.26270231
553	7.26060654
554	7.25220323
555	7.245821853
556	7.23103195
557	7.216630204
558	7.198273943
559	7.183934654
560	7.175231228
561	7.157352508
562	7.145230638
563	7.135182791
564	7.133207078
565	7.121952606
566	7.107805893
567	7.09628048
568	7.082478861
569	7.078216171
570	7.064130495
571	7.041153634
572	7.030485891
573	7.027917021
574	7.025414415
575	7.013193194
576	7.00244527
577	6.989095151
578	6.980977291
579	6.967948434
580	6.952793111
581	6.94007425
582	6.927680927
583	6.915603773
584	6.9025037
585	6.894675249
586	6.872778536
587	6.871285173
588	6.861890966
589	6.850182651
590	6.839777666
591	6.828722829
592	6.810307824
593	6.797526233
594	6.787359828
595	6.776440489
596	6.765997634
597	6.745596627
598	6.733479838
599	6.720751574
600	6.711444301
601	6.703420848
602	6.679830184
603	6.669864803
604	6.66549399
605	6.664741642
606	6.650514268
607	6.629562494
608	6.628662057
609	6.626478053
610	6.618236605
611	6.598865964
612	6.587012866
613	6.57526609
614	6.554579003
615	6.53190187
616	6.524832399
617	6.514325323
618	6.494254697
619	6.489035056
620	6.4841046
621	6.475273191
622	6.470994575
623	6.453092302
624	6.450171798
625	6.441491184
626	6.422085509
627	6.417892431
628	6.416061988
629	6.397281479
630	6.387312477
631	6.383283696
632	6.375130278
633	6.37458349
634	6.370139627
635	6.360690442
636	6.337879934
637	6.333837975
638	6.326037738
639	6.318575364
640	6.318089766
641	6.296843065
642	6.289243317
643	6.281271622
644	6.262993384
645	6.241535146
646	6.236242761
647	6.213761478
648	6.206554983
649	6.201424376
650	6.186572633
651	6.180045295
652	6.179576059
653	6.170196593
654	6.16580905
655	6.160820627
656	6.153946699
657	6.15217672
658	6.132369223
659	6.127514871
660	6.116756129
661	6.104978611
662	6.094907826
663	6.087458078
664	6.078066213
665	6.071438563
666	6.065035307
667	6.058534099
668	6.04114364
669	6.033922426
670	6.02022072
671	6.010150363
672	6.003624884
673	5.986003174
674	5.968800517
675	5.964214903
676	5.957909553
677	5.943519714
678	5.926432288
679	5.918151871
680	5.912115238
681	5.901297032
682	5.897153801
683	5.877316
684	5.859995883
685	5.853535351
686	5.847629692
687	5.834529772
688	5.830158311
689	5.823724475
690	5.812339405
691	5.792111889
692	5.782689171
693	5.776164847
694	5.757142827
695	5.7462
696	5.742040398
697	5.734439751
698	5.73040826
699	5.726206625
700	5.71682375
701	5.709031411
702	5.695768758
703	5.684516449
704	5.67747251
705	5.660818638
706	5.653401876
707	5.644640639
708	5.638578073
709	5.636999207
710	5.631990344
711	5.623064997
712	5.614060476
713	5.608489225
714	5.587715393
715	5.575083019
716	5.566674543
717	5.549761568
718	5.533353062
719	5.513414221
720	5.498021493
721	5.48308443
722	5.468588272
723	5.450202107
724	5.43175172
725	5.42507898
726	5.411230971
727	5.400918607
728	5.383626424
729	5.377458471
730	5.367524775
731	5.357860329
732	5.341373935
733	5.324662383
734	5.309015837
735	5.300609217
736	5.291533822
737	5.284631971
738	5.275752299
739	5.26560415
740	5.250780713
741	5.240633381
742	5.228670246
743	5.215959867
744	5.201139204
745	5.190900371
746	5.185601361
747	5.173367218
748	5.16350235
749	5.157642754
750	5.149759612
751	5.136223886
752	5.126709042
753	5.120103459
754	5.112437825
755	5.104976353
756	5.097978632
757	5.09164372
758	5.084320203
759	5.077190214
760	5.070247307
761	5.057195111
762	5.042284296
763	5.030832207
764	5.02677552
765	5.020115584
766	5.005706116
767	4.994855363
768	4.988381116
769	4.979323194
770	4.969075334
771	4.96219782
772	4.953297988
773	4.940181163
774	4.930532134
775	4.923551617
776	4.915666762
777	4.903074865
778	4.89513452
779	4.889843008
780	4.881330814
781	4.874552329
782	4.866261164
783	4.857157562
784	4.852556052
785	4.845537122
786	4.836823696
787	4.832439522
788	4.829128415
789	4.823476598
790	4.816888733
791	4.804183422
792	4.797872686
793	4.788331868
794	4.783107288
795	4.773943538
796	4.761597617
797	4.752102622
798	4.746940725
799	4.737039422
800	4.732062336
801	4.728694297
802	4.721764088
803	4.71729809
804	4.715683187
805	4.711468182
806	4.706579563
807	4.701829314
808	4.69134926
809	4.682328235
810	4.672935943
811	4.669236671
812	4.662182762
813	4.64920658
814	4.63676112
815	4.636001692
816	4.629561116
817	4.622708115
818	4.618776478
819	4.613723496
820	4.608829061
821	4.605640122
822	4.602214639
823	4.595700574
824	4.586764106
825	4.584239678
826	4.572245059
827	4.569147009
828	4.563314217
829	4.554936089
830	4.551508714
831	4.547128575
832	4.541046083
833	4.540384583
834	4.528725003
835	4.524572627
836	4.518714949
837	4.515732994
838	4.50686064
839	4.500388996
840	4.49567331
841	4.492515238
842	4.48853966
843	4.484580483
844	4.481761243
845	4.477913605
846	4.477137634
847	4.470318189
848	4.464621543
849	4.452450645
850	4.446401371
851	4.443743077
852	4.438311536
853	4.430062638
854	4.425817905
855	4.423018226
856	4.420030192
857	4.411429968
858	4.410352431
859	4.406659233
860	4.401198352
861	4.397657396
862	4.396082701
863	4.389541707
864	4.38119818
865	4.373116263
866	4.367664626
867	4.3630917
868	4.355249563
869	4.352347409
870	4.343222753
871	4.340725201
872	4.338171055
873	4.330542399
874	4.327608554
875	4.320213043
876	4.317436159
877	4.313009106
878	4.305839556
879	4.303162672
880	4.29836076
881	4.293203318
882	4.290360357
883	4.281711596
884	4.276204911
885	4.270954802
886	4.266286483
887	4.261162616
888	4.256602591
889	4.25216436
890	4.247180174
891	4.24236434
892	4.238010505
893	4.233340232
894	4.228730749
895	4.222769058
896	4.218588087
897	4.215087164
898	4.211016693
899	4.201571156
900	4.193262221
901	4.189304417
902	4.188020457
903	4.183193784
904	4.169347024
905	4.161326925
906	4.157413705
907	4.149626453
908	4.145786507
909	4.140498911
910	4.128605163
911	4.124504671
912	4.119111766
913	4.107596274
914	4.100147594
915	4.092937096
916	4.088054449
917	4.081098116
918	4.075920984
919	4.064928091
920	4.059949163
921	4.0552935
922	4.050525791
923	4.038926388
924	4.034343755
925	4.029810719
926	4.025315057
927	4.017064518
928	4.012654634
929	4.002008305
930	3.997763698
931	3.987725874
932	3.981588778
933	3.977294026
934	3.974567509
935	3.964859642
936	3.958596975
937	3.957947479
938	3.952780186
939	3.947680032
940	3.940133987
941	3.935903892
942	3.931810776
943	3.927825774
944	3.923852191
945	3.914537272
946	3.908432982
947	3.89946148
948	3.895756705
949	3.89110156
950	3.885184384
951	3.876520283
952	3.868161334
953	3.864037844
954	3.854294585
955	3.850330994
956	3.846130114
957	3.837856203
958	3.834045906
959	3.829566271
960	3.827615363
961	3.825577782
962	3.817579018
963	3.80962112
964	3.801935141
965	3.797299092
966	3.796472293
967	3.787996863
968	3.784208175
969	3.780631514
970	3.777389526
971	3.774032472
972	3.770264165
973	3.76587323
974	3.762215052
975	3.759032814
976	3.749613579
977	3.748412293
978	3.744691986
979	3.739816601
980	3.736093732
981	3.73127102
982	3.723915115
983	3.719643805
984	3.710860696
985	3.703894574
986	3.700218425
987	3.695779396
988	3.686856048
989	3.67889156
990	3.672178512
991	3.669283581
992	3.666710313
993	3.660202804
994	3.65598982
995	3.653272201
996	3.648560312
997	3.64111053
998	3.633384748
999	3.627950412
