DEPT,DPHI_D,DTC_D,GR_NORM,NPHI_D,PEF_D,POR_D,RESD_D,RHOB_D,LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD1],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD2],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD3],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD4],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD5],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD6],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD1_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD2_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD3_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD4_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD5_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD6_2],K_SDR,K_SDR_0919,K_SDR_PRE
4518.0,-0.157,59.49,29.44,-0.011,5.4,0.0,260.17,2.978,0.0004,0.0002,0.0043,0.012,0.0049,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4518.5,-0.158,59.85,26.98,-0.01,5.36,0.0,201.08,2.981,0.0005,0.0002,0.006,0.0136,0.0055,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4519.0,-0.156,60.15,22.98,-0.011,5.38,0.0,165.21,2.976,0.0006,0.0003,0.0055,0.0133,0.006,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4519.5,-0.151,60.38,22.13,-0.01,5.42,0.0,139.8,2.969,0.0006,0.0003,0.0044,0.0129,0.0067,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4520.0,-0.156,60.55,23.02,-0.01,5.33,0.0,115.32,2.977,0.0007,0.0004,0.0078,0.0143,0.0068,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4520.5,-0.161,60.85,24.19,-0.008,5.24,0.0,90.5,2.985,0.0009,0.0007,0.0153,0.0166,0.0075,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4521.0,-0.163,61.25,25.71,-0.006,5.18,0.0,68.67,2.988,0.0013,0.0012,0.0239,0.0183,0.0086,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4521.5,-0.162,61.55,26.41,-0.007,5.16,0.0,53.31,2.987,0.0015,0.002,0.0259,0.0182,0.0091,0.0004,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4522.0,-0.156,61.79,29.02,-0.006,5.15,0.0,44.55,2.976,0.0016,0.0027,0.0245,0.0183,0.0107,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4522.5,-0.155,61.9,34.59,-0.002,5.07,0.0,41.24,2.976,0.002,0.0037,0.0339,0.02,0.012,0.0007,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4523.0,-0.153,61.72,40.2,-0.001,5.04,0.0,42.78,2.972,0.0019,0.0036,0.0331,0.0192,0.0121,0.0007,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4523.5,-0.155,61.56,38.91,-0.002,5.03,0.0,46.77,2.974,0.0019,0.0032,0.0332,0.0185,0.0114,0.0007,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4524.0,-0.159,61.19,32.69,-0.005,5.03,0.0,62.12,2.981,0.0016,0.0019,0.0289,0.0173,0.0092,0.0005,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4524.5,-0.156,61.34,25.3,-0.004,5.11,0.0,68.67,2.977,0.0015,0.0014,0.0249,0.0182,0.0099,0.0006,0.0001,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4525.0,-0.156,61.68,23.69,-0.002,5.13,0.0,58.4,2.977,0.0018,0.0018,0.0291,0.0201,0.0114,0.0007,0.0002,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4525.5,-0.156,63.02,23.25,0.001,5.15,0.0,28.12,2.976,0.0037,0.0084,0.0516,0.0273,0.0172,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,
4526.0,-0.161,63.31,25.64,-0.002,4.96,0.0,22.12,2.985,0.0064,0.0259,0.0817,0.0279,0.016,0.0006,0.0003,0.0,0.0001,0.0,0.0,0.0,1e-05,0.0,
4526.5,-0.148,63.35,30.66,-0.002,4.55,0.0,20.45,2.964,0.0151,0.0423,0.0633,0.0283,0.018,0.0007,0.0004,0.0,0.0002,0.0,0.0,0.0,1e-05,0.0,
4527.0,-0.105,66.53,43.41,0.025,3.97,0.0,8.62,2.89,0.1838,0.2244,0.083,0.0944,0.0651,0.0043,0.0012,0.0002,0.0015,0.0003,0.0001,0.0,1e-05,0.0,
4527.5,-0.038,71.29,62.96,0.081,3.34,0.0,5.01,2.774,0.8597,0.1111,0.1172,0.206,0.1313,0.0517,0.0063,0.0027,0.0154,0.0026,0.001,0.0005,1e-05,0.0,
4528.0,0.036,79.37,82.28,0.135,2.98,0.099,2.16,2.648,0.2186,0.1832,0.1673,0.1401,0.1353,0.1215,0.0018,0.0003,0.0037,0.0017,0.0039,0.0056,0.002966453,0.001223897,0.016286004334688187
4528.5,0.082,83.32,98.94,0.164,2.9,0.13,1.74,2.569,0.123,0.1501,0.3163,0.1509,0.2182,0.3835,0.0035,0.0013,0.0089,0.0032,0.0074,0.0152,0.005488428,0.003690745,0.03730526939034462
4529.0,0.093,84.04,112.52,0.181,3.01,0.144,1.99,2.552,0.1059,0.1314,0.2746,0.1718,0.2804,0.5258,0.0047,0.0027,0.0091,0.0044,0.0086,0.0195,0.018005244,0.004451677,0.0499972365796566
4529.5,0.083,83.14,125.28,0.172,3.2,0.135,2.14,2.568,0.0843,0.1194,0.1963,0.1564,0.2283,0.3989,0.0032,0.0023,0.0065,0.0039,0.0074,0.016,0.054305341,0.003438859,0.036966707557439804
4530.0,0.071,85.22,126.41,0.201,3.31,0.151,2.21,2.589,0.1071,0.1067,0.1737,0.1249,0.1938,0.2828,0.0036,0.0032,0.0059,0.0044,0.0056,0.0125,0.023657737,0.00165503,0.02987533062696457
4530.5,0.066,81.29,119.7,0.157,3.3,0.12,2.31,2.598,0.0693,0.0999,0.1424,0.1311,0.1643,0.2425,0.0019,0.0013,0.004,0.0025,0.0052,0.0103,0.00805542,0.002681606,0.013615715317428112
4531.0,0.063,78.16,100.49,0.125,3.17,0.099,2.45,2.602,0.0646,0.1002,0.1342,0.1372,0.1333,0.1704,0.0015,0.0007,0.0041,0.0016,0.005,0.006,0.001958657,0.003365075,0.00414488697424531
4531.5,0.065,76.59,90.61,0.104,3.07,0.087,2.43,2.598,0.0653,0.0976,0.1275,0.1351,0.1079,0.1188,0.0013,0.0005,0.0048,0.0011,0.0044,0.0033,0.001028548,0.000768922,0.001824729610234499
4532.0,0.073,76.95,85.53,0.109,3.06,0.093,2.4,2.585,0.0666,0.0969,0.14,0.1397,0.1254,0.153,0.0015,0.0006,0.0051,0.0012,0.0048,0.004,0.001624407,0.000854068,0.002806844422593713
4532.5,0.077,77.82,94.27,0.118,3.07,0.1,2.35,2.578,0.065,0.1029,0.1561,0.1483,0.1491,0.2008,0.0017,0.0008,0.0054,0.0015,0.0057,0.0055,0.00152125,0.00158372,0.0036680942866951227
4533.0,0.081,77.34,103.98,0.107,3.12,0.095,2.31,2.571,0.0457,0.0918,0.1307,0.1451,0.1371,0.173,0.0012,0.0006,0.0045,0.0012,0.0052,0.0039,0.000811935,0.001378688,0.0015228713164106011
4533.5,0.082,80.49,112.92,0.141,3.14,0.115,2.14,2.569,0.0642,0.1135,0.1796,0.1605,0.1974,0.321,0.0021,0.0012,0.0058,0.0025,0.0072,0.0105,0.006261753,0.004952075,0.011870009824633598
4534.0,0.084,84.07,114.24,0.187,3.14,0.145,2.13,2.567,0.1006,0.1183,0.2143,0.1515,0.2364,0.4102,0.0041,0.0028,0.0071,0.0044,0.0073,0.0168,0.009711744,0.003502622,0.03479539602994919
4534.5,0.079,81.95,110.4,0.166,3.1,0.13,2.24,2.575,0.0921,0.1188,0.209,0.1504,0.2103,0.3506,0.0032,0.0019,0.0063,0.0033,0.007,0.0141,0.006209007,0.004306978,0.02634536661207676
4535.0,0.072,79.54,105.96,0.137,3.08,0.109,2.29,2.587,0.0771,0.1091,0.174,0.1443,0.1615,0.2386,0.002,0.001,0.0053,0.002,0.0058,0.0084,0.00233631,0.003931298,0.009404960088431835
4535.5,0.07,79.32,99.89,0.137,3.11,0.109,2.33,2.591,0.0742,0.1037,0.1606,0.1402,0.1553,0.2258,0.0019,0.0009,0.0048,0.0019,0.0055,0.0081,0.003012865,0.004930022,0.008418034762144089
4536.0,0.071,78.97,97.85,0.133,3.14,0.107,2.34,2.589,0.0674,0.1018,0.1508,0.1425,0.154,0.221,0.0018,0.0009,0.0046,0.0018,0.0056,0.0076,0.003016611,0.004833934,0.006711692549288273
4536.5,0.073,78.6,92.19,0.126,3.17,0.103,2.26,2.586,0.0593,0.0954,0.1364,0.1434,0.1466,0.2072,0.0015,0.0007,0.0042,0.0016,0.0053,0.0065,0.002804491,0.003681732,0.004992962349206209
4537.0,0.066,78.93,89.94,0.128,3.14,0.102,2.19,2.598,0.0661,0.0981,0.1398,0.1392,0.1362,0.1848,0.0016,0.0006,0.0041,0.0015,0.0048,0.0064,0.003837095,0.003068474,0.005927004385739565
4537.5,0.062,77.93,84.87,0.116,3.15,0.093,2.21,2.603,0.0637,0.1027,0.1297,0.1436,0.1221,0.1457,0.0014,0.0005,0.0042,0.0013,0.0048,0.0048,0.003336596,0.001890228,0.0038172858767211437
4538.0,0.064,77.86,83.07,0.116,3.16,0.094,2.22,2.6,0.0616,0.0988,0.1265,0.1425,0.123,0.15,0.0014,0.0005,0.0041,0.0013,0.0048,0.0048,0.00382479,0.002059788,0.0040297978557646275
4538.5,0.072,78.67,83.78,0.128,3.13,0.104,2.23,2.587,0.0705,0.1013,0.1494,0.1454,0.1505,0.212,0.0018,0.0008,0.0047,0.0016,0.0056,0.0069,0.00643574,0.003786405,0.007402393035590649
4539.0,0.074,77.69,84.09,0.116,3.05,0.097,2.28,2.583,0.0726,0.104,0.156,0.1462,0.1392,0.1819,0.0017,0.0007,0.0055,0.0014,0.0054,0.0051,0.002460592,0.001223992,0.004596017301082611
4539.5,0.072,77.01,87.19,0.108,3.01,0.092,2.35,2.587,0.073,0.1002,0.148,0.1385,0.1205,0.1459,0.0015,0.0005,0.0056,0.0011,0.0046,0.0039,0.001297381,0.000703841,0.002793182386085391
4540.0,0.072,77.27,93.89,0.11,3.08,0.093,2.35,2.586,0.0607,0.0993,0.1397,0.142,0.1268,0.1554,0.0014,0.0006,0.005,0.0013,0.005,0.0042,0.000966675,0.000987308,0.0022554469760507345
4540.5,0.072,78.23,99.47,0.126,3.18,0.103,2.45,2.586,0.0612,0.1043,0.143,0.1466,0.1532,0.2096,0.0017,0.0009,0.0046,0.0018,0.0059,0.0067,0.002336996,0.004532539,0.004401226993650198
4541.0,0.07,80.43,109.03,0.153,3.24,0.119,2.42,2.59,0.0741,0.1095,0.1581,0.141,0.176,0.2657,0.0022,0.0015,0.0047,0.0027,0.0062,0.0109,0.004183978,0.004489979,0.012321843765676022
4541.5,0.065,82.28,114.63,0.178,3.23,0.134,2.47,2.599,0.0974,0.1065,0.1696,0.1247,0.1748,0.254,0.0029,0.002,0.0046,0.0033,0.0054,0.0118,0.005450533,0.002726341,0.02196337655186653
4542.0,0.061,81.4,116.5,0.173,3.2,0.13,2.67,2.605,0.1077,0.1118,0.1736,0.125,0.1686,0.2351,0.0029,0.0019,0.0046,0.0032,0.0055,0.0114,0.006189677,0.002903533,0.02210717834532261
4542.5,0.059,79.36,113.54,0.15,3.19,0.114,2.78,2.609,0.0915,0.1067,0.1534,0.128,0.1517,0.2045,0.0021,0.0013,0.0041,0.0024,0.0053,0.009,0.004509397,0.004027347,0.012026659213006496
4543.0,0.056,77.9,108.57,0.141,3.19,0.107,3.11,2.613,0.0938,0.1107,0.1481,0.1291,0.1449,0.1838,0.0022,0.0014,0.0043,0.0023,0.0055,0.008,0.004733185,0.005571409,0.008158460259437561
4543.5,0.06,78.05,113.9,0.142,3.25,0.109,3.12,2.608,0.0781,0.1032,0.1333,0.1285,0.1449,0.1935,0.002,0.0014,0.0038,0.0022,0.0051,0.008,0.005401911,0.005927338,0.007813435979187489
4544.0,0.064,79.89,116.63,0.156,3.31,0.119,2.77,2.601,0.0765,0.1068,0.1411,0.1314,0.1621,0.2328,0.0021,0.0016,0.004,0.0027,0.0055,0.0101,0.006927171,0.004336564,0.012101903557777405
4544.5,0.068,81.61,120.9,0.172,3.36,0.131,2.6,2.593,0.0864,0.1189,0.1574,0.1366,0.1843,0.2764,0.0027,0.0023,0.0049,0.0035,0.0062,0.0128,0.013167347,0.003445806,0.018064221367239952
4545.0,0.066,82.36,120.2,0.181,3.34,0.136,2.57,2.597,0.0936,0.1112,0.1584,0.1279,0.1786,0.2618,0.0029,0.0024,0.0048,0.0036,0.0056,0.0123,0.009429603,0.002717342,0.020514940842986107
4545.5,0.067,81.29,120.89,0.168,3.31,0.128,2.61,2.596,0.0824,0.1083,0.1504,0.1316,0.1739,0.2602,0.0025,0.0019,0.0044,0.0031,0.0056,0.0115,0.012344248,0.003509456,0.01821453869342804
4546.0,0.07,81.46,118.11,0.17,3.28,0.13,2.58,2.591,0.0853,0.1099,0.1586,0.1352,0.1816,0.2798,0.0027,0.002,0.0047,0.0032,0.0058,0.0121,0.009330047,0.00359979,0.019745487719774246
4546.5,0.07,80.12,116.1,0.152,3.23,0.118,2.56,2.59,0.0763,0.1119,0.1596,0.1423,0.1758,0.2639,0.0023,0.0016,0.0047,0.0027,0.0062,0.0107,0.007041769,0.004607902,0.01338924840092659
4547.0,0.068,79.83,110.73,0.15,3.17,0.116,2.57,2.593,0.0832,0.1135,0.1687,0.1409,0.1715,0.2509,0.0024,0.0015,0.005,0.0026,0.0062,0.0104,0.004394345,0.00479789,0.012997294776141644
4547.5,0.066,80.66,110.04,0.162,3.14,0.124,2.59,2.597,0.0994,0.1131,0.1802,0.1332,0.1723,0.2533,0.0028,0.0017,0.005,0.0029,0.0058,0.0113,0.005212654,0.004158251,0.0190711822360754
4548.0,0.071,80.22,107.57,0.157,3.17,0.122,2.6,2.589,0.0874,0.1119,0.1721,0.141,0.1796,0.2744,0.0027,0.0017,0.005,0.0028,0.0061,0.0112,0.005308109,0.005352104,0.015798145905137062
4548.5,0.073,78.83,104.26,0.138,3.19,0.11,2.58,2.585,0.0701,0.1092,0.1543,0.1475,0.1701,0.2482,0.0021,0.0013,0.0048,0.0023,0.0063,0.0088,0.003596017,0.006769329,0.007697609718888998
4549.0,0.071,79.18,101.33,0.146,3.18,0.115,2.65,2.589,0.0796,0.1091,0.1588,0.1429,0.1715,0.254,0.0024,0.0014,0.0048,0.0025,0.0061,0.0097,0.005084685,0.006844077,0.010533541440963745
4549.5,0.065,78.74,101.51,0.142,3.17,0.11,2.71,2.598,0.0832,0.1115,0.1587,0.1386,0.1593,0.2206,0.0023,0.0013,0.0048,0.0023,0.006,0.0089,0.004499536,0.00655492,0.008946801535785198
4550.0,0.062,79.46,109.14,0.151,3.16,0.115,2.74,2.604,0.0922,0.1084,0.1607,0.1307,0.1569,0.2185,0.0024,0.0014,0.0044,0.0025,0.0054,0.0094,0.004586011,0.004760159,0.012885144911706448
4550.5,0.061,81.48,113.32,0.173,3.12,0.13,2.61,2.605,0.1237,0.1165,0.1921,0.1243,0.1687,0.2351,0.0031,0.0018,0.0048,0.0032,0.0055,0.0114,0.00555769,0.002933109,0.025440216064453125
4551.0,0.066,82.77,112.05,0.184,3.07,0.138,2.44,2.596,0.1366,0.1259,0.2248,0.1276,0.1844,0.2674,0.0039,0.0022,0.0057,0.0038,0.006,0.013,0.005792348,0.002811959,0.033143553882837296
4551.5,0.075,83.41,110.65,0.183,3.05,0.14,2.2,2.583,0.1139,0.1147,0.2219,0.1319,0.1969,0.3173,0.0038,0.002,0.0059,0.0035,0.0059,0.0134,0.005926663,0.003078145,0.035453617572784424
4552.0,0.078,81.65,110.46,0.16,3.08,0.126,2.2,2.576,0.0916,0.1219,0.2156,0.1517,0.2054,0.338,0.003,0.0017,0.0065,0.0032,0.0071,0.0135,0.005501867,0.004248409,0.024263102561235428
4552.5,0.076,81.06,114.35,0.156,3.13,0.123,2.32,2.58,0.0829,0.1149,0.1885,0.1484,0.1931,0.3104,0.0027,0.0016,0.0057,0.0029,0.0066,0.0122,0.006786369,0.004158617,0.020232224836945534
4553.0,0.069,82.38,121.84,0.173,3.16,0.132,2.37,2.592,0.101,0.1117,0.1863,0.1329,0.1836,0.2791,0.0029,0.0019,0.0052,0.0033,0.0058,0.0126,0.012890817,0.002732556,0.030330335721373558
4553.5,0.066,83.87,125.17,0.188,3.19,0.141,2.3,2.597,0.1141,0.1091,0.1866,0.1237,0.1828,0.2603,0.0031,0.0022,0.005,0.0038,0.0055,0.0122,0.016358228,0.00181789,0.03504365682601929
4554.0,0.065,86.6,124.28,0.221,3.2,0.163,2.26,2.6,0.1376,0.1022,0.1804,0.1081,0.1748,0.218,0.0041,0.0032,0.005,0.0046,0.0047,0.0088,0.007563181,0.00112941,0.033199507743120193
4554.5,0.059,84.03,115.15,0.197,3.17,0.145,2.37,2.609,0.1279,0.1078,0.1862,0.1096,0.1687,0.2156,0.0033,0.0021,0.0043,0.0037,0.0048,0.0103,0.004738125,0.001629177,0.028145385906100273
4555.0,0.052,80.84,108.84,0.164,3.14,0.122,2.56,2.622,0.1163,0.1041,0.1615,0.1137,0.1477,0.1848,0.0022,0.0011,0.0035,0.0024,0.0043,0.0088,0.004689438,0.002388803,0.01810412108898163
4555.5,0.047,79.25,102.85,0.144,3.14,0.107,2.57,2.629,0.1131,0.1133,0.1528,0.124,0.1386,0.1576,0.0018,0.0008,0.0037,0.002,0.0046,0.0073,0.00391599,0.002617496,0.009998584166169167
4556.0,0.052,78.11,100.1,0.129,3.16,0.098,2.58,2.621,0.0819,0.1028,0.1326,0.1295,0.1263,0.1469,0.0015,0.0007,0.0037,0.0016,0.0045,0.0059,0.00268952,0.00286846,0.005264736711978912
4556.5,0.062,78.13,99.65,0.131,3.16,0.102,2.63,2.604,0.074,0.1018,0.1404,0.1337,0.1386,0.1807,0.0018,0.0009,0.0042,0.0018,0.0051,0.0068,0.003097207,0.00521148,0.005702100228518248
4557.0,0.069,77.96,101.1,0.126,3.12,0.102,2.56,2.591,0.0727,0.1083,0.1554,0.1433,0.1483,0.1975,0.0019,0.001,0.0051,0.0018,0.0058,0.0066,0.002222843,0.003955238,0.004808791447430849
4557.5,0.073,79.01,102.19,0.135,3.07,0.109,2.41,2.585,0.0801,0.1118,0.1775,0.1466,0.1643,0.2395,0.0022,0.0011,0.0056,0.0021,0.0061,0.0082,0.002734481,0.004558149,0.008619551546871662
4558.0,0.072,80.66,105.32,0.151,3.07,0.118,2.26,2.587,0.0906,0.1146,0.1952,0.1419,0.1762,0.272,0.0025,0.0012,0.0056,0.0025,0.0061,0.0107,0.003658884,0.004576819,0.016568364575505257
4558.5,0.07,80.88,108.5,0.148,3.1,0.116,2.14,2.591,0.0796,0.1065,0.1753,0.1383,0.165,0.2509,0.002,0.001,0.0049,0.0022,0.0055,0.0098,0.002745688,0.003563684,0.01414371095597744
4559.0,0.067,81.02,112.39,0.149,3.13,0.116,2.15,2.595,0.0823,0.1107,0.1755,0.1389,0.1652,0.2422,0.002,0.001,0.0049,0.0024,0.0057,0.01,0.002899051,0.002938531,0.014075539074838161
4559.5,0.071,81.37,111.76,0.159,3.18,0.123,2.27,2.589,0.0801,0.1068,0.1716,0.1375,0.1785,0.2773,0.0024,0.0014,0.0049,0.0027,0.0059,0.0115,0.004424759,0.003513339,0.017336873337626457
4560.0,0.074,81.6,113.04,0.165,3.21,0.128,2.36,2.583,0.0843,0.1155,0.1797,0.1448,0.1962,0.3118,0.0028,0.0019,0.0055,0.0033,0.0067,0.0133,0.006123315,0.003924773,0.01986570842564106
4560.5,0.075,83.4,113.49,0.184,3.25,0.141,2.24,2.581,0.0964,0.1169,0.1883,0.1401,0.2086,0.3324,0.0035,0.0026,0.0062,0.0041,0.0068,0.0151,0.005948154,0.003075602,0.024273721501231194
4561.0,0.073,85.78,119.57,0.209,3.28,0.157,2.17,2.584,0.1183,0.1161,0.193,0.1295,0.2071,0.3009,0.0045,0.0039,0.0071,0.0053,0.0064,0.014,0.007022548,0.001854005,0.02728605456650257
4561.5,0.072,87.31,127.13,0.224,3.32,0.166,2.15,2.587,0.1314,0.1092,0.1806,0.1219,0.1976,0.2641,0.0048,0.0049,0.0072,0.0056,0.0058,0.011,0.017392714,0.001243028,0.028891153633594513
4562.0,0.072,85.59,129.85,0.201,3.36,0.151,2.14,2.587,0.1069,0.1101,0.1747,0.1275,0.1998,0.2923,0.0035,0.0034,0.0064,0.0046,0.0058,0.013,0.052228898,0.001600974,0.03006168268620968
4562.5,0.071,85.05,126.64,0.196,3.36,0.147,2.14,2.588,0.102,0.1131,0.1756,0.129,0.1999,0.2936,0.0033,0.0032,0.0064,0.0045,0.0061,0.0137,0.028206471,0.001666841,0.027026740834116936
4563.0,0.07,87.03,125.0,0.219,3.34,0.163,2.1,2.59,0.1252,0.109,0.1806,0.1196,0.1974,0.2598,0.0044,0.0045,0.0071,0.0055,0.0058,0.0113,0.011342554,0.001230824,0.026349423453211784
4563.5,0.07,86.76,126.66,0.214,3.31,0.159,2.08,2.59,0.1216,0.1085,0.183,0.1211,0.199,0.2662,0.0041,0.004,0.0067,0.0053,0.0058,0.0118,0.018112255,0.001201699,0.029484719038009644
4564.0,0.07,86.49,128.42,0.211,3.26,0.157,2.1,2.59,0.1246,0.1093,0.1897,0.1226,0.1988,0.2698,0.004,0.0035,0.0064,0.0051,0.0058,0.0121,0.028067492,0.001266603,0.034754082560539246
4564.5,0.075,86.21,122.29,0.209,3.23,0.157,2.08,2.582,0.1158,0.1089,0.1932,0.1273,0.2072,0.3069,0.0043,0.0035,0.0067,0.005,0.0061,0.0132,0.011567398,0.001651299,0.032674238085746765
4565.0,0.079,83.88,114.2,0.186,3.24,0.143,2.15,2.575,0.0948,0.1145,0.1904,0.1427,0.2183,0.3622,0.0036,0.0027,0.0064,0.0042,0.0068,0.0156,0.006994683,0.003080972,0.026554875075817108
4565.5,0.08,82.46,111.64,0.169,3.25,0.132,2.16,2.574,0.0784,0.1104,0.1739,0.1473,0.2105,0.3578,0.0028,0.002,0.0056,0.0033,0.0067,0.0142,0.00625084,0.003886635,0.020722050219774246
4566.0,0.076,83.31,114.06,0.181,3.24,0.139,2.21,2.579,0.0937,0.1189,0.191,0.1436,0.2129,0.3434,0.0034,0.0025,0.0063,0.0041,0.007,0.0156,0.006547002,0.003136532,0.024738086387515068
4566.5,0.074,83.83,117.55,0.184,3.22,0.14,2.15,2.584,0.0925,0.1069,0.1819,0.1324,0.1982,0.3143,0.0032,0.0022,0.0056,0.0038,0.006,0.0137,0.007881035,0.002377026,0.027802519500255585
4567.0,0.075,83.23,119.41,0.174,3.22,0.134,2.11,2.583,0.0818,0.1029,0.1726,0.1346,0.1931,0.3152,0.0027,0.0018,0.0052,0.0033,0.0058,0.0131,0.011175498,0.002410469,0.026429058983922005
4567.5,0.079,84.81,119.29,0.194,3.26,0.148,2.11,2.575,0.1001,0.1144,0.1906,0.14,0.2198,0.3591,0.0038,0.0031,0.0068,0.0046,0.0067,0.0156,0.011570497,0.002430836,0.029716508463025093
4568.0,0.083,86.68,123.33,0.214,3.34,0.162,2.07,2.569,0.122,0.1193,0.192,0.141,0.2312,0.3706,0.005,0.0051,0.0084,0.0056,0.0068,0.0149,0.018317411,0.002080231,0.029175320640206337
4568.5,0.087,88.46,123.57,0.234,3.44,0.177,2.04,2.561,0.1818,0.1543,0.2294,0.1541,0.2537,0.3888,0.0074,0.0099,0.0133,0.0076,0.0081,0.0157,0.013504894,0.002219424,0.02561112493276596
4569.0,0.089,89.83,130.06,0.244,3.48,0.184,1.96,2.557,0.2215,0.1798,0.2655,0.1639,0.269,0.3955,0.0089,0.0143,0.0178,0.0093,0.0092,0.0162,0.036958117,0.001800544,0.02796408161520958
4569.5,0.087,88.6,132.23,0.228,3.42,0.173,1.96,2.562,0.1575,0.141,0.2188,0.1501,0.252,0.3919,0.0063,0.0085,0.0121,0.0071,0.0076,0.0152,0.078051277,0.001673882,0.03194013983011246
4570.0,0.083,89.05,134.65,0.238,3.3,0.178,2.07,2.569,0.1549,0.1205,0.1962,0.1435,0.2287,0.3262,0.0067,0.0076,0.0101,0.0072,0.007,0.0122,0.103929684,0.001799415,0.03838972747325897
4570.5,0.08,87.46,131.54,0.219,3.18,0.165,2.05,2.574,0.1347,0.1133,0.2084,0.1356,0.2219,0.3332,0.0052,0.0044,0.0076,0.0058,0.0065,0.0134,0.084052645,0.002326569,0.048887427896261215
4571.0,0.08,83.9,122.99,0.179,3.11,0.139,2.07,2.574,0.0986,0.1134,0.2131,0.143,0.214,0.3652,0.0034,0.0021,0.0063,0.0038,0.0065,0.015,0.030177232,0.002611312,0.04481979086995125
4571.5,0.078,80.32,108.49,0.138,3.06,0.112,2.09,2.577,0.0715,0.1091,0.1847,0.1502,0.1737,0.275,0.002,0.0009,0.0057,0.0021,0.0061,0.0091,0.002639138,0.003128524,0.011215281672775745
4572.0,0.074,78.54,96.39,0.121,3.03,0.1,2.19,2.583,0.0723,0.1092,0.1702,0.148,0.1452,0.1996,0.0017,0.0007,0.0058,0.0015,0.0056,0.0059,0.001311576,0.001488572,0.004684971645474434
4572.5,0.071,78.34,87.35,0.125,3.01,0.102,2.3,2.588,0.0881,0.1142,0.1783,0.1458,0.1475,0.201,0.0021,0.0008,0.0061,0.0016,0.0057,0.0064,0.004213764,0.001906748,0.007238712627440691
4573.0,0.071,79.14,85.68,0.139,3.03,0.11,2.36,2.589,0.0985,0.1135,0.1872,0.1423,0.1623,0.2373,0.0026,0.001,0.0058,0.002,0.0058,0.0086,0.009873759,0.004876053,0.013152030296623707
4573.5,0.066,78.55,83.52,0.129,3.03,0.102,2.31,2.596,0.0966,0.1182,0.1778,0.1433,0.146,0.1946,0.0022,0.0008,0.0058,0.0017,0.0057,0.0069,0.007935351,0.002538805,0.009378587827086449
4574.0,0.062,77.08,86.77,0.11,3.03,0.089,2.39,2.604,0.0816,0.1037,0.1383,0.1358,0.1111,0.1272,0.0015,0.0005,0.005,0.0011,0.0043,0.0039,0.002062496,0.000978718,0.00329462718218565
4574.5,0.06,76.32,93.0,0.099,3.05,0.082,2.43,2.608,0.0674,0.0926,0.1135,0.1298,0.0923,0.0943,0.0011,0.0004,0.0044,0.0009,0.0035,0.0027,0.00063157,0.00068714,0.0014844897668808699
4575.0,0.064,80.74,99.65,0.16,3.16,0.122,2.43,2.6,0.0937,0.1109,0.1747,0.1311,0.1688,0.2423,0.0027,0.0014,0.0048,0.0027,0.0058,0.0109,0.006059495,0.004634403,0.015544899739325047
4575.5,0.069,83.36,108.51,0.188,3.31,0.142,2.32,2.592,0.0969,0.1072,0.1673,0.1253,0.1871,0.2795,0.0034,0.0025,0.0053,0.0038,0.0057,0.0129,0.004490082,0.00306977,0.019656989723443985
