DEPT,DPHI_D,DTC_D,GR_NORM,NPHI_D,PEF_D,POR_D,RHOB_D,RESD_D,LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD1],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD2],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD3],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD4],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD5],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD6],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD1_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD2_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD3_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD4_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD5_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD6_2],K_SDR_PRE
3167.0,-999.25,121.28,-999.25,-999.25,-999.25,-999.25,-999.25,1.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3167.5,-999.25,122.64,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3168.0,-999.25,122.98,-999.25,-999.25,-999.25,-999.25,-999.25,1.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3168.5,-999.25,122.17,-999.25,-999.25,-999.25,-999.25,-999.25,1.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3169.0,-999.25,120.7,-999.25,-999.25,-999.25,-999.25,-999.25,1.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3169.5,-999.25,119.9,-999.25,-999.25,-999.25,-999.25,-999.25,1.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3170.0,-999.25,120.88,-999.25,-999.25,-999.25,-999.25,-999.25,1.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3170.5,-999.25,123.24,-999.25,-999.25,-999.25,-999.25,-999.25,1.38,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3171.0,-999.25,125.37,-999.25,-999.25,-999.25,-999.25,-999.25,1.37,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3171.5,-999.25,125.8,-999.25,-999.25,-999.25,-999.25,-999.25,1.39,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3172.0,-999.25,123.85,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3172.5,-999.25,121.02,-999.25,-999.25,-999.25,-999.25,-999.25,1.29,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3173.0,-999.25,118.84,-999.25,-999.25,-999.25,-999.25,-999.25,1.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3173.5,-999.25,117.91,-999.25,-999.25,-999.25,-999.25,-999.25,1.26,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3174.0,-999.25,119.02,-999.25,-999.25,-999.25,-999.25,-999.25,1.22,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3174.5,-999.25,121.76,-999.25,-999.25,-999.25,-999.25,-999.25,1.17,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3175.0,-999.25,126.51,-999.25,-999.25,-999.25,-999.25,-999.25,1.1,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3175.5,-999.25,131.78,-999.25,-999.25,-999.25,-999.25,-999.25,1.01,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3176.0,-999.25,135.46,-999.25,-999.25,-999.25,-999.25,-999.25,0.96,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3176.5,-999.25,136.4,-999.25,-999.25,-999.25,-999.25,-999.25,0.85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3177.0,-999.25,134.16,-999.25,-999.25,-999.25,-999.25,-999.25,0.91,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3177.5,-999.25,130.15,-999.25,-999.25,-999.25,-999.25,-999.25,0.99,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3178.0,-999.25,125.92,-999.25,-999.25,-999.25,-999.25,-999.25,1.03,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3178.5,-999.25,122.64,-999.25,-999.25,-999.25,-999.25,-999.25,1.12,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3179.0,-999.25,120.94,-999.25,-999.25,-999.25,-999.25,-999.25,1.19,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3179.5,-999.25,120.72,-999.25,-999.25,-999.25,-999.25,-999.25,1.26,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3180.0,-999.25,121.44,-999.25,-999.25,-999.25,-999.25,-999.25,1.2,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3180.5,-999.25,122.29,-999.25,-999.25,-999.25,-999.25,-999.25,1.22,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3181.0,-999.25,122.67,-999.25,-999.25,-999.25,-999.25,-999.25,1.26,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3181.5,-999.25,122.26,-999.25,-999.25,-999.25,-999.25,-999.25,1.27,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3182.0,-999.25,121.25,-999.25,-999.25,-999.25,-999.25,-999.25,1.31,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3182.5,-999.25,120.26,-999.25,-999.25,-999.25,-999.25,-999.25,1.33,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3183.0,-999.25,119.85,-999.25,-999.25,-999.25,-999.25,-999.25,1.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3183.5,-999.25,120.54,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3184.0,-999.25,121.85,-999.25,-999.25,-999.25,-999.25,-999.25,1.31,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3184.5,-999.25,123.0,-999.25,-999.25,-999.25,-999.25,-999.25,1.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3185.0,-999.25,123.23,-999.25,-999.25,-999.25,-999.25,-999.25,1.23,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3185.5,-999.25,122.21,-999.25,-999.25,-999.25,-999.25,-999.25,1.3,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3186.0,-999.25,120.58,-999.25,-999.25,-999.25,-999.25,-999.25,1.23,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3186.5,-999.25,118.78,-999.25,-999.25,-999.25,-999.25,-999.25,1.24,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3187.0,-999.25,117.49,-999.25,-999.25,-999.25,-999.25,-999.25,1.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3187.5,-999.25,117.11,-999.25,-999.25,-999.25,-999.25,-999.25,1.24,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3188.0,-999.25,117.39,-999.25,-999.25,-999.25,-999.25,-999.25,1.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3188.5,-999.25,117.95,-999.25,-999.25,-999.25,-999.25,-999.25,1.21,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3189.0,-999.25,118.39,-999.25,-999.25,-999.25,-999.25,-999.25,1.21,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3189.5,-999.25,118.67,-999.25,-999.25,-999.25,-999.25,-999.25,1.22,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3190.0,-999.25,118.87,-999.25,-999.25,-999.25,-999.25,-999.25,1.22,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3190.5,-999.25,118.94,-999.25,-999.25,-999.25,-999.25,-999.25,1.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3191.0,-999.25,118.88,-999.25,-999.25,-999.25,-999.25,-999.25,1.3,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3191.5,-999.25,119.13,-999.25,-999.25,-999.25,-999.25,-999.25,1.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3192.0,-999.25,119.9,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3192.5,-999.25,120.79,-999.25,-999.25,-999.25,-999.25,-999.25,1.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3193.0,-999.25,121.23,-999.25,-999.25,-999.25,-999.25,-999.25,1.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3193.5,-999.25,121.06,-999.25,-999.25,-999.25,-999.25,-999.25,1.33,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3194.0,-999.25,120.7,-999.25,-999.25,-999.25,-999.25,-999.25,1.4,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3194.5,-999.25,120.51,-999.25,-999.25,-999.25,-999.25,-999.25,1.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3195.0,-999.25,120.49,-999.25,-999.25,-999.25,-999.25,-999.25,1.32,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3195.5,-999.25,120.55,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3196.0,-999.25,120.66,-999.25,-999.25,-999.25,-999.25,-999.25,1.33,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3196.5,-999.25,120.73,-999.25,-999.25,-999.25,-999.25,-999.25,1.33,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3197.0,-999.25,120.56,-999.25,-999.25,-999.25,-999.25,-999.25,1.34,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3197.5,-999.25,120.25,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3198.0,-999.25,120.11,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3198.5,-999.25,120.18,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3199.0,-999.25,120.36,-999.25,-999.25,-999.25,-999.25,-999.25,1.35,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3199.5,-999.25,120.33,-999.25,-999.25,-999.25,-999.25,-999.25,1.36,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3200.0,-999.25,119.78,-999.25,-999.25,-999.25,-999.25,-999.25,1.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3200.5,-999.25,118.69,-999.25,-999.25,-999.25,-999.25,-999.25,1.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3201.0,-999.25,117.33,-999.25,-999.25,-999.25,-999.25,-999.25,1.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3201.5,-999.25,116.38,-999.25,-999.25,-999.25,-999.25,-999.25,1.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3202.0,-999.25,115.76,-999.25,-999.25,-999.25,-999.25,-999.25,1.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3202.5,-999.25,115.21,-999.25,-999.25,-999.25,-999.25,-999.25,1.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3203.0,-999.25,114.94,-999.25,-999.25,-999.25,-999.25,-999.25,1.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3203.5,-999.25,115.36,-999.25,-999.25,-999.25,-999.25,-999.25,1.6,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3204.0,-999.25,116.62,-999.25,-999.25,-999.25,-999.25,-999.25,1.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3204.5,-999.25,118.22,-999.25,-999.25,-999.25,-999.25,-999.25,1.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3205.0,-999.25,118.93,-999.25,-999.25,-999.25,-999.25,-999.25,1.44,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3205.5,-999.25,117.96,-999.25,-999.25,-999.25,-999.25,-999.25,1.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3206.0,-999.25,116.45,-999.25,-999.25,-999.25,-999.25,-999.25,1.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3206.5,-999.25,115.97,-999.25,-999.25,-999.25,-999.25,-999.25,1.62,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3207.0,-999.25,117.52,-999.25,-999.25,-999.25,-999.25,-999.25,1.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3207.5,-999.25,120.4,-999.25,-999.25,-999.25,-999.25,-999.25,1.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3208.0,-999.25,121.99,-999.25,-999.25,-999.25,-999.25,-999.25,1.41,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3208.5,-999.25,120.82,-999.25,-999.25,-999.25,-999.25,-999.25,1.43,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3209.0,-999.25,118.18,-999.25,-999.25,-999.25,-999.25,-999.25,1.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3209.5,-999.25,116.35,-999.25,-999.25,-999.25,-999.25,-999.25,1.55,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3210.0,-999.25,116.61,-999.25,-999.25,-999.25,-999.25,-999.25,1.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3210.5,-999.25,117.72,-999.25,-999.25,-999.25,-999.25,-999.25,1.47,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3211.0,-999.25,117.64,-999.25,-999.25,-999.25,-999.25,-999.25,1.52,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3211.5,-999.25,116.64,-999.25,-999.25,-999.25,-999.25,-999.25,1.63,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3212.0,-999.25,116.41,-999.25,-999.25,-999.25,-999.25,-999.25,1.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3212.5,-999.25,117.71,-999.25,-999.25,-999.25,-999.25,-999.25,1.57,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3213.0,-999.25,119.53,-999.25,-999.25,-999.25,-999.25,-999.25,1.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3213.5,-999.25,120.56,-999.25,-999.25,-999.25,-999.25,-999.25,1.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3214.0,-999.25,120.49,-999.25,-999.25,-999.25,-999.25,-999.25,1.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3214.5,-999.25,120.1,-999.25,-999.25,-999.25,-999.25,-999.25,1.53,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3215.0,-999.25,119.19,-999.25,-999.25,-999.25,-999.25,-999.25,1.46,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3215.5,-999.25,117.21,-999.25,-999.25,-999.25,-999.25,-999.25,1.48,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3216.0,-999.25,114.9,-999.25,-999.25,-999.25,-999.25,-999.25,1.59,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3216.5,-999.25,114.06,-999.25,-999.25,-999.25,-999.25,-999.25,1.79,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3217.0,-999.25,115.91,-999.25,-999.25,-999.25,-999.25,-999.25,1.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3217.5,-999.25,118.43,-999.25,-999.25,-999.25,-999.25,-999.25,1.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3218.0,-999.25,119.12,-999.25,-999.25,-999.25,-999.25,-999.25,1.45,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3218.5,-999.25,117.92,-999.25,-999.25,-999.25,-999.25,-999.25,1.49,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3219.0,-999.25,116.5,-999.25,-999.25,-999.25,-999.25,-999.25,1.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3219.5,-999.25,116.5,-999.25,-999.25,-999.25,-999.25,-999.25,1.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3220.0,-999.25,117.65,-999.25,-999.25,-999.25,-999.25,-999.25,1.58,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3220.5,-999.25,118.3,-999.25,-999.25,-999.25,-999.25,-999.25,1.54,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3221.0,-999.25,117.53,-999.25,-999.25,-999.25,-999.25,-999.25,1.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3221.5,-999.25,115.92,-999.25,-999.25,-999.25,-999.25,-999.25,1.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3222.0,-999.25,114.68,-999.25,-999.25,-999.25,-999.25,-999.25,1.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3222.5,-999.25,114.63,-999.25,-999.25,-999.25,-999.25,-999.25,1.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3223.0,-999.25,115.24,-999.25,-999.25,-999.25,-999.25,-999.25,1.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3223.5,-999.25,115.53,-999.25,-999.25,-999.25,-999.25,-999.25,1.71,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3224.0,-999.25,114.97,-999.25,-999.25,-999.25,-999.25,-999.25,1.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3224.5,-999.25,113.77,-999.25,-999.25,-999.25,-999.25,-999.25,1.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3225.0,-999.25,112.65,-999.25,-999.25,-999.25,-999.25,-999.25,1.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3225.5,-999.25,111.93,-999.25,-999.25,-999.25,-999.25,-999.25,1.75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3226.0,-999.25,111.98,-999.25,-999.25,-999.25,-999.25,-999.25,1.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3226.5,-999.25,113.29,-999.25,-999.25,-999.25,-999.25,-999.25,1.86,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3227.0,-999.25,115.59,-999.25,-999.25,-999.25,-999.25,-999.25,1.81,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3227.5,-999.25,117.73,-999.25,-999.25,-999.25,-999.25,-999.25,1.57,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3228.0,-999.25,118.09,-999.25,-999.25,-999.25,-999.25,-999.25,1.51,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3228.5,-999.25,116.44,-999.25,-999.25,-999.25,-999.25,-999.25,1.53,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3229.0,-999.25,114.58,-999.25,-999.25,-999.25,-999.25,-999.25,1.61,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3229.5,-999.25,114.43,-999.25,-999.25,-999.25,-999.25,-999.25,1.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3230.0,-999.25,116.2,-999.25,-999.25,-999.25,-999.25,-999.25,1.65,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
3230.5,-999.25,118.42,-999.25,-999.25,-999.25,-999.25,-999.25,1.53,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,
