epoch,train_loss,val_loss
1,0.06655476987361908,0.022708000615239143
2,0.011570869944989681,0.008976832963526249
3,0.008885583840310574,0.008557021617889404
4,0.008585194125771523,0.008693413808941841
5,0.008980032056570053,0.008263129740953445
6,0.008803064003586769,0.008845495991408825
7,0.008191895671188831,0.008107206784188747
8,0.008539970964193344,0.008775182999670506
9,0.008058871142566204,0.007908903062343597
10,0.007603461388498545,0.007947650738060474
11,0.007844082079827785,0.008107314817607403
12,0.0077061401680111885,0.0077233887277543545
13,0.007529090158641338,0.007833970710635185
14,0.007511998061090708,0.007664394564926624
15,0.00749259302392602,0.0077390181832015514
16,0.007408326491713524,0.007917958311736584
17,0.007347407750785351,0.007601248566061258
18,0.0071769230999052525,0.00770903006196022
19,0.007243384141474962,0.007537782192230225
20,0.007450845558196306,0.00770189194008708
21,0.007557316217571497,0.008100687526166439
22,0.007976843975484371,0.008389191702008247
23,0.0073793004266917706,0.007532666902989149
24,0.008219040930271149,0.008305924013257027
25,0.007476143538951874,0.007958701811730862
26,0.0074907336384058,0.007579116616398096
27,0.007007885724306107,0.00732256006449461
28,0.007136475294828415,0.008027832955121994
29,0.006990343797951937,0.007298426236957312
30,0.007489234674721956,0.00740163866430521
31,0.006997091695666313,0.007267752196639776
32,0.007862341590225697,0.007175742648541927
33,0.007341795135289431,0.00746004655957222
34,0.0071457610465586185,0.0072491355240345
35,0.007318619638681412,0.00738118402659893
36,0.006894857622683048,0.007061082404106855
37,0.00693514896556735,0.007295477669686079
38,0.006843031384050846,0.0073914723470807076
39,0.00671500526368618,0.007195561192929745
40,0.006967755034565926,0.007402528077363968
41,0.0067327795550227165,0.007040896452963352
42,0.006685179658234119,0.006795600522309542
43,0.006818059366196394,0.006823065225034952
44,0.006956920493394136,0.007022182922810316
45,0.006876763422042131,0.007407748606055975
46,0.006787637248635292,0.007118674460798502
47,0.00654654111713171,0.006772262044250965
48,0.006624496541917324,0.0068009053356945515
49,0.006593343336135149,0.006972865667194128
50,0.006669820286333561,0.007282571867108345
51,0.006867008283734322,0.00678815646097064
52,0.006693277042359114,0.006685302592813969
53,0.006668766960501671,0.006689118221402168
